Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,PlayerID,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
131,Darrell,Henderson,LAR,RB,147.62,2020,RB2,50.42,147.62,False,20798,122.3,8.2,15,138.0,624.0,4.5,5.0,16.0,24.0,159.0,66.7,1.0,6.6,9.9
132,Justin,Jackson,LAC,RB,148.64,2020,RB2,19.61,148.64,False,20064,55.8,6.2,9,59.0,270.0,4.6,0.0,19.0,24.0,173.0,79.2,0.0,7.2,9.1
133,Jalen,Reagor,PHI,WR,148.79,2020,WR2,138.38,148.79,False,21686,65.7,6.0,11,4.0,26.0,6.5,0.0,31.0,54.0,396.0,57.4,1.0,7.3,12.8
134,Mike,Williams,LAC,WR,151.33,2020,WR2,56.17,151.33,False,18914,129.7,8.6,15,1.0,1.0,1.0,0.0,48.0,85.0,756.0,56.5,5.0,8.9,15.8
135,Nyheim,Hines,IND,RB,151.91,2020,RB3,39.95,94.46,True,19912,161.7,10.1,16,89.0,380.0,4.3,3.0,63.0,76.0,482.0,82.9,4.0,6.3,7.7
136,Kyle,Rudolph,MIN,TE,151.93,2020,TE1,151.93,174.36,False,13275,51.4,4.3,12,0.0,0.0,0.0,0.0,28.0,37.0,334.0,75.7,1.0,9.0,11.9
137,Chris,Herndon,NYJ,TE,152.26,2020,TE1,152.26,,False,19947,58.2,3.6,16,0.0,0.0,0.0,0.0,31.0,46.0,287.0,67.4,3.0,6.2,9.3
138,Robby,Anderson,CAR,WR,152.78,2020,WR2,49.83,152.78,False,18187,176.6,11.0,16,4.0,15.0,3.8,0.0,95.0,136.0,1096.0,69.9,3.0,8.1,11.5
139,Tony,Pollard,DAL,RB,152.88,2020,RB2,3.79,152.88,False,20912,106.7,6.7,16,101.0,435.0,4.3,4.0,28.0,40.0,192.0,70.0,1.0,4.8,6.9
140,Dallas,Goedert,PHI,TE,153.0,2020,TE2,51.32,153.0,False,19863,93.4,8.5,11,0.0,0.0,0.0,0.0,46.0,65.0,524.0,70.8,3.0,8.1,11.4
141,Eric,Ebron,PIT,TE,156.04,2020,TE1,156.04,,False,16451,113.8,7.6,15,0.0,0.0,0.0,0.0,56.0,91.0,558.0,61.5,5.0,6.1,10.0
143,Larry,Fitzgerald,ARI,WR,158.01,2020,WR3,19.23,115.64,False,5571,73.9,5.7,13,0.0,0.0,0.0,0.0,54.0,72.0,409.0,75.0,1.0,5.7,7.6
144,Curtis,Samuel,CAR,WR,158.15,2020,WR3,49.83,152.78,False,18928,173.6,11.6,15,41.0,200.0,4.9,2.0,77.0,97.0,851.0,79.4,3.0,8.8,11.1
145,Michael,Pittman,IND,WR,158.54,2020,WR2,66.2,158.54,False,21744,78.9,6.1,13,3.0,26.0,8.7,0.0,40.0,61.0,503.0,65.6,1.0,8.2,12.6
146,Darrel,Williams,KCC,RB,159.32,2020,RB3,10.64,45.04,False,20500,45.5,3.5,13,39.0,169.0,4.3,1.0,18.0,26.0,116.0,69.2,0.0,4.5,6.4
147,Brandon,Aiyuk,SFO,WR,159.5,2020,WR2,100.91,159.5,False,21747,154.5,12.9,12,6.0,77.0,12.8,2.0,60.0,96.0,748.0,62.5,5.0,7.8,12.5
148,Carlos,Hyde,SEA,RB,161.59,2020,RB2,36.35,161.59,False,16668,76.9,7.7,10,81.0,356.0,4.4,4.0,16.0,20.0,93.0,80.0,0.0,4.6,5.8
149,Ian,Thomas,CAR,TE,163.43,2020,TE1,163.43,,False,19910,30.5,1.9,16,0.0,0.0,0.0,0.0,20.0,31.0,145.0,64.5,1.0,4.7,7.2
150,Hunter,Renfrow,LVR,WR,164.23,2020,WR2,113.81,164.23,False,20924,103.6,6.5,16,0.0,0.0,0.0,0.0,56.0,77.0,656.0,72.7,2.0,8.5,11.7
155,Malcolm,Brown,LAR,RB,164.86,2020,RB3,50.42,147.62,False,17053,97.6,6.1,16,101.0,419.0,4.1,5.0,23.0,33.0,162.0,69.7,0.0,4.9,7.0
156,Jamaal,Williams,GBP,RB,165.05,2020,RB3,13.43,146.99,False,18995,111.6,8.0,14,119.0,505.0,4.2,2.0,31.0,35.0,236.0,88.6,1.0,6.7,7.6
159,Bryan,Edwards,LVR,WR,169.28,2020,WR3,113.81,164.23,False,21736,30.8,2.6,12,0.0,0.0,0.0,0.0,11.0,15.0,193.0,73.3,1.0,12.9,17.5
160,Darren,Fells,HOU,TE,169.69,2020,TE1,169.69,,False,15247,65.7,4.1,16,0.0,0.0,0.0,0.0,21.0,28.0,312.0,75.0,4.0,11.1,14.9
161,Will,Dissly,SEA,TE,170.36,2020,TE1,170.36,,False,19950,49.1,3.1,16,0.0,0.0,0.0,0.0,24.0,29.0,251.0,82.8,2.0,8.7,10.5
163,Tee,Higgins,CIN,WR,171.41,2020,WR3,63.41,84.09,True,21690,161.1,10.1,16,5.0,28.0,5.6,0.0,67.0,108.0,908.0,62.0,6.0,8.4,13.6
164,Benny,Snell,PIT,RB,171.52,2020,RB3,34.68,166.62,False,20950,69.9,4.4,16,111.0,368.0,3.3,4.0,10.0,14.0,61.0,71.4,0.0,4.4,6.1
165,Joshua,Kelley,LAC,RB,171.61,2020,RB3,19.61,148.64,False,21776,69.7,5.0,14,111.0,354.0,3.2,2.0,23.0,23.0,148.0,100.0,0.0,6.4,6.4
166,JD,McKissic,WAS,RB,172.0,2020,RB3,88.53,140.88,False,18464,151.4,9.5,16,85.0,365.0,4.3,1.0,80.0,110.0,589.0,72.7,2.0,5.4,7.4
167,Cole,Beasley,BUF,WR,172.25,2020,WR3,59.65,127.34,False,14141,166.5,11.1,15,0.0,0.0,0.0,0.0,82.0,107.0,967.0,76.6,4.0,9.0,11.8
168,Chase,Claypool,PIT,WR,172.55,2020,WR3,36.95,114.92,False,21752,183.9,11.5,16,10.0,16.0,1.6,2.0,62.0,109.0,873.0,56.9,9.0,8.0,14.1
169,Tyler,Eifert,JAC,TE,173.69,2020,TE1,173.69,,False,14918,64.9,4.3,15,0.0,0.0,0.0,0.0,36.0,60.0,349.0,60.0,2.0,5.8,9.7
172,Corey,Davis,TEN,WR,175.49,2020,WR2,44.86,175.49,False,18879,158.9,11.4,14,0.0,0.0,0.0,0.0,65.0,92.0,984.0,70.7,5.0,10.7,15.1
173,Randall,Cobb,HOU,WR,175.52,2020,WR3,84.53,88.42,True,13227,81.1,8.1,10,0.0,0.0,0.0,0.0,38.0,48.0,441.0,79.2,3.0,9.2,11.6
174,Chris,Conley,JAC,WR,175.66,2020,WR2,65.51,175.66,False,16837,77.1,5.1,15,0.0,0.0,0.0,0.0,40.0,63.0,471.0,63.5,2.0,7.5,11.8
175,Josh,Reynolds,LAR,WR,178.05,2020,WR3,40.4,53.68,True,19017,98.3,6.1,16,1.0,5.0,5.0,0.0,52.0,81.0,618.0,64.2,2.0,7.6,11.9
176,Jimmy,Graham,CHI,TE,179.02,2020,TE1,179.02,,False,11488,118.6,7.4,16,0.0,0.0,0.0,0.0,50.0,76.0,456.0,65.8,8.0,6.0,9.1
177,Jerick,McKinnon,SFO,RB,180.46,2020,RB3,35.01,122.42,False,16510,109.7,6.9,16,81.0,319.0,3.9,5.0,33.0,46.0,253.0,71.7,1.0,5.5,7.7
178,Laviska,Shenault,JAC,WR,180.54,2020,WR3,65.51,175.66,False,21697,128.1,9.2,14,18.0,91.0,5.1,0.0,58.0,79.0,600.0,73.4,5.0,7.6,10.3
181,Antonio,Brown,TBB,WR,181.87,2020,WR3,26.56,27.58,False,11056,94.6,11.8,8,2.0,-2.0,-1.0,0.0,45.0,61.0,483.0,73.8,4.0,7.9,10.7
183,James,Washington,PIT,WR,182.56,2020,WR4,36.95,114.92,False,19865,84.2,5.3,16,0.0,0.0,0.0,0.0,30.0,56.0,392.0,53.6,5.0,7.0,13.1
184,Darwin,Thompson,KCC,RB,183.78,2020,RB4,10.64,45.04,False,20964,29.7,2.1,14,27.0,97.0,3.6,1.0,7.0,11.0,65.0,63.6,1.0,5.9,9.3
185,Marquez,ValdesScantling,GBP,WR,183.87,2020,WR3,13.59,147.44,False,19976,120.8,7.6,16,4.0,13.0,3.2,0.0,33.0,63.0,690.0,52.4,6.0,11.0,20.9
187,Brian,Hill,ATL,RB,184.8,2020,RB2,28.38,184.8,False,19033,82.9,5.2,16,100.0,465.0,4.6,1.0,25.0,30.0,199.0,83.3,0.0,6.6,8.0
188,Frank,Gore,NYJ,RB,184.85,2020,RB1,184.85,,False,5820,92.2,6.1,15,187.0,653.0,3.5,2.0,16.0,19.0,89.0,84.2,0.0,4.7,5.6
189,Rex,Burkhead,NEP,RB,184.98,2020,RB4,89.72,108.89,False,14917,95.1,9.5,10,67.0,274.0,4.1,3.0,25.0,33.0,192.0,75.8,3.0,5.8,7.7
190,Steven,Sims,WAS,WR,187.41,2020,WR2,64.36,187.41,False,21400,43.8,3.6,12,1.0,18.0,18.0,0.0,27.0,37.0,265.0,73.0,1.0,7.2,9.8
191,Denzel,Mims,NYJ,WR,187.45,2020,WR3,129.21,146.33,False,21741,49.2,5.5,9,0.0,0.0,0.0,0.0,23.0,45.0,357.0,51.1,0.0,7.9,15.5
193,Gus,Edwards,BAL,RB,188.86,2020,RB2,82.23,188.86,False,20239,123.7,7.7,16,144.0,723.0,5.0,6.0,9.0,13.0,129.0,69.2,0.0,9.9,14.3
194,Giovani,Bernard,CIN,RB,189.14,2020,RB2,18.35,189.14,False,14916,134.6,8.4,16,124.0,416.0,3.4,3.0,47.0,59.0,355.0,79.7,3.0,6.0,7.6
195,Gerald,Everett,LAR,TE,190.05,2020,TE2,104.24,190.05,False,18935,72.4,4.5,16,1.0,2.0,2.0,1.0,41.0,62.0,417.0,66.1,1.0,6.7,10.2
196,Jalen,Richard,LVR,RB,198.62,2020,RB2,15.33,198.62,False,18690,41.6,3.2,13,22.0,123.0,5.6,1.0,19.0,23.0,138.0,82.6,0.0,6.0,7.3
197,Ito,Smith,ATL,RB,205.37,2020,RB3,28.38,184.8,False,19924,48.8,3.5,14,63.0,268.0,4.3,1.0,17.0,26.0,75.0,65.4,0.0,2.9,4.4
1,Christian,McCaffrey,CAR,RB,1.68,2021,RB1,1.68,155.1,False,18877,109.0,15.6,7,99.0,442.0,4.5,1.0,37.0,41.0,343.0,90.2,1.0,8.4,9.3
2,Dalvin,Cook,MIN,RB,3.06,2021,RB1,3.06,142.96,False,18872,189.3,14.6,13,249.0,1159.0,4.7,6.0,34.0,49.0,224.0,69.4,0.0,4.6,6.6
3,Derrick,Henry,TEN,RB,3.36,2021,RB1,3.36,177.98,False,17959,184.3,23.0,8,219.0,937.0,4.3,10.0,18.0,20.0,154.0,90.0,0.0,7.7,8.6
4,Alvin,Kamara,NOS,RB,4.67,2021,RB1,4.67,133.32,False,18878,211.2,16.2,13,240.0,898.0,3.7,4.0,47.0,67.0,439.0,70.1,5.0,6.6,9.3
5,Ezekiel,Elliott,DAL,RB,8.42,2021,RB1,8.42,132.64,False,17923,228.56,13.4,17,237.0,1002.0,4.2,10.0,47.0,65.0,287.0,72.3,2.0,4.4,6.1
6,Nick,Chubb,CLE,RB,8.66,2021,RB1,8.66,57.07,False,19798,205.3,14.7,14,228.0,1259.0,5.5,8.0,20.0,25.0,174.0,80.0,1.0,7.0,8.7
7,Aaron,Jones,GBP,RB,8.85,2021,RB1,8.85,110.37,False,19045,203.0,13.5,15,171.0,799.0,4.7,4.0,52.0,65.0,391.0,80.0,6.0,6.0,7.5
8,Davante,Adams,GBP,WR,9.23,2021,WR1,9.23,147.72,False,16470,282.8,17.7,16,0.0,0.0,0.0,0.0,123.0,169.0,1553.0,72.8,11.0,9.2,12.6
9,Tyreek,Hill,KCC,WR,10.06,2021,WR1,10.06,124.35,False,18082,241.0,14.2,17,9.0,96.0,10.7,0.0,111.0,159.0,1239.0,69.8,9.0,7.8,11.2
10,Jonathan,Taylor,IND,RB,12.19,2021,RB1,12.19,134.64,False,21682,353.1,20.8,17,332.0,1811.0,5.5,18.0,40.0,51.0,360.0,78.4,2.0,7.1,9.0
11,Saquon,Barkley,NYG,RB,12.79,2021,RB1,12.79,169.09,False,19766,128.1,9.9,13,162.0,593.0,3.7,2.0,41.0,57.0,263.0,71.9,2.0,4.6,6.4
12,Travis,Kelce,KCC,TE,14.54,2021,TE1,14.54,,False,15048,216.8,13.6,16,2.0,3.0,1.5,1.0,92.0,134.0,1125.0,68.7,9.0,8.4,12.2
13,Stefon,Diggs,BUF,WR,15.98,2021,WR1,15.98,114.71,False,16906,234.0,13.8,17,0.0,0.0,0.0,0.0,103.0,165.0,1225.0,62.4,10.0,7.4,11.9
14,Austin,Ekeler,LAC,RB,16.79,2021,RB1,16.79,166.33,False,19562,308.8,19.3,16,206.0,911.0,4.4,12.0,70.0,94.0,647.0,74.5,8.0,6.9,9.2
15,Najee,Harris,PIT,RB,17.87,2021,RB1,17.87,194.07,False,21768,263.7,15.5,17,307.0,1200.0,3.9,7.0,74.0,94.0,467.0,78.7,3.0,5.0,6.3
16,DK,Metcalf,SEA,WR,18.06,2021,WR1,18.06,58.1,False,20875,206.8,12.2,17,1.0,6.0,6.0,0.0,75.0,129.0,967.0,58.1,12.0,7.5,12.9
17,DeAndre,Hopkins,ARI,WR,21.01,2021,WR1,21.01,155.86,False,14986,126.2,12.6,10,0.0,0.0,0.0,0.0,42.0,64.0,572.0,65.6,8.0,8.9,13.6
18,Antonio,Gibson,WAS,RB,22.4,2021,RB1,22.4,131.39,False,21861,208.1,13.0,16,258.0,1037.0,4.0,7.0,42.0,52.0,294.0,80.8,3.0,5.7,7.0
19,Joe,Mixon,CIN,RB,23.12,2021,RB1,23.12,190.71,False,18858,266.9,16.7,16,292.0,1205.0,4.1,13.0,42.0,48.0,314.0,87.5,3.0,6.5,7.5
20,Clyde,EdwardsHelaire,KCC,RB,26.13,2021,RB1,26.13,166.91,False,21769,108.1,10.8,10,119.0,517.0,4.3,4.0,19.0,23.0,129.0,82.6,2.0,5.6,6.8
21,Justin,Jefferson,MIN,WR,28.46,2021,WR1,28.46,45.95,False,21685,276.4,16.3,17,6.0,14.0,2.3,0.0,108.0,167.0,1616.0,64.7,10.0,9.7,15.0
22,AJ,Brown,TEN,WR,29.09,2021,WR1,29.09,46.96,False,21042,149.4,11.5,13,2.0,10.0,5.0,0.0,63.0,105.0,869.0,60.0,5.0,8.3,13.8
23,Keenan,Allen,LAC,WR,29.9,2021,WR1,29.9,122.93,False,15076,204.8,12.8,16,0.0,0.0,0.0,0.0,106.0,157.0,1138.0,67.5,6.0,7.2,10.7
24,Mike,Evans,TBB,WR,30.14,2021,WR1,30.14,40.52,False,16597,225.5,14.1,16,1.0,10.0,10.0,0.0,74.0,114.0,1035.0,64.9,14.0,9.1,14.0
25,Chris,Carson,SEA,RB,30.72,2021,RB1,30.72,163.63,False,19119,45.1,11.3,4,54.0,232.0,4.3,3.0,6.0,6.0,29.0,100.0,0.0,4.8,4.8
26,Darren,Waller,LVR,TE,31.39,2021,TE1,31.39,,False,16964,106.0,9.6,11,0.0,0.0,0.0,0.0,55.0,93.0,665.0,59.1,2.0,7.2,12.1
27,Josh,Jacobs,LVR,RB,32.11,2021,RB1,32.11,119.55,False,20824,199.0,13.3,15,217.0,872.0,4.0,9.0,54.0,64.0,348.0,84.4,0.0,5.4,6.4
28,David,Montgomery,CHI,RB,35.63,2021,RB1,35.63,175.18,False,20882,174.0,13.4,13,225.0,849.0,3.8,7.0,42.0,51.0,301.0,82.4,0.0,5.9,7.2
29,George,Kittle,SFO,TE,37.15,2021,TE1,37.15,,False,19063,162.5,11.6,14,3.0,20.0,6.7,0.0,71.0,94.0,910.0,75.5,6.0,9.7,12.8
30,Miles,Sanders,PHI,RB,38.62,2021,RB1,38.62,172.62,False,20933,104.2,8.7,12,137.0,754.0,5.5,0.0,26.0,34.0,158.0,76.5,0.0,4.6,6.1
31,Terry,McLaurin,WAS,WR,38.73,2021,WR1,38.73,133.83,False,20873,175.0,10.3,17,1.0,12.0,12.0,0.0,77.0,130.0,1053.0,59.2,5.0,8.1,13.7
32,James,Robinson,JAC,RB,38.84,2021,RB1,38.84,94.01,True,21970,158.4,11.3,14,164.0,767.0,4.7,8.0,31.0,46.0,222.0,67.4,0.0,4.8,7.2
33,Chris,Godwin,TBB,WR,40.52,2021,WR2,30.14,40.52,False,18880,193.4,13.8,14,4.0,21.0,5.2,1.0,98.0,128.0,1103.0,76.6,5.0,8.6,11.3
34,CeeDee,Lamb,DAL,WR,42.01,2021,WR1,42.01,50.26,True,21679,193.3,12.1,16,9.0,76.0,8.4,0.0,79.0,120.0,1102.0,65.8,6.0,9.2,13.9
35,Allen,Robinson,CHI,WR,43.17,2021,WR1,43.17,142.66,False,16263,68.0,5.7,12,0.0,0.0,0.0,0.0,38.0,66.0,410.0,57.6,1.0,6.2,10.8
36,Adam,Thielen,MIN,WR,45.95,2021,WR2,28.46,45.95,False,15534,166.3,12.8,13,1.0,2.0,2.0,0.0,67.0,95.0,726.0,70.5,10.0,7.6,10.8
37,Julio,Jones,TEN,WR,46.96,2021,WR2,29.09,46.96,False,13291,64.9,6.5,10,0.0,0.0,0.0,0.0,31.0,48.0,434.0,64.6,1.0,9.0,14.0
38,Myles,Gaskin,MIA,RB,48.32,2021,RB1,48.32,134.69,False,20768,149.1,8.8,17,173.0,612.0,3.5,3.0,49.0,63.0,234.0,77.8,4.0,3.7,4.8
39,DAndre,Swift,DET,RB,49.35,2021,RB1,49.35,120.12,False,21684,177.9,13.7,13,151.0,617.0,4.1,5.0,62.0,78.0,452.0,79.5,2.0,5.8,7.3
40,Amari,Cooper,DAL,WR,50.26,2021,WR2,42.01,50.26,True,16765,168.5,11.2,15,0.0,0.0,0.0,0.0,68.0,103.0,865.0,66.0,8.0,8.4,12.7
43,Kareem,Hunt,CLE,RB,57.07,2021,RB2,8.66,57.07,False,18944,99.0,12.4,8,78.0,386.0,4.9,5.0,22.0,27.0,174.0,81.5,0.0,6.4,7.9
44,Mark,Andrews,BAL,TE,57.2,2021,TE1,57.2,,False,19803,247.6,14.6,17,1.0,0.0,0.0,0.0,107.0,154.0,1361.0,69.5,9.0,8.8,12.7
45,DJ,Moore,CAR,WR,57.87,2021,WR1,57.87,93.74,True,19844,191.0,11.2,17,8.0,48.0,6.0,0.0,93.0,163.0,1157.0,57.1,4.0,7.1,12.4
46,Kyle,Pitts,ATL,TE,57.98,2021,TE1,57.98,,False,22508,142.6,8.4,17,0.0,0.0,0.0,0.0,68.0,110.0,1026.0,61.8,1.0,9.3,15.1
47,Tyler,Lockett,SEA,WR,58.1,2021,WR2,18.06,58.1,False,16830,204.9,12.8,16,2.0,9.0,4.5,0.0,73.0,107.0,1175.0,68.2,8.0,11.0,16.1
48,Cooper,Kupp,LAR,WR,58.18,2021,WR1,58.18,71.48,True,18882,367.0,21.6,17,4.0,18.0,4.5,0.0,145.0,191.0,1947.0,75.9,16.0,10.2,13.4
49,Chase,Edmonds,ARI,RB,59.44,2021,RB1,59.44,101.99,True,19919,121.8,10.2,12,116.0,592.0,5.1,2.0,43.0,53.0,311.0,81.1,0.0,5.9,7.2
50,Mike,Davis,ATL,RB,59.64,2021,RB1,59.64,,False,16887,116.2,6.8,17,138.0,503.0,3.6,3.0,44.0,58.0,259.0,75.9,1.0,4.5,5.9
52,Diontae,Johnson,PIT,WR,63.34,2021,WR1,63.34,71.94,True,21077,220.9,13.8,16,5.0,53.0,10.6,0.0,107.0,169.0,1161.0,63.3,8.0,6.9,10.9
53,Damien,Harris,NEP,RB,65.19,2021,RB1,65.19,144.4,False,20790,201.1,13.4,15,202.0,929.0,4.6,15.0,18.0,21.0,132.0,85.7,0.0,6.3,7.3
54,Darrell,Henderson,LAR,RB,65.46,2021,RB1,65.46,104.11,True,20798,148.9,12.4,12,149.0,688.0,4.6,5.0,29.0,40.0,176.0,72.5,3.0,4.4,6.1
55,Leonard,Fournette,TBB,RB,70.13,2021,RB1,70.13,86.41,True,18803,221.1,15.8,14,180.0,812.0,4.5,8.0,69.0,84.0,454.0,82.1,2.0,5.4,6.6
56,Melvin,Gordon,DEN,RB,70.99,2021,RB1,70.99,72.25,True,16776,181.1,11.3,16,203.0,918.0,4.5,8.0,28.0,38.0,213.0,73.7,2.0,5.6,7.6
57,Brandon,Aiyuk,SFO,WR,71.4,2021,WR1,71.4,96.55,True,21747,142.3,8.4,17,5.0,17.0,3.4,0.0,56.0,84.0,826.0,66.7,5.0,9.8,14.8
58,Odell,Beckham,LAR,WR,71.48,2021,WR2,58.18,71.48,True,16389,107.1,7.6,14,2.0,14.0,7.0,0.0,44.0,82.0,537.0,53.7,5.0,6.5,12.2
60,Javonte,Williams,DEN,RB,72.25,2021,RB2,70.99,72.25,True,22558,183.4,10.8,17,203.0,903.0,4.4,4.0,43.0,53.0,316.0,81.1,3.0,6.0,7.3
61,JaMarr,Chase,CIN,WR,73.36,2021,WR1,73.36,78.46,True,22564,264.1,15.5,17,7.0,21.0,3.0,0.0,81.0,128.0,1455.0,63.3,13.0,11.4,18.0
62,Chase,Claypool,PIT,WR,75.27,2021,WR3,63.34,71.94,True,21752,137.1,9.1,15,14.0,96.0,6.9,0.0,59.0,105.0,860.0,56.2,2.0,8.2,14.6
63,TJ,Hockenson,DET,TE,76.37,2021,TE1,76.37,,False,20805,114.8,9.6,12,0.0,0.0,0.0,0.0,61.0,83.0,583.0,73.5,4.0,7.0,9.6
64,Tee,Higgins,CIN,WR,78.46,2021,WR2,73.36,78.46,True,21690,182.1,13.0,14,0.0,0.0,0.0,0.0,74.0,110.0,1091.0,67.3,6.0,9.9,14.7
66,Courtland,Sutton,DEN,WR,81.51,2021,WR1,81.51,86.34,True,19800,121.24,7.1,17,0.0,0.0,0.0,0.0,58.0,98.0,776.0,59.2,2.0,7.9,13.4
67,Brandin,Cooks,HOU,WR,83.8,2021,WR1,83.8,,False,16568,186.8,11.7,16,2.0,21.0,10.5,0.0,90.0,134.0,1037.0,67.2,6.0,7.7,11.5
68,Robert,Tonyan,GBP,TE,84.47,2021,TE1,84.47,,False,19491,41.4,5.2,8,0.0,0.0,0.0,0.0,18.0,29.0,204.0,62.1,2.0,7.0,11.3
69,Kenny,Golladay,NYG,WR,85.2,2021,WR1,85.2,132.73,False,18977,70.6,5.0,14,0.0,0.0,0.0,0.0,37.0,76.0,521.0,48.7,0.0,6.9,14.1
70,Jerry,Jeudy,DEN,WR,86.34,2021,WR2,81.51,86.34,True,21692,66.0,6.6,10,2.0,3.0,1.5,0.0,38.0,56.0,467.0,67.9,0.0,8.3,12.3
71,Ronald,Jones,TBB,RB,86.41,2021,RB2,70.13,86.41,True,19861,74.2,4.6,16,101.0,428.0,4.2,4.0,10.0,13.0,64.0,76.9,0.0,4.9,6.4
72,Trey,Sermon,SFO,RB,87.01,2021,RB2,55.65,87.01,True,21801,26.8,3.0,9,41.0,167.0,4.1,1.0,3.0,4.0,26.0,75.0,0.0,6.5,8.7
73,Logan,Thomas,WAS,TE,89.73,2021,TE1,89.73,,False,16656,44.6,7.4,6,0.0,0.0,0.0,0.0,18.0,25.0,196.0,72.0,3.0,7.8,10.9
74,Robby,Anderson,CAR,WR,93.74,2021,WR2,57.87,93.74,True,18187,112.0,6.6,17,3.0,36.0,12.0,0.0,53.0,110.0,519.0,48.2,5.0,4.7,9.8
76,Tyler,Boyd,CIN,WR,95.19,2021,WR3,73.36,78.46,True,17986,150.34,9.4,16,2.0,22.0,11.0,0.0,67.0,94.0,828.0,71.3,5.0,8.8,12.4
77,Deebo,Samuel,SFO,WR,96.55,2021,WR2,71.4,96.55,True,20932,300.46,18.8,16,59.0,365.0,6.2,8.0,77.0,121.0,1405.0,63.6,6.0,11.6,18.2
78,Jarvis,Landry,CLE,WR,98.29,2021,WR1,98.29,,False,16020,107.0,8.9,12,6.0,40.0,6.7,2.0,52.0,87.0,570.0,59.8,2.0,6.6,11.0
79,James,Conner,ARI,RB,101.99,2021,RB2,59.44,101.99,True,18983,239.2,15.9,15,202.0,752.0,3.7,15.0,37.0,39.0,375.0,94.9,3.0,9.6,10.1
80,Corey,Davis,NYJ,WR,102.37,2021,WR1,102.37,157.2,False,18879,88.2,9.8,9,0.0,0.0,0.0,0.0,34.0,59.0,492.0,57.6,4.0,8.3,14.5
81,DeVonta,Smith,PHI,WR,103.45,2021,WR1,103.45,160.9,False,21687,153.6,9.0,17,0.0,0.0,0.0,0.0,64.0,104.0,916.0,61.5,5.0,8.8,14.3
83,Sony,Michel,LAR,RB,104.11,2021,RB2,65.46,104.11,True,19828,135.8,8.0,17,208.0,845.0,4.1,4.0,21.0,33.0,128.0,63.6,1.0,3.9,6.1
85,Devin,Singletary,BUF,RB,104.36,2021,RB1,104.36,104.99,True,20941,177.8,10.5,17,188.0,870.0,4.6,7.0,40.0,50.0,228.0,80.0,1.0,4.6,5.7
86,Zack,Moss,BUF,RB,104.99,2021,RB2,104.36,104.99,True,21784,93.7,7.2,13,96.0,345.0,3.6,4.0,23.0,32.0,197.0,71.9,1.0,6.2,8.6
87,DJ,Chark,JAC,WR,106.99,2021,WR1,106.99,112.5,False,19816,30.9,7.7,4,0.0,0.0,0.0,0.0,7.0,22.0,154.0,31.8,2.0,7.0,22.0
88,Noah,Fant,DEN,TE,108.83,2021,TE1,108.83,,False,20753,125.0,7.8,16,0.0,0.0,0.0,0.0,68.0,90.0,670.0,75.6,4.0,7.4,9.9
89,Michael,Carter,NYJ,RB,109.36,2021,RB1,109.36,144.97,False,22553,136.4,9.7,14,147.0,639.0,4.3,4.0,36.0,55.0,325.0,65.5,0.0,5.9,9.0
90,Mike,Gesicki,MIA,TE,109.55,2021,TE1,109.55,,False,19853,128.5,7.6,17,0.0,0.0,0.0,0.0,73.0,111.0,780.0,65.8,2.0,7.0,10.7
91,AJ,Dillon,GBP,RB,110.37,2021,RB2,8.85,110.37,False,21802,168.6,9.9,17,187.0,803.0,4.3,5.0,34.0,37.0,313.0,91.9,2.0,8.5,9.2
92,Dallas,Goedert,PHI,TE,111.67,2021,TE1,111.67,,False,19863,137.0,9.1,15,0.0,0.0,0.0,0.0,56.0,76.0,830.0,73.7,4.0,10.9,14.8
93,Laviska,Shenault,JAC,WR,112.5,2021,WR2,106.99,112.5,False,21697,95.5,6.0,16,11.0,41.0,3.7,0.0,63.0,99.0,619.0,63.6,0.0,6.3,9.8
94,Rob,Gronkowski,TBB,TE,112.92,2021,TE1,112.92,178.01,False,10974,143.7,12.0,12,0.0,0.0,0.0,0.0,55.0,89.0,802.0,61.8,6.0,9.0,14.6
95,Jared,Cook,LAC,TE,113.32,2021,TE1,113.32,,False,8534,108.4,6.8,16,0.0,0.0,0.0,0.0,48.0,83.0,564.0,57.8,4.0,6.8,11.8
96,Cole,Beasley,BUF,WR,114.71,2021,WR2,15.98,114.71,False,14141,118.3,7.4,16,0.0,0.0,0.0,0.0,82.0,112.0,693.0,73.2,1.0,6.2,8.5
97,Marquez,Callaway,NOS,WR,115.21,2021,WR2,80.92,115.21,False,21750,128.8,7.6,17,0.0,0.0,0.0,0.0,46.0,84.0,698.0,54.8,6.0,8.3,15.2
98,Marquise,Brown,BAL,WR,119.29,2021,WR1,119.29,167.05,False,21045,180.8,11.3,16,1.0,5.0,5.0,0.0,91.0,145.0,1008.0,62.8,6.0,7.0,11.1
99,Michael,Gallup,DAL,WR,119.4,2021,WR3,42.01,50.26,True,19867,74.0,8.2,9,0.0,0.0,0.0,0.0,35.0,62.0,445.0,56.5,2.0,7.2,12.7
