Rank,FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,PlayerID,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
36,Michael,Crabtree,OAK,WR,53.01,2017,WR2,22.5,53.01,False,9331,142.8,10.2,14,0.0,0.0,0.0,0.0,58.0,101.0,618.0,57.4,8.0,6.1,10.7
37,Greg,Olsen,CAR,TE,54.5,2017,TE1,54.5,,False,1658,33.6,4.8,7,0.0,0.0,0.0,0.0,17.0,38.0,191.0,44.7,1.0,5.0,11.2
38,Kelvin,Benjamin,BUF,WR,55.13,2017,WR1,55.13,146.76,False,16550,111.2,7.9,14,0.0,0.0,0.0,0.0,48.0,78.0,692.0,61.5,3.0,8.9,14.4
39,CJ,Anderson,DEN,RB,55.82,2017,RB1,55.82,141.61,False,15020,161.1,10.1,16,245.0,1007.0,4.1,3.0,28.0,40.0,224.0,70.0,1.0,5.6,8.0
40,Mark,Ingram,NOS,RB,57.89,2017,RB1,57.89,149.41,False,13337,249.0,15.6,16,230.0,1124.0,4.9,12.0,58.0,71.0,416.0,81.7,0.0,5.9,7.2
41,Kareem,Hunt,KCC,RB,58.87,2017,RB1,58.87,173.38,False,18944,268.7,16.8,16,272.0,1327.0,4.9,8.0,53.0,63.0,455.0,84.1,3.0,7.2,8.6
42,Jimmy,Graham,SEA,TE,61.49,2017,TE1,61.49,,False,11488,142.5,8.9,16,0.0,0.0,0.0,0.0,57.0,95.0,520.0,60.0,10.0,5.5,9.1
43,Golden,Tate,DET,WR,61.57,2017,WR1,61.57,126.65,False,11611,178.5,11.2,16,5.0,22.0,4.4,0.0,92.0,120.0,1003.0,76.7,5.0,8.4,10.9
44,Martavis,Bryant,PIT,WR,63.0,2017,WR2,4.19,63.0,False,16146,107.5,7.2,15,6.0,22.0,3.7,0.0,50.0,84.0,603.0,59.5,3.0,7.2,12.1
45,Ameer,Abdullah,DET,RB,63.01,2017,RB1,63.01,122.44,False,16815,111.9,8.0,14,165.0,552.0,3.3,4.0,25.0,35.0,162.0,71.4,1.0,4.6,6.5
46,Jarvis,Landry,MIA,WR,64.83,2017,WR1,64.83,82.76,True,16020,204.0,12.8,16,1.0,-7.0,-7.0,0.0,112.0,161.0,987.0,69.6,9.0,6.1,8.8
47,Larry,Fitzgerald,ARI,WR,67.09,2017,WR1,67.09,130.29,False,5571,206.94,12.9,16,0.0,0.0,0.0,0.0,109.0,161.0,1156.0,67.7,6.0,7.2,10.6
48,Sammy,Watkins,LAR,WR,67.94,2017,WR1,67.94,155.26,False,16003,126.8,8.5,15,0.0,0.0,0.0,0.0,39.0,70.0,593.0,55.7,8.0,8.5,15.2
49,Doug,Martin,TBB,RB,71.13,2017,RB1,71.13,137.06,False,14385,71.5,6.5,11,138.0,406.0,2.9,3.0,9.0,18.0,84.0,50.0,0.0,4.7,9.3
50,Stefon,Diggs,MIN,WR,74.52,2017,WR1,74.52,128.11,False,16906,166.2,11.9,14,8.0,13.0,1.6,0.0,64.0,95.0,849.0,67.4,8.0,8.9,13.3
51,Mike,Gillislee,NEP,RB,74.99,2017,RB1,74.99,136.88,False,14872,68.3,7.6,9,104.0,383.0,3.7,5.0,1.0,1.0,15.0,100.0,0.0,15.0,15.0
52,Bilal,Powell,NYJ,RB,75.46,2017,RB1,75.46,,False,12800,133.7,8.9,15,178.0,772.0,4.3,5.0,23.0,33.0,170.0,69.7,0.0,5.2,7.4
53,Tevin,Coleman,ATL,RB,77.07,2017,RB2,9.26,77.07,False,16834,154.2,10.3,15,156.0,628.0,4.0,5.0,27.0,39.0,299.0,69.2,3.0,7.7,11.1
54,Jamison,Crowder,WAS,WR,81.17,2017,WR1,81.17,159.97,False,16866,127.3,8.5,15,7.0,34.0,4.9,0.0,66.0,103.0,789.0,64.1,3.0,7.7,12.0
55,LeGarrette,Blount,PHI,RB,82.31,2017,RB2,16.72,82.31,False,12296,103.6,6.5,16,173.0,766.0,4.4,2.0,8.0,8.0,50.0,100.0,1.0,6.2,6.2
56,DeVante,Parker,MIA,WR,82.76,2017,WR2,64.83,82.76,True,16775,101.5,7.8,13,0.0,0.0,0.0,0.0,57.0,96.0,670.0,59.4,1.0,7.0,11.8
57,Emmanuel,Sanders,DEN,WR,84.08,2017,WR2,41.0,84.08,True,11063,91.0,7.6,12,0.0,0.0,0.0,0.0,47.0,92.0,555.0,51.1,2.0,6.0,11.8
58,Delanie,Walker,TEN,TE,84.48,2017,TE1,84.48,,False,7175,137.5,8.6,16,2.0,-2.0,-1.0,1.0,74.0,111.0,807.0,66.7,3.0,7.3,10.9
59,Eddie,Lacy,SEA,RB,88.01,2017,RB1,88.01,115.03,False,15138,25.6,2.8,9,69.0,179.0,2.6,0.0,6.0,6.0,47.0,100.0,0.0,7.8,7.8
60,Derrick,Henry,TEN,RB,88.25,2017,RB2,18.56,88.25,False,17959,129.5,8.1,16,176.0,744.0,4.2,5.0,11.0,17.0,136.0,64.7,1.0,8.0,12.4
62,Kyle,Rudolph,MIN,TE,90.32,2017,TE1,90.32,,False,13275,129.7,8.1,16,0.0,0.0,0.0,0.0,57.0,81.0,532.0,70.4,8.0,6.6,9.3
63,Frank,Gore,IND,RB,91.81,2017,RB1,91.81,154.85,False,5820,159.1,9.9,16,261.0,961.0,3.7,3.0,29.0,38.0,245.0,76.3,1.0,6.4,8.4
65,DeSean,Jackson,TBB,WR,92.13,2017,WR2,10.66,92.13,False,3943,113.6,8.1,14,3.0,38.0,12.7,0.0,50.0,90.0,668.0,55.6,3.0,7.4,13.4
67,Danny,Woodhead,BAL,RB,94.58,2017,RB1,94.58,103.21,True,12317,42.1,5.3,8,14.0,56.0,4.0,0.0,33.0,39.0,200.0,84.6,0.0,5.1,6.1
68,Zach,Ertz,PHI,TE,94.68,2017,TE1,94.68,,False,14856,165.4,11.8,14,0.0,0.0,0.0,0.0,74.0,110.0,824.0,67.3,8.0,7.5,11.1
69,Randall,Cobb,GBP,WR,97.23,2017,WR3,14.07,45.18,False,13227,126.4,8.4,15,9.0,17.0,1.9,0.0,66.0,92.0,653.0,71.7,4.0,7.1,9.9
70,Terrance,West,BAL,RB,103.21,2017,RB2,94.58,103.21,True,16142,27.1,5.4,5,39.0,138.0,3.5,2.0,2.0,4.0,23.0,50.0,0.0,5.8,11.5
71,Donte,Moncrief,IND,WR,105.93,2017,WR2,29.21,105.93,False,16232,64.1,5.3,12,0.0,0.0,0.0,0.0,26.0,47.0,391.0,55.3,2.0,8.3,15.0
72,Chris,Hogan,NEP,WR,109.16,2017,WR2,25.61,109.16,False,14828,92.6,10.3,9,3.0,17.0,5.7,0.0,34.0,59.0,439.0,57.6,5.0,7.4,12.9
73,Eric,Decker,TEN,WR,110.3,2017,WR1,110.3,116.97,False,11182,89.3,5.6,16,0.0,0.0,0.0,0.0,54.0,83.0,563.0,65.1,1.0,6.8,10.4
74,Jeremy,Maclin,BAL,WR,113.78,2017,WR1,113.78,138.52,False,8914,82.0,6.8,12,0.0,0.0,0.0,0.0,40.0,72.0,440.0,55.6,3.0,6.1,11.0
75,Thomas,Rawls,SEA,RB,115.03,2017,RB2,88.01,115.03,False,17050,27.6,2.3,12,58.0,157.0,2.7,0.0,9.0,13.0,94.0,69.2,0.0,7.2,10.4
76,Tyrell,Williams,LAC,WR,116.12,2017,WR2,45.36,116.12,False,17048,116.3,7.3,16,0.0,0.0,0.0,0.0,43.0,69.0,728.0,62.3,4.0,10.6,16.9
77,Corey,Davis,TEN,WR,116.97,2017,WR2,110.3,116.97,False,18879,52.5,4.8,11,0.0,0.0,0.0,0.0,34.0,65.0,375.0,52.3,0.0,5.8,11.0
78,Jonathan,Stewart,CAR,RB,118.81,2017,RB2,29.3,118.81,False,5451,113.2,7.5,15,198.0,680.0,3.4,6.0,8.0,15.0,52.0,53.3,1.0,3.5,6.5
79,Theo,Riddick,DET,RB,122.44,2017,RB2,63.01,122.44,False,15126,127.5,8.0,16,84.0,286.0,3.4,3.0,53.0,71.0,444.0,74.6,2.0,6.3,8.4
80,Corey,Coleman,CLE,WR,124.58,2017,WR1,124.58,,False,17938,54.0,6.0,9,0.0,0.0,0.0,0.0,23.0,57.0,305.0,40.4,2.0,5.4,13.3
81,Eric,Ebron,DET,TE,126.07,2017,TE1,126.07,,False,16451,105.9,6.6,16,0.0,0.0,0.0,0.0,53.0,86.0,574.0,61.6,4.0,6.7,10.8
82,Marvin,Jones,DET,WR,126.65,2017,WR2,61.57,126.65,False,13870,194.6,12.2,16,0.0,0.0,0.0,0.0,61.0,107.0,1101.0,57.0,9.0,10.3,18.0
83,Samaje,Perine,WAS,RB,127.23,2017,RB1,127.23,,False,18993,97.5,6.1,16,175.0,603.0,3.4,1.0,22.0,24.0,182.0,91.7,1.0,7.6,8.3
84,Rishard,Matthews,TEN,WR,127.26,2017,WR3,110.3,116.97,False,13788,129.7,9.3,14,1.0,-3.0,-3.0,0.0,53.0,87.0,795.0,60.9,4.0,9.1,15.0
85,Duke,Johnson,CLE,RB,127.45,2017,RB2,38.09,127.45,False,16838,179.1,11.2,16,82.0,348.0,4.2,4.0,74.0,93.0,693.0,79.6,3.0,7.5,9.4
86,Jason,Witten,DAL,TE,127.7,2017,TE1,127.7,,False,722,115.5,7.2,16,0.0,0.0,0.0,0.0,63.0,87.0,560.0,72.4,5.0,6.4,8.9
87,Adam,Thielen,MIN,WR,128.11,2017,WR2,74.52,128.11,False,15534,194.2,12.1,16,1.0,11.0,11.0,0.0,91.0,143.0,1276.0,63.6,4.0,8.9,14.0
88,Jack,Doyle,IND,TE,128.2,2017,TE1,128.2,,False,15602,129.0,8.6,15,0.0,0.0,0.0,0.0,80.0,108.0,690.0,74.1,4.0,6.4,8.6
89,John,Brown,ARI,WR,130.29,2017,WR2,67.09,130.29,False,16640,59.4,5.9,10,1.0,10.0,10.0,0.0,21.0,55.0,299.0,38.2,3.0,5.4,14.2
90,Jamaal,Williams,GBP,RB,135.95,2017,RB1,135.95,,False,18995,130.3,8.1,16,153.0,556.0,3.6,4.0,25.0,34.0,262.0,73.5,2.0,7.7,10.5
91,James,White,NEP,RB,136.88,2017,RB2,74.99,136.88,False,16056,106.0,7.6,14,43.0,171.0,4.0,0.0,56.0,72.0,429.0,77.8,3.0,6.0,7.7
92,Jacquizz,Rodgers,TBB,RB,137.06,2017,RB2,71.13,137.06,False,13299,42.3,2.6,16,64.0,244.0,3.8,1.0,9.0,11.0,74.0,81.8,0.0,6.7,8.2
93,Mike,Wallace,BAL,WR,138.52,2017,WR2,113.78,138.52,False,8529,125.2,8.3,15,1.0,4.0,4.0,0.0,52.0,92.0,748.0,56.5,4.0,8.1,14.4
94,Austin,Hooper,ATL,TE,139.41,2017,TE1,139.41,,False,17963,95.1,5.9,16,0.0,0.0,0.0,0.0,49.0,65.0,526.0,75.4,3.0,8.1,10.7
95,Kenny,Britt,NEP,WR,140.3,2017,WR3,25.61,109.16,False,8532,47.6,4.0,12,0.0,0.0,0.0,0.0,20.0,43.0,256.0,46.5,2.0,6.0,12.8
96,Latavius,Murray,MIN,RB,140.9,2017,RB1,140.9,,False,15071,150.0,9.4,16,216.0,842.0,3.9,8.0,15.0,17.0,103.0,88.2,0.0,6.1,6.9
97,Jamaal,Charles,DEN,RB,141.61,2017,RB2,55.82,141.61,False,7969,56.0,4.0,14,69.0,296.0,4.3,1.0,23.0,28.0,129.0,82.1,0.0,4.6,5.6
99,Sterling,Shepard,NYG,WR,144.62,2017,WR1,144.62,,False,17961,115.0,10.5,11,4.0,4.0,1.0,0.0,59.0,84.0,731.0,70.2,2.0,8.7,12.4
100,Zay,Jones,BUF,WR,146.76,2017,WR2,55.13,146.76,False,18926,57.1,3.8,15,0.0,0.0,0.0,0.0,27.0,74.0,316.0,36.5,2.0,4.3,11.7
101,Cameron,Brate,TBB,TE,147.49,2017,TE1,147.49,,False,16593,119.1,7.4,16,0.0,0.0,0.0,0.0,48.0,77.0,591.0,62.3,6.0,7.7,12.3
102,Evan,Engram,NYG,TE,147.71,2017,TE1,147.71,,False,18912,141.6,9.4,15,1.0,14.0,14.0,0.0,64.0,115.0,722.0,55.7,6.0,6.3,11.3
103,Rex,Burkhead,NEP,RB,149.02,2017,RB3,74.99,136.88,False,14917,114.8,11.5,10,64.0,264.0,4.1,5.0,30.0,36.0,254.0,83.3,3.0,7.1,8.5
104,Alvin,Kamara,NOS,RB,149.41,2017,RB2,57.89,149.41,False,18878,273.9,17.1,16,120.0,728.0,6.1,8.0,81.0,100.0,826.0,81.0,5.0,8.3,10.2
105,Mohamed,Sanu,ATL,WR,152.52,2017,WR2,6.31,152.52,False,13878,140.84,9.4,15,4.0,10.0,2.5,0.0,67.0,96.0,703.0,69.8,5.0,7.3,10.5
106,Marlon,Mack,IND,RB,154.85,2017,RB2,91.81,154.85,False,18998,92.8,6.6,14,93.0,358.0,3.8,3.0,21.0,33.0,225.0,63.6,1.0,6.8,10.7
107,Cole,Beasley,DAL,WR,154.99,2017,WR2,22.11,154.99,False,14141,73.4,4.9,15,0.0,0.0,0.0,0.0,36.0,63.0,314.0,57.1,4.0,5.0,8.7
108,Cooper,Kupp,LAR,WR,155.26,2017,WR2,67.94,155.26,False,18882,145.9,9.7,15,0.0,0.0,0.0,0.0,62.0,94.0,869.0,66.0,5.0,9.2,14.0
109,Danny,Amendola,NEP,WR,156.09,2017,WR4,25.61,109.16,False,9906,108.4,7.2,15,0.0,0.0,0.0,0.0,61.0,87.0,659.0,70.1,2.0,7.6,10.8
110,Taylor,Gabriel,ATL,WR,156.63,2017,WR3,6.31,152.52,False,16129,65.2,4.1,16,8.0,49.0,6.1,0.0,33.0,51.0,378.0,64.7,1.0,7.4,11.5
111,Antonio,Gates,LAC,TE,158.48,2017,TE1,158.48,,False,7884,64.6,4.0,16,0.0,0.0,0.0,0.0,30.0,52.0,316.0,57.7,3.0,6.1,10.5
112,Kenny,Golladay,DET,WR,158.8,2017,WR3,61.57,126.65,False,18977,80.6,7.3,11,1.0,9.0,9.0,0.0,28.0,48.0,477.0,58.3,3.0,9.9,17.0
113,Giovani,Bernard,CIN,RB,159.19,2017,RB2,45.05,159.19,False,14916,130.2,8.1,16,105.0,458.0,4.4,2.0,43.0,60.0,389.0,71.7,2.0,6.5,9.0
114,Robby,Anderson,NYJ,WR,159.68,2017,WR1,159.68,,False,18187,168.5,10.5,16,3.0,9.0,3.0,0.0,63.0,114.0,941.0,55.3,7.0,8.3,14.9
115,Josh,Doctson,WAS,WR,159.97,2017,WR2,81.17,159.97,False,17939,102.3,6.4,16,1.0,-14.0,-14.0,0.0,35.0,78.0,502.0,44.9,6.0,6.4,14.3
116,Tyler,Lockett,SEA,WR,161.1,2017,WR2,30.91,161.1,False,16830,95.8,6.0,16,10.0,58.0,5.8,0.0,45.0,71.0,555.0,63.4,2.0,7.8,12.3
117,Wendell,Smallwood,PHI,RB,162.19,2017,RB3,16.72,82.31,False,18070,40.2,5.0,8,47.0,174.0,3.7,1.0,13.0,18.0,103.0,72.2,0.0,5.7,7.9
118,Jared,Cook,OAK,TE,162.33,2017,TE1,162.33,,False,8534,105.8,6.6,16,0.0,0.0,0.0,0.0,54.0,86.0,688.0,62.8,2.0,8.0,12.7
120,Dion,Lewis,NEP,RB,166.4,2017,RB4,74.99,136.88,False,12708,181.0,11.3,16,180.0,896.0,5.0,6.0,32.0,36.0,214.0,88.9,3.0,5.9,6.7
121,JuJu,SmithSchuster,PIT,WR,167.66,2017,WR3,4.19,63.0,False,18883,162.7,11.6,14,0.0,0.0,0.0,0.0,58.0,79.0,917.0,73.4,7.0,11.6,15.8
122,Will,Fuller,HOU,WR,168.05,2017,WR2,35.57,168.05,False,17916,99.2,9.9,10,2.0,9.0,4.5,0.0,28.0,50.0,423.0,56.0,7.0,8.5,15.1
123,DeAndre,Washington,OAK,RB,168.42,2017,RB2,32.07,168.42,False,18061,68.0,4.5,15,57.0,153.0,2.7,2.0,34.0,45.0,197.0,75.6,1.0,4.4,5.8
125,David,Njoku,CLE,TE,170.08,2017,TE1,170.08,,False,18876,78.7,4.9,16,1.0,1.0,1.0,0.0,32.0,60.0,386.0,53.3,4.0,6.4,12.1
126,Kenny,Stills,MIA,WR,170.86,2017,WR3,64.83,82.76,True,15196,145.7,9.1,16,0.0,0.0,0.0,0.0,58.0,105.0,847.0,55.2,6.0,8.1,14.6
127,Charcandrick,West,KCC,RB,173.38,2017,RB2,58.87,173.38,False,16307,59.7,4.6,13,18.0,72.0,4.0,2.0,27.0,34.0,150.0,79.4,2.0,4.4,5.6
128,Devin,Funchess,CAR,WR,175.63,2017,WR1,175.63,,False,16802,163.5,10.2,16,0.0,0.0,0.0,0.0,63.0,111.0,840.0,56.8,8.0,7.6,13.3
129,Alfred,Morris,DAL,RB,176.41,2017,RB2,19.0,176.41,False,14269,68.7,4.9,14,115.0,547.0,4.8,1.0,7.0,9.0,45.0,77.8,0.0,5.0,6.4
130,Torrey,Smith,PHI,WR,176.96,2017,WR2,45.33,176.96,False,12830,72.7,4.5,16,1.0,-3.0,-3.0,0.0,36.0,68.0,430.0,52.9,2.0,6.3,11.9
131,Jesse,James,PIT,TE,177.37,2017,TE1,177.37,,False,16920,76.7,4.8,16,0.0,0.0,0.0,0.0,43.0,63.0,372.0,68.3,3.0,5.9,8.7
132,Marqise,Lee,JAC,WR,177.73,2017,WR1,177.73,189.94,False,16258,119.9,8.6,14,1.0,17.0,17.0,0.0,56.0,96.0,702.0,58.3,3.0,7.3,12.5
133,Nelson,Agholor,PHI,WR,177.91,2017,WR3,45.33,176.96,False,16781,162.5,10.2,16,1.0,7.0,7.0,1.0,62.0,95.0,768.0,65.3,8.0,8.1,12.4
134,JJ,Nelson,ARI,WR,178.05,2017,WR3,67.09,130.29,False,16919,79.0,4.9,16,3.0,37.0,12.3,0.0,29.0,61.0,508.0,47.5,2.0,8.3,17.5
135,Tarik,Cohen,CHI,RB,178.85,2017,RB2,17.93,178.85,False,19003,117.64,7.4,16,87.0,370.0,4.3,2.0,53.0,71.0,353.0,74.6,1.0,5.0,6.7
136,Charles,Clay,BUF,TE,178.98,2017,TE1,178.98,,False,12751,92.3,7.1,13,0.0,0.0,0.0,0.0,49.0,74.0,558.0,66.2,2.0,7.5,11.4
139,Devontae,Booker,DEN,RB,182.24,2017,RB4,55.82,141.61,False,17970,76.4,5.9,13,79.0,299.0,3.8,1.0,30.0,38.0,275.0,78.9,0.0,7.2,9.2
140,Shane,Vereen,NYG,RB,182.62,2017,RB2,91.81,182.62,False,12780,61.7,3.9,16,45.0,164.0,3.6,0.0,44.0,53.0,253.0,83.0,0.0,4.8,5.8
141,TJ,Yeldon,JAC,RB,188.74,2017,RB2,24.71,188.74,False,16797,72.7,7.3,10,49.0,253.0,5.2,2.0,30.0,41.0,224.0,73.2,0.0,5.5,7.5
142,Allen,Hurns,JAC,WR,189.94,2017,WR2,177.73,189.94,False,16253,79.9,8.0,10,0.0,0.0,0.0,0.0,39.0,56.0,484.0,69.6,2.0,8.6,12.4
143,Charles,Sims,TBB,RB,190.88,2017,RB3,71.13,137.06,False,16609,55.9,3.5,16,21.0,95.0,4.5,0.0,35.0,47.0,249.0,74.5,1.0,5.3,7.1
144,Jalen,Richard,OAK,RB,192.05,2017,RB3,32.07,168.42,False,18690,72.6,4.5,16,56.0,275.0,4.9,1.0,27.0,36.0,256.0,75.0,1.0,7.1,9.5
145,Paul,Richardson,SEA,WR,192.44,2017,WR3,30.91,161.1,False,16694,128.3,8.0,16,0.0,0.0,0.0,0.0,44.0,80.0,703.0,55.0,6.0,8.8,16.0
146,Brandon,LaFell,CIN,WR,193.04,2017,WR2,13.59,193.04,False,11463,98.8,6.2,16,0.0,0.0,0.0,0.0,52.0,89.0,548.0,58.4,3.0,6.2,10.5
148,Kendall,Wright,CHI,WR,195.13,2017,WR1,195.13,,False,13957,96.9,6.1,16,0.0,0.0,0.0,0.0,59.0,91.0,614.0,64.8,1.0,6.7,10.4
149,Terrance,Williams,DAL,WR,195.31,2017,WR3,22.11,154.99,False,15088,84.8,5.3,16,2.0,15.0,7.5,0.0,53.0,77.0,568.0,68.8,0.0,7.4,10.7
150,Chris,Ivory,JAC,RB,197.0,2017,RB3,24.71,188.74,False,12239,74.2,5.3,14,112.0,382.0,3.4,1.0,21.0,28.0,175.0,75.0,1.0,6.2,8.3
151,Robert,Woods,LAR,WR,201.15,2017,WR3,67.94,155.26,False,14871,135.3,11.3,12,2.0,12.0,6.0,0.0,56.0,85.0,781.0,65.9,5.0,9.2,13.9
152,Tavon,Austin,LAR,WR,205.46,2017,WR4,67.94,155.26,False,15215,37.1,2.3,16,59.0,270.0,4.6,1.0,13.0,22.0,56.0,59.1,0.0,2.5,4.3
153,Travis,Benjamin,LAC,WR,205.8,2017,WR4,45.36,116.12,False,13887,107.3,6.7,16,13.0,96.0,7.4,0.0,34.0,65.0,567.0,52.3,4.0,8.7,16.7
154,Austin,SeferianJenkins,NYJ,TE,207.27,2017,TE1,207.27,,False,16608,76.7,5.9,13,0.0,0.0,0.0,0.0,50.0,74.0,357.0,67.6,3.0,4.8,7.1
1,Todd,Gurley,LAR,RB,1.69,2018,RB1,1.69,130.96,False,16771,342.6,24.5,14,256.0,1251.0,4.9,17.0,59.0,81.0,580.0,72.8,4.0,7.2,9.8
3,Ezekiel,Elliott,DAL,RB,4.55,2018,RB1,4.55,191.28,False,17923,290.7,19.4,15,304.0,1435.0,4.7,6.0,77.0,95.0,567.0,81.1,3.0,6.0,7.4
4,David,Johnson,ARI,RB,4.58,2018,RB1,4.58,193.22,False,16847,221.6,13.8,16,258.0,940.0,3.6,7.0,50.0,76.0,446.0,65.8,3.0,5.9,8.9
5,Antonio,Brown,PIT,WR,6.18,2018,WR1,6.18,43.53,False,11056,271.7,18.1,15,0.0,0.0,0.0,0.0,104.0,168.0,1297.0,61.9,15.0,7.7,12.5
6,Alvin,Kamara,NOS,RB,7.74,2018,RB1,7.74,65.37,False,18878,313.7,20.9,15,194.0,883.0,4.6,14.0,81.0,105.0,709.0,77.1,4.0,6.8,8.8
7,Saquon,Barkley,NYG,RB,8.43,2018,RB1,8.43,,False,19766,340.3,21.3,16,261.0,1307.0,5.0,11.0,91.0,121.0,721.0,75.2,4.0,6.0,7.9
8,Leonard,Fournette,JAC,RB,9.93,2018,RB1,9.93,78.03,False,18803,109.4,13.7,8,133.0,439.0,3.3,5.0,22.0,26.0,185.0,84.6,1.0,7.1,8.4
9,DeAndre,Hopkins,HOU,WR,11.74,2018,WR1,11.74,,False,14986,276.0,17.2,16,1.0,-7.0,-7.0,0.0,115.0,163.0,1572.0,70.6,11.0,9.6,13.7
10,Kareem,Hunt,FA*,RB,11.78,2018,RB1,11.78,,False,18944,217.2,19.7,11,181.0,824.0,4.6,7.0,26.0,35.0,378.0,74.3,7.0,10.8,14.5
11,Melvin,Gordon,LAC,RB,12.33,2018,RB1,12.33,167.4,False,16776,250.5,20.9,12,175.0,885.0,5.1,10.0,50.0,66.0,490.0,75.8,4.0,7.4,9.8
12,Odell,Beckham,NYG,WR,13.0,2018,WR1,13.0,123.68,False,16389,191.84,16.0,12,5.0,19.0,3.8,0.0,77.0,124.0,1052.0,62.1,6.0,8.5,13.7
13,Dalvin,Cook,MIN,RB,13.58,2018,RB1,13.58,126.53,False,18872,132.0,12.0,11,133.0,615.0,4.6,2.0,40.0,49.0,305.0,81.6,2.0,6.2,7.6
14,Julio,Jones,ATL,WR,14.34,2018,WR1,14.34,132.19,False,13291,269.4,16.8,16,2.0,12.0,6.0,0.0,113.0,170.0,1677.0,66.5,8.0,9.9,14.8
15,Christian,McCaffrey,CAR,RB,18.24,2018,RB1,18.24,,False,18877,332.0,20.8,16,219.0,1098.0,5.0,7.0,107.0,124.0,867.0,86.3,6.0,7.0,8.1
16,Michael,Thomas,NOS,WR,19.21,2018,WR1,19.21,134.37,False,17960,253.0,15.8,16,0.0,0.0,0.0,0.0,125.0,147.0,1405.0,85.0,9.0,9.6,11.2
17,Davante,Adams,GBP,WR,19.28,2018,WR1,19.28,113.02,False,16470,274.1,18.3,15,0.0,0.0,0.0,0.0,111.0,169.0,1386.0,65.7,13.0,8.2,12.5
18,Rob,Gronkowski,NEP,TE,21.23,2018,TE1,21.23,,False,10974,107.7,8.3,13,0.0,0.0,0.0,0.0,47.0,72.0,682.0,65.3,3.0,9.5,14.5
19,Keenan,Allen,LAC,WR,21.73,2018,WR1,21.73,138.01,False,15076,211.6,13.2,16,9.0,75.0,8.3,0.0,97.0,136.0,1196.0,71.3,6.0,8.8,12.3
20,Jordan,Howard,CHI,RB,26.25,2018,RB1,26.25,100.89,False,18067,170.0,10.6,16,250.0,935.0,3.7,9.0,20.0,27.0,145.0,74.1,0.0,5.4,7.2
21,Joe,Mixon,CIN,RB,26.93,2018,RB1,26.93,132.23,False,18858,221.9,15.8,14,237.0,1168.0,4.9,8.0,43.0,55.0,296.0,78.2,1.0,5.4,6.9
22,Tyreek,Hill,KCC,WR,27.43,2018,WR1,27.43,80.01,False,18082,284.5,17.8,16,22.0,151.0,6.9,1.0,87.0,137.0,1479.0,63.5,12.0,10.8,17.0
23,Mike,Evans,TBB,WR,28.87,2018,WR1,28.87,143.25,False,16597,247.4,15.5,16,0.0,0.0,0.0,1.0,86.0,139.0,1524.0,61.9,8.0,11.0,17.7
24,Travis,Kelce,KCC,TE,29.86,2018,TE1,29.86,,False,15048,243.1,15.2,16,0.0,0.0,0.0,0.0,103.0,150.0,1336.0,68.7,10.0,8.9,13.0
25,LeSean,McCoy,BUF,RB,32.09,2018,RB1,32.09,175.15,False,11932,110.2,7.9,14,161.0,514.0,3.2,3.0,34.0,46.0,238.0,73.9,0.0,5.2,7.0
26,Stefon,Diggs,MIN,WR,34.72,2018,WR1,34.72,42.68,False,16906,215.3,14.4,15,10.0,62.0,6.2,0.0,102.0,150.0,1021.0,68.0,9.0,6.8,10.0
27,TY,Hilton,IND,WR,34.85,2018,WR1,34.85,198.82,False,14005,201.0,14.4,14,0.0,0.0,0.0,0.0,76.0,120.0,1270.0,63.3,6.0,10.6,16.7
28,Amari,Cooper,DAL,WR,41.34,2018,WR1,41.34,152.9,False,16765,177.9,11.9,15,2.0,20.0,10.0,0.0,75.0,107.0,1004.0,70.1,7.0,9.4,13.4
29,Adam,Thielen,MIN,WR,42.68,2018,WR2,34.72,42.68,False,15534,250.8,15.7,16,5.0,30.0,6.0,0.0,113.0,155.0,1373.0,72.9,9.0,8.9,12.2
30,JuJu,SmithSchuster,PIT,WR,43.53,2018,WR2,6.18,43.53,False,18883,241.4,15.1,16,1.0,13.0,13.0,0.0,111.0,166.0,1426.0,66.9,7.0,8.6,12.8
31,Brandin,Cooks,LAR,WR,44.74,2018,WR1,44.74,94.32,True,16568,203.2,12.7,16,10.0,68.0,6.8,1.0,80.0,117.0,1204.0,68.4,5.0,10.3,15.0
32,Jarvis,Landry,CLE,WR,45.07,2018,WR1,45.07,205.5,False,16020,176.62,11.0,16,3.0,60.0,20.0,1.0,81.0,149.0,976.0,54.4,4.0,6.6,12.0
33,Larry,Fitzgerald,ARI,WR,46.09,2018,WR1,46.09,,False,5571,151.18,9.4,16,0.0,0.0,0.0,0.0,69.0,112.0,734.0,61.6,6.0,6.6,10.6
34,Zach,Ertz,PHI,TE,46.12,2018,TE1,46.12,178.86,False,14856,222.3,13.9,16,0.0,0.0,0.0,0.0,116.0,156.0,1163.0,74.4,8.0,7.5,10.0
