FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,Age,GamesPlayed,PointsPPR,PointsHalfPPR,PPG_PPR,PPG_HalfPPR,RushAtt,RushYds,RushYardsPerAtt,RushTD,Tgts,TgtsPerGame,Receptions,RecYds,YardsPerRec,RecTD
Jared,Cook,STL,TE,178.82,2014,TE1,178.82,,False,27,16,133.4,107.4,8.34,6.71,1,0,0.0,0,99.0,6.19,52,634,12.19,3
Richard,Rodgers,GNB,TE,179.44,2014,TE1,179.44,182.52,False,22,16,54.5,44.5,3.41,2.78,0,0,,0,30.0,1.88,20,225,11.25,2
Benny,Cunningham,STL,RB,179.75,2014,RB3,32.75,161.96,False,24,16,124.8,102.3,7.8,6.39,66,246,3.73,3,52.0,3.25,45,352,7.82,1
Andrew,Hawkins,CLE,WR,180.03,2014,WR2,165.9,180.03,False,28,15,158.9,127.4,10.59,8.49,3,15,5.0,0,112.0,7.47,63,824,13.08,2
Brent,Celek,PHI,TE,180.63,2014,TE2,103.44,180.63,False,29,16,70.0,54.0,4.38,3.38,0,0,,0,51.0,3.19,32,340,10.63,1
Austin,SeferianJenkins,TAM,TE,181.32,2014,TE1,181.32,,False,22,9,53.1,42.6,5.9,4.73,0,0,,0,38.0,4.22,21,221,10.52,2
Malcom,Floyd,SDG,WR,182.17,2014,WR2,37.16,182.17,False,33,16,173.6,147.6,10.85,9.22,0,0,,0,92.0,5.75,52,856,16.46,6
Andrew,Quarless,GNB,TE,182.52,2014,TE2,179.44,182.52,False,26,16,79.3,64.8,4.96,4.05,0,0,,0,46.0,2.88,29,323,11.14,3
Roy,Helu,WAS,RB,182.87,2014,RB2,29.74,182.87,False,26,14,127.3,106.3,9.09,7.59,40,216,5.4,1,47.0,3.36,42,477,11.36,2
Rod,Streater,OAK,WR,184.38,2014,WR2,157.46,184.38,False,26,3,23.4,18.9,7.8,6.3,0,0,,0,13.0,4.33,9,84,9.33,1
Brandon,LaFell,NWE,WR,184.39,2014,WR4,69.06,138.61,False,28,16,210.6,173.6,13.16,10.85,2,13,6.5,0,119.0,7.44,74,953,12.88,7
Mohamed,Sanu,CIN,WR,186.12,2014,WR3,15.02,156.99,False,25,16,179.3,151.3,11.21,9.46,7,51,7.29,0,98.0,6.12,56,790,14.11,5
Robert,Woods,BUF,WR,186.73,2014,WR2,84.66,186.73,False,22,16,164.9,132.4,10.31,8.28,0,0,,0,104.0,6.5,65,699,10.75,5
Jerricho,Cotchery,CAR,WR,187.95,2014,WR2,107.31,187.95,False,32,15,114.0,90.0,7.6,6.0,0,0,,0,78.0,5.2,48,580,12.08,1
CJ,Anderson,DEN,RB,188.03,2014,RB3,17.07,172.39,False,23,15,211.3,194.3,14.09,12.95,179,849,4.74,8,44.0,2.93,34,324,9.53,2
Jacquizz,Rodgers,ATL,RB,188.75,2014,RB3,95.05,124.68,False,24,16,80.0,65.5,5.0,4.09,58,217,3.74,1,40.0,2.5,29,173,5.97,1
Dexter,McCluster,TEN,RB,190.24,2014,RB3,67.0,154.63,False,25,14,62.8,49.8,4.49,3.56,40,131,3.28,0,36.0,2.57,26,197,7.58,1
Bryce,Brown,BUF,RB,190.58,2014,RB3,45.03,108.23,False,23,7,44.2,36.2,6.31,5.17,36,126,3.5,0,25.0,3.57,16,176,11.0,0
Davante,Adams,GNB,WR,191.03,2014,WR4,23.48,30.94,False,22,16,100.6,81.6,6.29,5.1,0,0,,0,66.0,4.12,38,446,11.74,3
Jace,Amaro,NYJ,TE,191.43,2014,TE1,191.43,,False,22,14,84.5,65.5,6.04,4.68,0,0,,0,53.0,3.79,38,345,9.08,2
KaDeem,Carey,CHI,RB,191.44,2014,RB2,6.9,191.44,False,22,14,26.5,24.0,1.89,1.71,36,158,4.39,0,6.0,0.43,5,57,11.4,0
Jerick,McKinnon,MIN,RB,194.06,2014,RB1,194.06,,False,22,11,94.3,80.8,8.57,7.35,113,538,4.76,0,41.0,3.73,27,135,5.0,0
Denarius,Moore,OAK,WR,195.23,2014,WR4,157.46,184.38,False,26,10,21.6,15.6,2.16,1.56,1,1,1.0,0,27.0,2.7,12,115,9.58,0
Robert,Turbin,SEA,RB,195.28,2014,RB3,11.52,144.18,False,25,16,75.6,67.6,4.72,4.22,74,310,4.19,0,20.0,1.25,16,186,11.63,2
Harry,Douglas,ATL,WR,196.29,2014,WR3,18.25,50.41,False,30,12,120.6,95.1,10.05,7.92,0,0,,0,74.0,6.17,51,556,10.9,2
John,Brown,ARI,WR,200.74,2014,WR3,43.8,60.01,True,24,16,147.0,123.0,9.19,7.69,3,-6,-2.0,0,102.0,6.38,48,696,14.5,5
Alfred,Blue,HOU,RB,206.53,2014,RB3,24.23,174.09,False,23,16,97.1,89.6,6.07,5.6,169,528,3.12,2,18.0,1.12,15,113,7.53,1
Allen,Robinson,JAX,WR,207.75,2014,WR3,130.59,162.44,False,21,10,116.8,92.8,11.68,9.28,0,0,,0,81.0,8.1,48,548,11.42,2
Levine,Toilolo,ATL,TE,210.57,2014,TE1,210.57,,False,23,16,64.8,49.3,4.05,3.08,0,0,,0,54.0,3.38,31,238,7.68,2
Marcedes,Lewis,JAX,TE,210.86,2014,TE1,210.86,,False,30,8,50.6,41.6,6.32,5.2,0,0,,0,31.0,3.88,18,206,11.44,2
Adrian,Peterson,MIN,RB,5.53,2015,RB1,5.53,181.75,False,30,16,260.7,245.7,16.29,15.36,327,1485,4.54,11,36.0,2.25,30,222,7.4,0
LeVeon,Bell,PIT,RB,5.62,2015,RB1,5.62,141.09,False,23,6,111.2,99.2,18.53,16.53,113,556,4.92,3,26.0,4.33,24,136,5.67,0
Antonio,Brown,PIT,WR,6.75,2015,WR1,6.75,67.79,False,27,16,388.2,320.2,24.26,20.01,3,28,9.33,0,193.0,12.06,136,1834,13.49,10
Eddie,Lacy,GNB,RB,6.92,2015,RB1,6.92,170.67,False,25,15,140.6,130.6,9.37,8.71,187,758,4.05,3,28.0,1.87,20,188,9.4,2
Odell,Beckham,NYG,WR,8.39,2015,WR1,8.39,94.58,False,23,15,319.3,271.3,21.29,18.09,1,3,3.0,0,158.0,10.53,96,1450,15.1,13
Jamaal,Charles,KAN,RB,8.63,2015,RB1,8.63,125.15,False,29,5,101.1,90.6,20.22,18.12,71,364,5.13,4,29.0,5.8,21,177,8.43,1
Marshawn,Lynch,SEA,RB,10.9,2015,RB1,10.9,167.44,False,29,7,82.7,76.2,11.81,10.89,111,417,3.76,3,21.0,3.0,13,80,6.15,0
Dez,Bryant,DAL,WR,12.74,2015,WR1,12.74,131.11,False,27,9,89.1,73.6,9.9,8.18,0,0,,0,72.0,8.0,31,401,12.94,3
Demaryius,Thomas,DEN,WR,13.46,2015,WR1,13.46,37.27,False,28,16,267.4,214.9,16.71,13.43,0,0,,0,177.0,11.06,105,1304,12.42,6
Julio,Jones,ATL,WR,14.01,2015,WR1,14.01,98.92,False,26,16,375.1,307.1,23.44,19.19,0,0,,0,203.0,12.69,136,1871,13.76,8
Rob,Gronkowski,NWE,TE,15.89,2015,TE1,15.89,196.33,False,26,15,255.6,219.6,17.04,14.64,0,0,,0,120.0,8.0,72,1176,16.33,11
Calvin,Johnson,DET,WR,17.45,2015,WR1,17.45,50.9,False,30,16,261.4,217.4,16.34,13.59,0,0,,0,149.0,9.31,88,1214,13.8,9
DeMarco,Murray,PHI,RB,17.51,2015,RB1,17.51,109.68,False,27,15,184.4,162.4,12.29,10.83,193,702,3.64,6,55.0,3.67,44,322,7.32,1
CJ,Anderson,DEN,RB,17.57,2015,RB1,17.57,151.04,False,24,15,141.3,128.8,9.42,8.59,152,720,4.74,5,36.0,2.4,25,183,7.32,0
Matt,Forte,CHI,RB,19.12,2015,RB1,19.12,169.79,False,30,13,214.7,192.7,16.52,14.82,218,898,4.12,4,58.0,4.46,44,389,8.84,3
AJ,Green,CIN,WR,20.41,2015,WR1,20.41,166.25,False,27,16,273.7,230.7,17.11,14.42,0,0,,0,132.0,8.25,86,1297,15.08,10
Jeremy,Hill,CIN,RB,20.46,2015,RB1,20.46,81.06,False,23,16,170.3,162.8,10.64,10.18,223,794,3.56,11,19.0,1.19,15,79,5.27,1
Randall,Cobb,GNB,WR,21.72,2015,WR1,21.72,66.63,False,25,16,208.9,169.4,13.06,10.59,13,50,3.85,0,129.0,8.06,79,829,10.49,6
LeSean,McCoy,BUF,RB,22.8,2015,RB1,22.8,255.41,False,27,12,178.7,162.7,14.89,13.56,203,895,4.41,3,50.0,4.17,32,292,9.13,2
TY,Hilton,IND,WR,24.76,2015,WR1,24.76,51.9,True,26,16,211.4,176.9,13.21,11.06,0,0,,0,134.0,8.38,69,1124,16.29,5
Alshon,Jeffery,CHI,WR,29.5,2015,WR1,29.5,146.51,False,25,9,158.7,131.7,17.63,14.63,0,0,,0,94.0,10.44,54,807,14.94,4
Jimmy,Graham,SEA,TE,30.85,2015,TE1,30.85,,False,29,11,120.5,96.5,10.95,8.77,0,0,,0,74.0,6.73,48,605,12.6,2
Justin,Forsett,BAL,RB,31.56,2015,RB1,31.56,178.93,False,30,10,122.4,106.9,12.24,10.69,151,641,4.25,2,41.0,4.1,31,153,4.94,0
Mike,Evans,TAM,WR,31.95,2015,WR1,31.95,82.23,True,22,15,210.6,173.6,14.04,11.57,0,0,,0,148.0,9.87,74,1206,16.3,3
Lamar,Miller,MIA,RB,32.82,2015,RB1,32.82,174.8,False,24,16,231.9,208.4,14.49,13.02,194,872,4.49,8,57.0,3.56,47,397,8.45,2
Brandin,Cooks,NOR,WR,33.28,2015,WR1,33.28,125.8,False,22,16,253.6,211.6,15.85,13.22,8,18,2.25,0,129.0,8.06,84,1138,13.55,9
DeAndre,Hopkins,HOU,WR,35.4,2015,WR1,35.4,170.88,False,23,16,331.1,275.6,20.69,17.23,0,0,,0,192.0,12.0,111,1521,13.7,11
Mark,Ingram,NOR,RB,35.65,2015,RB1,35.65,76.52,True,26,12,203.4,178.4,16.95,14.87,166,769,4.63,6,60.0,5.0,50,405,8.1,0
Melvin,Gordon,SDG,RB,36.72,2015,RB1,36.72,140.25,False,22,14,108.3,91.8,7.74,6.56,184,641,3.48,0,37.0,2.64,33,192,5.82,0
Emmanuel,Sanders,DEN,WR,37.27,2015,WR2,13.46,37.27,False,28,15,224.4,186.4,14.96,12.43,3,29,9.67,0,136.0,9.07,76,1135,14.93,6
Frank,Gore,IND,RB,38.89,2015,RB1,38.89,194.0,False,32,16,193.4,176.4,12.09,11.02,260,967,3.72,6,58.0,3.62,34,267,7.85,1
Jordan,Matthews,PHI,WR,40.36,2015,WR1,40.36,76.35,True,23,16,230.7,188.2,14.42,11.76,0,0,,0,126.0,7.88,85,997,11.73,8
Carlos,Hyde,SFO,RB,43.27,2015,RB1,43.27,146.66,False,25,7,81.3,75.8,11.61,10.83,115,470,4.09,3,15.0,2.14,11,53,4.82,0
Alfred,Morris,WAS,RB,43.28,2015,RB1,43.28,156.72,False,27,16,96.6,91.6,6.04,5.72,202,751,3.72,1,13.0,0.81,10,55,5.5,0
Latavius,Murray,OAK,RB,44.47,2015,RB1,44.47,176.4,False,25,16,204.8,184.3,12.8,11.52,266,1066,4.01,6,53.0,3.31,41,232,5.66,0
Amari,Cooper,OAK,WR,45.54,2015,WR1,45.54,154.88,False,21,16,212.7,176.7,13.29,11.04,3,-3,-1.0,0,130.0,8.12,72,1070,14.86,6
Todd,Gurley,STL,RB,48.41,2015,RB1,48.41,107.57,True,21,13,208.4,197.9,16.03,15.22,229,1106,4.83,10,26.0,2.0,21,188,8.95,0
Golden,Tate,DET,WR,50.9,2015,WR2,17.45,50.9,False,27,16,209.4,164.4,13.09,10.28,6,41,6.83,0,128.0,8.0,90,813,9.03,6
Keenan,Allen,SDG,WR,50.91,2015,WR1,50.91,153.39,False,23,8,161.5,128.0,20.19,16.0,0,0,,0,89.0,11.12,67,725,10.82,4
Andre,Johnson,IND,WR,51.9,2015,WR2,24.76,51.9,True,34,16,115.3,94.8,7.21,5.92,0,0,,0,77.0,4.81,41,503,12.27,4
Julian,Edelman,NWE,WR,54.37,2015,WR1,54.37,128.27,False,29,9,172.5,142.0,19.17,15.78,3,23,7.67,0,88.0,9.78,61,692,11.34,7
Greg,Olsen,CAR,TE,55.26,2015,TE1,55.26,,False,30,16,227.4,188.9,14.21,11.81,0,0,,0,124.0,7.75,77,1104,14.34,7
Ameer,Abdullah,DET,RB,56.13,2015,RB1,56.13,90.28,True,22,16,117.0,104.5,7.31,6.53,143,597,4.17,2,38.0,2.38,25,183,7.32,1
Sammy,Watkins,BUF,WR,57.31,2015,WR1,57.31,154.46,False,22,13,218.8,188.8,16.83,14.52,1,1,1.0,0,96.0,7.38,60,1047,17.45,9
Jonathan,Stewart,CAR,RB,59.31,2015,RB1,59.31,184.23,False,28,13,162.8,154.8,12.52,11.91,242,989,4.09,6,21.0,1.62,16,99,6.19,1
Travis,Kelce,KAN,TE,59.7,2015,TE1,59.7,,False,26,16,189.5,153.5,11.84,9.59,0,0,,0,103.0,6.44,72,875,12.15,5
Jeremy,Maclin,KAN,WR,60.32,2015,WR1,60.32,247.38,False,27,15,243.2,199.7,16.21,13.31,3,14,4.67,0,124.0,8.27,87,1088,12.51,8
Brandon,Marshall,NYJ,WR,60.65,2015,WR1,60.65,112.65,False,31,16,339.2,284.7,21.2,17.79,0,0,,0,173.0,10.81,109,1502,13.78,14
Andre,Ellington,ARI,RB,61.76,2015,RB1,61.76,142.99,False,26,10,74.7,67.2,7.47,6.72,45,289,6.42,3,24.0,2.4,15,148,9.87,0
TJ,Yeldon,JAX,RB,63.38,2015,RB1,63.38,161.9,False,22,12,155.9,137.9,12.99,11.49,182,740,4.07,2,46.0,3.83,36,279,7.75,1
DeSean,Jackson,WAS,WR,65.21,2015,WR1,65.21,139.99,False,29,9,104.8,89.8,11.64,9.98,0,0,,0,49.0,5.44,30,528,17.6,4
Doug,Martin,TAM,RB,65.77,2015,RB1,65.77,158.11,False,26,16,232.3,215.8,14.52,13.49,288,1402,4.87,6,44.0,2.75,33,271,8.21,1
Jarvis,Landry,MIA,WR,65.82,2015,WR1,65.82,123.74,False,23,16,275.4,220.4,17.21,13.78,18,113,6.28,1,166.0,10.38,110,1157,10.52,4
Davante,Adams,GNB,WR,66.63,2015,WR2,21.72,66.63,False,23,13,106.3,81.3,8.18,6.25,0,0,,0,94.0,7.23,50,483,9.66,1
Martavis,Bryant,PIT,WR,67.79,2015,WR2,6.75,67.79,False,24,11,170.2,145.2,15.47,13.2,5,37,7.4,1,92.0,8.36,50,765,15.3,6
Arian,Foster,HOU,RB,69.74,2015,RB1,69.74,101.97,True,29,4,77.0,66.0,19.25,16.5,63,163,2.59,1,28.0,7.0,22,227,10.32,2
LeGarrette,Blount,NWE,RB,73.99,2015,RB1,73.99,200.06,False,29,12,122.6,119.6,10.22,9.97,165,703,4.26,6,7.0,0.58,6,43,7.17,1
Nelson,Agholor,PHI,WR,76.35,2015,WR2,40.36,76.35,True,22,13,55.3,43.8,4.25,3.37,0,0,,0,44.0,3.38,23,283,12.3,1
Chris,Ivory,NYJ,RB,76.4,2015,RB1,76.4,227.75,False,27,15,202.7,187.7,13.51,12.51,247,1070,4.33,7,37.0,2.47,30,217,7.23,1
CJ,Spiller,NOR,RB,76.52,2015,RB2,35.65,76.52,True,28,13,81.1,64.1,6.24,4.93,36,112,3.11,0,44.0,3.38,34,239,7.03,2
Martellus,Bennett,CHI,TE,78.72,2015,TE1,78.72,,False,28,11,114.9,88.4,10.45,8.04,0,0,,0,80.0,7.27,53,439,8.28,3
Allen,Robinson,JAX,WR,80.3,2015,WR1,80.3,163.03,False,22,16,304.0,264.0,19.0,16.5,0,0,,0,151.0,9.44,80,1400,17.5,14
Giovani,Bernard,CIN,RB,81.06,2015,RB2,20.46,81.06,False,24,16,181.2,156.7,11.32,9.79,154,730,4.74,2,66.0,4.12,49,472,9.63,0
Vincent,Jackson,TAM,WR,82.23,2015,WR2,31.95,82.23,True,32,10,107.3,90.8,10.73,9.08,0,0,,0,62.0,6.2,33,543,16.45,3
Mike,Wallace,MIN,WR,85.29,2015,WR1,85.29,95.01,True,29,16,98.9,79.4,6.18,4.96,1,6,6.0,0,72.0,4.5,39,473,12.13,2
Larry,Fitzgerald,ARI,WR,86.49,2015,WR1,86.49,103.28,True,32,16,280.5,226.0,17.53,14.12,0,0,,0,145.0,9.06,109,1215,11.15,9
Julius,Thomas,JAX,TE,86.86,2015,TE1,86.86,,False,27,12,121.5,98.5,10.12,8.21,0,0,,0,80.0,6.67,46,455,9.89,5
Jason,Witten,DAL,TE,87.56,2015,TE1,87.56,,False,33,16,164.3,125.8,10.27,7.86,0,0,,0,104.0,6.5,77,713,9.26,3
Joique,Bell,DET,RB,90.28,2015,RB2,56.13,90.28,True,29,13,105.7,94.7,8.13,7.28,90,311,3.46,4,27.0,2.08,22,286,13.0,0
Rashad,Jennings,NYG,RB,90.98,2015,RB1,90.98,113.86,False,30,16,164.9,150.4,10.31,9.4,195,863,4.43,3,40.0,2.5,29,296,10.21,1
Tevin,Coleman,ATL,RB,92.46,2015,RB1,92.46,104.3,True,22,12,42.6,41.6,3.55,3.47,87,392,4.51,1,11.0,0.92,2,14,7.0,0
Charles,Johnson,MIN,WR,95.01,2015,WR2,85.29,95.01,True,26,11,21.7,17.2,1.97,1.56,0,0,,0,13.0,1.18,9,127,14.11,0
Isaiah,Crowell,CLE,RB,95.13,2015,RB1,95.13,120.64,False,22,16,137.8,128.3,8.61,8.02,185,706,3.82,4,22.0,1.38,19,182,9.58,1
Roddy,White,ATL,WR,98.92,2015,WR2,14.01,98.92,False,34,16,99.6,78.1,6.22,4.88,0,0,,0,70.0,4.38,43,506,11.77,1
Jordan,Cameron,MIA,TE,99.12,2015,TE1,99.12,,False,27,16,91.6,74.1,5.72,4.63,0,0,,0,70.0,4.38,35,386,11.03,3
Alfred,Blue,HOU,RB,101.97,2015,RB2,69.74,101.97,True,24,16,111.7,104.2,6.98,6.51,183,698,3.81,2,16.0,1.0,15,109,7.27,1
Steve,Smith,BAL,WR,103.24,2015,WR1,103.24,135.71,False,36,7,131.0,108.0,18.71,15.43,0,0,,0,73.0,10.43,46,670,14.57,3
John,Brown,ARI,WR,103.28,2015,WR2,86.49,103.28,True,25,15,207.5,175.0,13.83,11.67,3,22,7.33,0,101.0,6.73,65,1003,15.43,7
Torrey,Smith,SFO,WR,104.08,2015,WR1,104.08,123.48,False,26,16,125.3,108.8,7.83,6.8,0,0,,0,62.0,3.88,33,663,20.09,4
Devonta,Freeman,ATL,RB,104.3,2015,RB2,92.46,104.3,True,23,15,316.4,279.9,21.09,18.66,265,1056,3.98,11,97.0,6.47,73,578,7.92,3
Michael,Floyd,ARI,WR,106.86,2015,WR3,86.49,103.28,True,26,15,172.9,146.9,11.53,9.79,0,0,,0,89.0,5.93,52,849,16.33,6
Tre,Mason,STL,RB,107.57,2015,RB2,48.41,107.57,True,22,13,51.5,42.5,3.96,3.27,75,207,2.76,1,25.0,1.92,18,88,4.89,0
Zach,Ertz,PHI,TE,107.95,2015,TE1,107.95,348.78,False,25,15,170.3,132.8,11.35,8.85,0,0,,0,112.0,7.47,75,853,11.37,2
Darren,McFadden,DAL,RB,108.6,2015,RB1,108.6,224.94,False,28,16,195.7,175.7,12.23,10.98,239,1089,4.56,3,53.0,3.31,40,328,8.2,0
Ryan,Mathews,PHI,RB,109.68,2015,RB2,17.51,109.68,False,28,13,124.5,114.5,9.58,8.81,106,539,5.08,6,28.0,2.15,20,146,7.3,1
Eric,Decker,NYJ,WR,112.65,2015,WR2,60.65,112.65,False,28,15,252.7,212.7,16.85,14.18,0,0,,0,132.0,8.8,80,1027,12.84,12
Shane,Vereen,NYG,RB,113.86,2015,RB2,90.98,113.86,False,26,16,158.5,129.0,9.91,8.06,61,260,4.26,0,81.0,5.06,59,495,8.39,4
Tyler,Eifert,CIN,TE,114.05,2015,TE1,114.05,,False,25,13,191.5,165.5,14.73,12.73,0,0,,0,74.0,5.69,52,615,11.83,13
Bishop,Sankey,TEN,RB,115.47,2015,RB1,115.47,133.65,False,23,13,57.2,50.2,4.4,3.86,47,193,4.11,1,22.0,1.69,14,139,9.93,1
Delanie,Walker,TEN,TE,115.89,2015,TE1,115.89,,False,31,15,244.4,197.4,16.29,13.16,1,36,36.0,0,133.0,8.87,94,1088,11.57,6
Devin,Funchess,CAR,WR,118.09,2015,WR1,118.09,,False,21,16,106.3,90.8,6.64,5.68,0,0,,0,63.0,3.94,31,473,15.26,5
Dwayne,Allen,IND,TE,120.14,2015,TE1,120.14,154.66,False,25,13,33.0,25.0,2.54,1.92,1,1,1.0,0,29.0,2.23,16,109,6.81,1
Duke,Johnson,CLE,RB,120.64,2015,RB2,95.13,120.64,False,22,16,164.3,133.8,10.27,8.36,104,379,3.64,0,74.0,4.62,61,534,8.75,2
Antonio,Gates,SDG,TE,121.01,2015,TE1,121.01,176.62,False,35,11,149.0,121.0,13.55,11.0,0,0,,0,85.0,7.73,56,630,11.25,5
Owen,Daniels,DEN,TE,122.74,2015,TE1,122.74,143.63,False,33,16,115.7,92.7,7.23,5.79,0,0,,0,77.0,4.81,46,517,11.24,3
Anquan,Boldin,SFO,WR,123.48,2015,WR2,104.08,123.48,False,35,14,169.9,135.4,12.14,9.67,0,0,,0,111.0,7.93,69,789,11.43,4
DeVante,Parker,MIA,WR,123.74,2015,WR2,65.82,123.74,False,22,14,93.4,80.4,6.67,5.74,0,0,,0,50.0,3.57,26,494,19.0,3
Charcandrick,West,KAN,RB,125.15,2015,RB2,8.63,125.15,False,24,15,132.8,122.8,8.85,8.19,160,634,3.96,4,34.0,2.27,20,214,10.7,1
Marques,Colston,NOR,WR,125.8,2015,WR2,33.28,125.8,False,32,13,121.0,98.5,9.31,7.58,0,0,,0,67.0,5.15,45,520,11.56,4
Brandon,LaFell,NWE,WR,128.27,2015,WR2,54.37,128.27,False,29,11,89.4,70.9,8.13,6.45,2,9,4.5,0,74.0,6.73,37,515,13.92,0
Terrance,Williams,DAL,WR,131.11,2015,WR2,12.74,131.11,False,26,16,154.0,128.0,9.62,8.0,0,0,,0,93.0,5.81,52,840,16.15,3
Kendall,Wright,TEN,WR,131.65,2015,WR1,131.65,144.79,False,26,10,96.5,78.5,9.65,7.85,5,17,3.4,0,60.0,6.0,36,408,11.33,3
Gary,Barnidge,CLE,TE,132.54,2015,TE1,132.54,,False,30,16,237.3,197.8,14.83,12.36,0,0,,0,125.0,7.81,79,1043,13.2,9
David,Cobb,TEN,RB,133.65,2015,RB2,115.47,133.65,False,22,7,21.4,20.9,3.06,2.99,52,146,2.81,1,2.0,0.29,1,-2,-2.0,0
Darren,Sproles,PHI,RB,134.32,2015,RB3,17.51,109.68,False,32,16,161.5,134.0,10.09,8.38,83,317,3.82,3,83.0,5.19,55,388,7.05,1
Markus,Wheaton,PIT,WR,136.33,2015,WR3,6.75,67.79,False,24,16,150.9,128.9,9.43,8.06,0,0,,0,79.0,4.94,44,749,17.02,5
Josh,Hill,NOR,TE,138.51,2015,TE1,138.51,172.62,False,25,16,40.0,32.0,2.5,2.0,0,0,,0,30.0,1.88,16,120,7.5,2
Kyle,Rudolph,MIN,TE,139.2,2015,TE1,139.2,,False,26,16,128.5,104.0,8.03,6.5,0,0,,0,73.0,4.56,49,495,10.1,5
Pierre,Garcon,WAS,WR,139.99,2015,WR2,65.21,139.99,False,29,16,185.7,149.7,11.61,9.36,0,0,,0,111.0,6.94,72,777,10.79,6
Knile,Davis,KAN,RB,140.49,2015,RB3,8.63,125.15,False,24,14,17.6,16.6,1.26,1.19,28,72,2.57,1,3.0,0.21,2,24,12.0,0
DeAngelo,Williams,PIT,RB,141.09,2015,RB2,5.62,141.09,False,32,16,231.4,211.4,14.46,13.21,200,907,4.54,11,47.0,2.94,40,367,9.18,0
David,Johnson,ARI,RB,142.99,2015,RB2,61.76,142.99,False,24,16,215.8,197.8,13.49,12.36,125,581,4.65,8,57.0,3.56,36,457,12.69,4
Dorial,GreenBeckham,TEN,WR,144.79,2015,WR2,131.65,144.79,False,22,16,112.9,96.9,7.06,6.06,0,0,,0,67.0,4.19,32,549,17.16,4
Tyler,Lockett,SEA,WR,145.04,2015,WR1,145.04,156.62,False,23,16,165.4,139.9,10.34,8.74,5,20,4.0,0,69.0,4.31,51,664,13.02,6
Eddie,Royal,CHI,WR,146.51,2015,WR2,29.5,146.51,False,29,9,66.7,48.2,7.41,5.36,1,-1,-1.0,0,50.0,5.56,37,238,6.43,1
Reggie,Bush,SFO,RB,146.66,2015,RB2,43.27,146.66,False,30,5,8.7,6.7,1.74,1.34,8,28,3.5,0,10.0,2.0,4,19,4.75,0
Brian,Quick,STL,WR,148.43,2015,WR1,148.43,177.53,False,26,13,20.2,15.2,1.55,1.17,0,0,,0,32.0,2.46,10,102,10.2,0
Ronnie,Hillman,DEN,RB,151.04,2015,RB2,17.57,151.04,False,24,16,161.4,149.4,10.09,9.34,207,863,4.17,7,35.0,2.19,24,111,4.63,0
James,Jones,GNB,WR,151.35,2015,WR3,21.72,66.63,False,31,16,191.0,166.0,11.94,10.38,0,0,,0,99.0,6.19,50,890,17.8,8
Jesse,James,PIT,TE,153.25,2015,TE1,153.25,168.74,False,21,8,21.6,17.6,2.7,2.2,0,0,,0,11.0,1.38,8,56,7.0,1
Austin,SeferianJenkins,TAM,TE,153.95,2015,TE1,153.95,,False,23,7,78.8,68.3,11.26,9.76,0,0,,0,39.0,5.57,21,338,16.1,4
Percy,Harvin,BUF,WR,154.46,2015,WR2,57.31,154.46,False,27,5,49.9,40.4,9.98,8.08,5,31,6.2,0,30.0,6.0,19,218,11.47,1
Phillip,Dorsett,IND,WR,154.54,2015,WR3,24.76,51.9,True,22,11,46.2,37.2,4.2,3.38,3,17,5.67,0,39.0,3.55,18,225,12.5,1
Coby,Fleener,IND,TE,154.66,2015,TE2,120.14,154.66,False,27,16,123.1,96.1,7.69,6.01,0,0,,0,84.0,5.25,54,491,9.09,3
Michael,Crabtree,OAK,WR,154.88,2015,WR2,45.54,154.88,False,28,16,231.2,188.7,14.45,11.79,0,0,,0,146.0,9.12,85,922,10.85,9
Andre,Williams,NYG,RB,155.45,2015,RB3,90.98,113.86,False,23,16,35.4,34.9,2.21,2.18,88,257,2.92,1,3.0,0.19,1,7,7.0,0
Doug,Baldwin,SEA,WR,156.62,2015,WR2,145.04,156.62,False,27,16,268.9,229.9,16.81,14.37,0,0,,0,103.0,6.44,78,1069,13.71,14
Matt,Jones,WAS,RB,156.72,2015,RB2,43.28,156.72,False,22,13,114.4,104.9,8.8,8.07,144,490,3.4,3,25.0,1.92,19,304,16.0,1
Chris,Johnson,ARI,RB,157.79,2015,RB3,61.76,142.99,False,30,11,107.2,104.2,9.75,9.47,196,814,4.15,3,13.0,1.18,6,58,9.67,0
Charles,Sims,TAM,RB,158.11,2015,RB2,65.77,158.11,False,25,16,180.0,154.5,11.25,9.66,107,529,4.94,0,70.0,4.38,51,561,11.0,4
Kenny,Stills,MIA,WR,158.48,2015,WR3,65.82,123.74,False,23,16,89.0,75.5,5.56,4.72,0,0,,0,63.0,3.94,27,440,16.3,3
Charles,Clay,BUF,TE,159.58,2015,TE1,159.58,,False,26,13,121.8,96.3,9.37,7.41,0,0,,0,77.0,5.92,51,528,10.35,3
Donte,Moncrief,IND,WR,159.77,2015,WR4,24.76,51.9,True,22,16,173.3,141.3,10.83,8.83,0,0,,0,105.0,6.56,64,733,11.45,6
Eric,Ebron,DET,TE,160.79,2015,TE1,160.79,,False,22,14,130.7,107.2,9.34,7.66,0,0,,0,70.0,5.0,47,537,11.43,5
