FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity,Age,GamesPlayed,PointsPPR,PointsHalfPPR,PPG_PPR,PPG_HalfPPR,RushAtt,RushYds,RushYardsPerAtt,RushTD,Tgts,TgtsPerGame,Receptions,RecYds,YardsPerRec,RecTD
Mike,Gesicki,MIA,TE,163.73,2018,TE1,163.73,,False,23,16,40.2,29.2,2.51,1.82,0,0,,0,32.0,2.0,22,202,9.18,0
DOnta,Foreman,HOU,RB,165.99,2018,RB2,52.91,165.99,False,22,1,10.7,9.7,10.7,9.7,7,-1,-0.14,0,2.0,2.0,2,28,14.0,1
Spencer,Ware,KAN,RB,166.05,2018,RB1,166.05,,False,27,13,79.0,69.0,6.08,5.31,51,246,4.82,2,23.0,1.77,20,224,11.2,0
Dede,Westbrook,JAX,WR,166.08,2018,WR2,122.53,166.08,False,25,16,179.5,146.5,11.22,9.16,9,98,10.89,0,101.0,6.31,66,717,10.86,5
Charles,Clay,BUF,TE,166.28,2018,TE1,166.28,,False,29,13,37.4,26.9,2.88,2.07,0,0,,0,36.0,2.77,21,184,8.76,0
Chris,Godwin,TAM,WR,166.72,2018,WR3,28.87,143.25,False,22,16,185.2,155.7,11.58,9.73,0,0,,0,95.0,5.94,59,842,14.27,7
Austin,Ekeler,LAC,RB,167.4,2018,RB2,12.33,167.4,False,23,14,168.8,149.3,12.06,10.66,106,554,5.23,3,53.0,3.79,39,404,10.36,3
Samaje,Perine,WAS,RB,167.46,2018,RB3,100.19,116.35,False,23,5,6.7,5.2,1.34,1.04,8,32,4.0,0,4.0,0.8,3,5,1.67,0
James,Washington,PIT,WR,167.95,2018,WR3,6.18,43.53,False,22,14,43.7,35.7,3.12,2.55,0,0,,0,38.0,2.71,16,217,13.56,1
Theo,Riddick,DET,RB,168.29,2018,RB2,145.03,168.29,False,27,14,116.5,86.0,8.32,6.14,40,171,4.28,0,74.0,5.29,61,384,6.3,0
Anthony,Miller,CHI,WR,169.53,2018,WR2,57.47,169.53,False,24,15,120.2,103.7,8.01,6.91,6,26,4.33,0,54.0,3.6,33,423,12.82,7
Danny,Amendola,MIA,WR,171.47,2018,WR3,110.55,117.2,False,33,15,127.4,97.9,8.49,6.53,1,-2,-2.0,0,79.0,5.27,59,575,9.75,1
Ben,Watson,NOR,TE,172.68,2018,TE1,172.68,,False,38,16,87.0,69.5,5.44,4.34,0,0,,0,46.0,2.88,35,400,11.43,2
TreQuan,Smith,NOR,WR,172.7,2018,WR3,19.21,134.37,False,22,15,100.7,86.7,6.71,5.78,0,0,,0,44.0,2.93,28,427,15.25,5
Courtland,Sutton,DEN,WR,173.0,2018,WR1,173.0,,False,23,16,136.3,115.3,8.52,7.21,1,-1,-1.0,0,84.0,5.25,42,704,16.76,4
Donte,Moncrief,JAX,WR,174.28,2018,WR3,122.53,166.08,False,25,16,130.8,106.8,8.18,6.68,0,0,,0,89.0,5.56,48,668,13.92,3
Cole,Beasley,DAL,WR,175.13,2018,WR3,41.34,152.9,False,29,16,150.2,117.7,9.39,7.36,0,0,,0,87.0,5.44,65,672,10.34,3
Chris,Ivory,BUF,RB,175.15,2018,RB2,32.09,175.15,False,30,13,78.0,71.5,6.0,5.5,115,385,3.35,1,21.0,1.62,13,205,15.77,0
Nyheim,Hines,IND,RB,176.51,2018,RB3,98.58,158.43,False,22,16,160.9,129.4,10.06,8.09,85,314,3.69,2,81.0,5.06,63,425,6.75,2
Hayden,Hurst,BAL,TE,177.66,2018,TE1,177.66,,False,25,12,35.3,28.8,2.94,2.4,1,0,0.0,0,23.0,1.92,13,163,12.54,1
Jesse,James,PIT,TE,177.77,2018,TE2,154.88,177.77,False,24,16,84.3,69.3,5.27,4.33,0,0,,0,39.0,2.44,30,423,14.1,2
John,Kelly,LAR,RB,178.56,2018,RB3,1.69,130.96,False,22,4,12.1,11.1,3.02,2.78,27,74,2.74,0,3.0,0.75,2,27,13.5,0
Dallas,Goedert,PHI,TE,178.86,2018,TE2,46.12,178.86,False,23,16,90.4,73.9,5.65,4.62,0,0,,0,44.0,2.75,33,334,10.12,4
Ricky,SealsJones,ARI,TE,180.38,2018,TE1,180.38,,False,23,15,74.3,57.3,4.95,3.82,0,0,,0,69.0,4.6,34,343,10.09,1
Cordarrelle,Patterson,NWE,WR,183.57,2018,WR3,56.68,81.59,True,27,15,96.5,86.0,6.43,5.73,42,228,5.43,1,28.0,1.87,21,247,11.76,3
Kalen,Ballage,MIA,RB,189.19,2018,RB2,48.02,189.19,False,23,12,37.7,33.2,3.14,2.77,36,191,5.31,1,11.0,0.92,9,56,6.22,0
Darren,Sproles,PHI,RB,189.5,2018,RB1,189.5,,False,35,6,61.0,53.5,10.17,8.92,29,120,4.14,1,23.0,3.83,15,160,10.67,2
Rod,Smith,DAL,RB,191.28,2018,RB2,4.55,191.28,False,26,16,33.7,29.2,2.11,1.82,44,127,2.89,1,12.0,0.75,9,60,6.67,0
Chase,Edmonds,ARI,RB,193.22,2018,RB2,4.58,193.22,False,22,16,63.1,53.1,3.94,3.32,60,208,3.47,2,23.0,1.44,20,103,5.15,0
Vernon,Davis,WAS,TE,193.48,2018,TE1,193.48,,False,34,14,75.7,63.2,5.41,4.51,0,0,,0,36.0,2.57,25,367,14.68,2
Taywan,Taylor,TEN,WR,194.9,2018,WR2,75.17,194.9,False,23,13,87.6,69.1,6.74,5.32,0,0,,0,56.0,4.31,37,466,12.59,1
Phillip,Dorsett,NWE,WR,197.35,2018,WR4,56.68,81.59,True,25,16,81.9,65.9,5.12,4.12,4,29,7.25,0,42.0,2.62,32,290,9.06,3
Ryan,Grant,IND,WR,198.82,2018,WR2,34.85,198.82,False,28,14,74.4,56.9,5.31,4.06,0,0,,0,52.0,3.71,35,334,9.54,1
Jermaine,Kearse,NYJ,WR,201.02,2018,WR2,104.61,201.02,False,28,14,80.1,61.6,5.72,4.4,0,0,,0,76.0,5.43,37,371,10.03,1
Kenneth,Dixon,BAL,RB,204.47,2018,RB3,145.38,157.28,False,24,6,54.4,51.4,9.07,8.57,60,333,5.55,2,7.0,1.17,6,51,8.5,0
Antonio,Callaway,CLE,WR,205.5,2018,WR2,45.07,205.5,False,21,16,132.3,110.8,8.27,6.92,2,7,3.5,0,79.0,4.94,43,586,13.63,5
Adam,Humphries,TAM,WR,209.61,2018,WR4,28.87,143.25,False,25,16,188.7,150.7,11.79,9.42,2,11,5.5,0,105.0,6.56,76,816,10.74,5
Saquon,Barkley,NYG,RB,1.61,2019,RB1,1.61,,False,22,13,244.1,218.1,18.78,16.78,217,1003,4.62,6,73.0,5.62,52,438,8.42,2
Alvin,Kamara,NOR,RB,2.45,2019,RB1,2.45,95.15,False,24,14,248.5,208.0,17.75,14.86,171,797,4.66,5,97.0,6.93,81,533,6.58,1
Christian,McCaffrey,CAR,RB,3.26,2019,RB1,3.26,179.67,False,23,16,471.2,413.2,29.45,25.82,287,1387,4.83,15,142.0,8.88,116,1005,8.66,4
Ezekiel,Elliott,DAL,RB,6.33,2019,RB1,6.33,117.73,False,24,16,311.7,284.7,19.48,17.79,301,1357,4.51,12,71.0,4.44,54,420,7.78,2
DeAndre,Hopkins,HOU,WR,6.65,2019,WR1,6.65,87.59,False,27,15,268.5,217.5,17.9,14.5,2,18,9.0,0,150.0,10.0,104,1165,11.2,7
James,Conner,PIT,RB,8.77,2019,RB1,8.77,123.63,False,24,10,145.5,128.5,14.55,12.85,116,464,4.0,4,38.0,3.8,34,251,7.38,3
LeVeon,Bell,NYJ,RB,9.89,2019,RB1,9.89,170.29,False,27,15,215.0,182.0,14.33,12.13,245,789,3.22,3,78.0,5.2,66,461,6.98,1
David,Johnson,ARI,RB,10.31,2019,RB1,10.31,88.82,False,28,13,141.5,123.5,10.88,9.5,94,345,3.67,2,47.0,3.62,36,370,10.28,4
Davante,Adams,GNB,WR,10.54,2019,WR1,10.54,115.47,False,27,12,212.7,171.2,17.72,14.27,0,0,,0,127.0,10.58,83,997,12.01,5
Todd,Gurley,LAR,RB,11.84,2019,RB1,11.84,171.05,False,25,15,219.4,203.9,14.63,13.59,223,857,3.84,12,49.0,3.27,31,207,6.68,2
Julio,Jones,ATL,WR,13.15,2019,WR1,13.15,53.88,False,30,15,274.1,224.6,18.27,14.97,2,-3,-1.5,0,157.0,10.47,99,1394,14.08,6
Michael,Thomas,NOR,WR,13.55,2019,WR1,13.55,157.42,False,26,16,374.6,300.1,23.41,18.76,1,-9,-9.0,0,185.0,11.56,149,1725,11.58,9
Tyreek,Hill,KAN,WR,14.0,2019,WR1,14.0,93.05,False,25,12,188.3,159.3,15.69,13.28,8,23,2.88,0,89.0,7.42,58,860,14.83,7
Nick,Chubb,CLE,RB,14.3,2019,RB1,14.3,101.93,False,24,16,255.2,237.2,15.95,14.82,298,1494,5.01,8,49.0,3.06,36,278,7.72,0
Odell,Beckham,CLE,WR,14.73,2019,WR1,14.73,67.42,False,27,16,201.3,164.3,12.58,10.27,3,10,3.33,0,133.0,8.31,74,1035,13.99,4
Dalvin,Cook,MIN,RB,16.4,2019,RB1,16.4,144.73,False,24,14,292.4,265.9,20.89,18.99,250,1135,4.54,13,63.0,4.5,53,519,9.79,0
JuJu,SmithSchuster,PIT,WR,16.95,2019,WR1,16.95,128.24,False,23,12,113.2,92.2,9.43,7.68,0,0,,0,70.0,5.83,42,552,13.14,3
Travis,Kelce,KAN,TE,18.77,2019,TE1,18.77,,False,30,16,254.3,205.8,15.89,12.86,1,4,4.0,1,136.0,8.5,97,1229,12.67,5
Joe,Mixon,CIN,RB,20.16,2019,RB1,20.16,169.06,False,23,16,225.4,207.9,14.09,12.99,278,1137,4.09,5,45.0,2.81,35,287,8.2,3
Damien,Williams,KAN,RB,22.66,2019,RB1,22.66,103.33,False,27,11,141.1,126.1,12.83,11.46,111,498,4.49,5,37.0,3.36,30,213,7.1,2
Leonard,Fournette,JAX,RB,24.34,2019,RB1,24.34,,False,24,15,259.4,221.4,17.29,14.76,265,1152,4.35,3,100.0,6.67,76,522,6.87,0
Adam,Thielen,MIN,WR,28.6,2019,WR1,28.6,32.45,True,29,10,114.4,99.4,11.44,9.94,4,6,1.5,1,48.0,4.8,30,418,13.93,6
Aaron,Jones,GNB,RB,30.91,2019,RB1,30.91,161.17,False,25,16,314.8,290.3,19.68,18.14,236,1084,4.59,16,68.0,4.25,49,474,9.67,3
Stefon,Diggs,MIN,WR,32.45,2019,WR2,28.6,32.45,True,26,15,212.1,180.6,14.14,12.04,5,61,12.2,0,94.0,6.27,63,1130,17.94,6
Zach,Ertz,PHI,TE,32.66,2019,TE1,32.66,162.41,False,29,15,215.6,171.6,14.37,11.44,0,0,,0,135.0,9.0,88,916,10.41,6
Keenan,Allen,LAC,WR,32.89,2019,WR1,32.89,60.11,True,27,16,261.5,209.5,16.34,13.09,3,16,5.33,0,149.0,9.31,104,1199,11.53,6
Amari,Cooper,DAL,WR,33.78,2019,WR1,33.78,130.04,False,25,16,246.5,207.0,15.41,12.94,1,6,6.0,0,119.0,7.44,79,1189,15.05,8
Melvin,Gordon,LAC,RB,36.07,2019,RB1,36.07,77.14,True,26,12,180.8,159.8,15.07,13.32,162,612,3.78,8,55.0,4.58,42,296,7.05,1
Devonta,Freeman,ATL,RB,36.88,2019,RB1,36.88,149.5,False,27,14,197.6,168.1,14.11,12.01,184,656,3.57,2,70.0,5.0,59,410,6.95,4
George,Kittle,SFO,TE,38.23,2019,TE1,38.23,,False,26,14,222.5,180.0,15.89,12.86,5,22,4.4,0,107.0,7.64,85,1053,12.39,5
Brandin,Cooks,LAR,WR,38.31,2019,WR1,38.31,45.86,True,26,14,117.5,96.5,8.39,6.89,6,52,8.67,0,72.0,5.14,42,583,13.88,2
Josh,Jacobs,OAK,RB,38.7,2019,RB1,38.7,191.87,False,21,13,191.6,181.6,14.74,13.97,242,1150,4.75,7,27.0,2.08,20,166,8.3,0
Marlon,Mack,IND,RB,38.96,2019,RB1,38.96,162.27,False,23,14,181.3,174.3,12.95,12.45,247,1091,4.42,8,17.0,1.21,14,82,5.86,0
Sony,Michel,NWE,RB,42.14,2019,RB1,42.14,66.17,True,24,16,152.6,146.6,9.54,9.16,247,912,3.69,7,20.0,1.25,12,94,7.83,0
TY,Hilton,IND,WR,42.99,2019,WR1,42.99,,False,30,10,125.1,102.6,12.51,10.26,0,0,,0,68.0,6.8,45,501,11.13,5
Mark,Ingram,BAL,RB,43.48,2019,RB1,43.48,146.36,False,30,15,242.5,229.5,16.17,15.3,202,1018,5.04,10,29.0,1.93,26,247,9.5,5
Julian,Edelman,NWE,WR,44.49,2019,WR1,44.49,145.27,False,33,16,256.3,206.3,16.02,12.89,8,27,3.38,0,153.0,9.56,100,1117,11.17,6
Tyler,Lockett,SEA,WR,44.89,2019,WR1,44.89,136.3,False,27,16,235.2,194.2,14.7,12.14,4,-5,-1.25,0,110.0,6.88,82,1057,12.89,8
Robert,Woods,LAR,WR,45.86,2019,WR2,38.31,45.86,True,27,15,232.9,187.9,15.53,12.53,17,115,6.76,1,139.0,9.27,90,1134,12.6,2
David,Montgomery,CHI,RB,48.0,2019,RB1,48.0,72.43,True,22,16,170.4,157.9,10.65,9.87,242,889,3.67,6,35.0,2.19,25,185,7.4,1
Phillip,Lindsay,DEN,RB,50.97,2019,RB1,50.97,118.51,False,25,16,197.7,180.2,12.36,11.26,224,1011,4.51,7,48.0,3.0,35,196,5.6,0
Calvin,Ridley,ATL,WR,53.88,2019,WR2,13.15,53.88,False,25,13,197.0,165.5,15.15,12.73,2,34,17.0,0,93.0,7.15,63,866,13.75,7
Kenny,Golladay,DET,WR,55.49,2019,WR1,55.49,97.67,True,26,16,248.0,215.5,15.5,13.47,0,0,,0,116.0,7.25,65,1190,18.31,11
Chris,Godwin,TAM,WR,55.6,2019,WR1,55.6,,False,23,14,276.1,233.1,19.72,16.65,1,8,8.0,0,121.0,8.64,86,1333,15.5,9
Cooper,Kupp,LAR,WR,59.0,2019,WR3,38.31,45.86,True,26,16,270.5,223.5,16.91,13.97,2,4,2.0,0,134.0,8.38,94,1161,12.35,10
Mike,Williams,LAC,WR,60.11,2019,WR2,32.89,60.11,True,25,15,161.3,136.8,10.75,9.12,1,2,2.0,0,90.0,6.0,49,1001,20.43,2
OJ,Howard,TAM,TE,63.19,2019,TE1,63.19,188.34,False,25,14,83.9,66.9,5.99,4.78,0,0,,0,53.0,3.79,34,459,13.5,1
Tyler,Boyd,CIN,WR,63.3,2019,WR1,63.3,74.0,True,25,16,222.9,177.9,13.93,11.12,4,23,5.75,0,148.0,9.25,90,1046,11.62,5
James,White,NWE,RB,66.17,2019,RB2,42.14,66.17,True,27,15,200.2,164.2,13.35,10.95,67,263,3.93,1,95.0,6.33,72,645,8.96,5
Jarvis,Landry,CLE,WR,67.42,2019,WR2,14.73,67.42,False,27,16,237.4,195.9,14.84,12.24,1,10,10.0,0,138.0,8.62,83,1174,14.14,6
Tevin,Coleman,SFO,RB,68.54,2019,RB1,68.54,118.33,False,26,14,135.4,124.9,9.67,8.92,137,544,3.97,6,30.0,2.14,21,180,8.57,1
DJ,Moore,CAR,WR,71.37,2019,WR1,71.37,112.92,False,22,15,230.5,187.0,15.37,12.47,6,40,6.67,0,135.0,9.0,87,1175,13.51,4
Tarik,Cohen,CHI,RB,72.43,2019,RB2,48.0,72.43,True,24,16,163.9,124.4,10.24,7.78,64,213,3.33,0,104.0,6.5,79,456,5.77,3
Hunter,Henry,LAC,TE,74.14,2019,TE1,74.14,,False,25,12,150.2,122.7,12.52,10.22,0,0,,0,76.0,6.33,55,652,11.85,5
Austin,Ekeler,LAC,RB,77.14,2019,RB2,36.07,77.14,True,24,16,309.0,263.0,19.31,16.44,132,557,4.22,3,108.0,6.75,92,993,10.79,8
Allen,Robinson,CHI,WR,77.19,2019,WR1,77.19,147.92,False,26,16,254.9,205.9,15.93,12.87,1,2,2.0,0,154.0,9.62,98,1147,11.7,7
Robby,Anderson,NYJ,WR,78.78,2019,WR1,78.78,151.59,False,26,16,162.3,136.3,10.14,8.52,1,4,4.0,0,96.0,6.0,52,779,14.98,5
Jared,Cook,NOR,TE,78.88,2019,TE1,78.88,,False,32,14,167.5,146.0,11.96,10.43,0,0,,0,65.0,4.64,43,705,16.4,9
Jordan,Howard,PHI,RB,79.12,2019,RB1,79.12,85.75,True,25,10,111.4,106.4,11.14,10.64,119,525,4.41,6,14.0,1.4,10,69,6.9,1
Duke,Johnson,HOU,RB,82.27,2019,RB1,82.27,154.03,False,26,16,154.0,132.0,9.62,8.25,83,410,4.94,2,62.0,3.88,44,410,9.32,3
Corey,Davis,TEN,WR,84.0,2019,WR1,84.0,177.31,False,24,15,115.1,93.6,7.67,6.24,0,0,,0,69.0,4.6,43,601,13.98,2
Miles,Sanders,PHI,RB,85.75,2019,RB2,79.12,85.75,True,22,16,218.7,193.7,13.67,12.11,179,818,4.57,3,63.0,3.94,50,509,10.18,3
Will,Fuller,HOU,WR,87.59,2019,WR2,6.65,87.59,False,25,11,134.0,109.5,12.18,9.95,0,0,,0,71.0,6.45,49,670,13.67,3
Sterling,Shepard,NYG,WR,91.35,2019,WR1,91.35,148.93,False,26,10,141.8,113.3,14.18,11.33,6,72,12.0,0,83.0,8.3,57,576,10.11,3
Sammy,Watkins,KAN,WR,93.05,2019,WR2,14.0,93.05,False,26,14,138.5,112.5,9.89,8.04,2,12,6.0,0,90.0,6.43,52,673,12.94,3
Latavius,Murray,NOR,RB,95.15,2019,RB2,2.45,95.15,False,29,16,157.2,140.2,9.82,8.76,146,637,4.36,5,43.0,2.69,34,235,6.91,1
Vance,McDonald,PIT,TE,96.0,2019,TE1,96.0,,False,29,14,83.5,64.5,5.96,4.61,1,2,2.0,0,55.0,3.93,38,273,7.18,3
Dede,Westbrook,JAX,WR,97.09,2019,WR1,97.09,,False,26,15,156.7,123.7,10.45,8.25,5,27,5.4,0,101.0,6.73,66,660,10.0,3
Marvin,Jones,DET,WR,97.67,2019,WR2,55.49,97.67,True,29,13,193.9,162.9,14.92,12.53,2,0,0.0,0,91.0,7.0,62,779,12.56,9
Larry,Fitzgerald,ARI,WR,99.67,2019,WR1,99.67,110.63,False,36,16,177.4,139.9,11.09,8.74,0,0,,0,109.0,6.81,75,804,10.72,4
David,Njoku,CLE,TE,101.9,2019,TE1,101.9,,False,23,4,15.1,12.6,3.78,3.15,0,0,,0,10.0,2.5,5,41,8.2,1
Kareem,Hunt,CLE,RB,101.93,2019,RB2,14.3,101.93,False,24,8,101.4,82.9,12.68,10.36,43,179,4.16,2,44.0,5.5,37,285,7.7,1
LeSean,McCoy,KAN,RB,103.33,2019,RB2,22.66,103.33,False,31,13,118.6,104.6,9.12,8.05,101,465,4.6,4,34.0,2.62,28,181,6.46,1
Courtland,Sutton,DEN,WR,103.97,2019,WR1,103.97,183.66,False,24,16,222.4,186.4,13.9,11.65,3,17,5.67,0,124.0,7.75,72,1112,15.44,6
Dante,Pettis,SFO,WR,105.79,2019,WR2,98.21,105.79,True,24,11,34.5,29.0,3.14,2.64,0,0,,0,24.0,2.18,11,109,9.91,2
Christian,Kirk,ARI,WR,110.63,2019,WR2,99.67,110.63,False,23,13,168.2,134.2,12.94,10.32,10,93,9.3,0,108.0,8.31,68,709,10.43,3
Curtis,Samuel,CAR,WR,112.92,2019,WR2,71.37,112.92,False,23,16,171.7,144.7,10.73,9.04,19,130,6.84,1,105.0,6.56,54,627,11.61,6
Peyton,Barber,TAM,RB,113.25,2019,RB1,113.25,138.57,False,25,16,116.5,108.5,7.28,6.78,154,470,3.05,6,24.0,1.5,16,115,7.19,1
Adrian,Peterson,WAS,RB,113.48,2019,RB1,113.48,161.04,False,34,15,147.0,138.5,9.8,9.23,211,898,4.26,5,23.0,1.53,17,142,8.35,0
Austin,Hooper,ATL,TE,114.57,2019,TE1,114.57,,False,25,13,191.7,154.2,14.75,11.86,0,0,,0,97.0,7.46,75,787,10.49,6
Geronimo,Allison,GNB,WR,115.47,2019,WR2,10.54,115.47,False,25,16,75.4,58.4,4.71,3.65,1,7,7.0,0,55.0,3.44,34,287,8.44,2
Tony,Pollard,DAL,RB,117.73,2019,RB2,6.33,117.73,False,22,15,89.2,81.7,5.95,5.45,86,455,5.29,2,20.0,1.33,15,107,7.13,1
Greg,Olsen,CAR,TE,117.99,2019,TE1,117.99,,False,34,14,123.7,97.7,8.84,6.98,0,0,,0,82.0,5.86,52,597,11.48,2
Matt,Breida,SFO,RB,118.33,2019,RB2,68.54,118.33,False,24,13,103.3,93.8,7.95,7.22,123,623,5.07,1,22.0,1.69,19,120,6.32,1
Kyle,Rudolph,MIN,TE,118.35,2019,TE1,118.35,,False,30,16,113.7,94.2,7.11,5.89,0,0,,0,48.0,3.0,39,367,9.41,6
Royce,Freeman,DEN,RB,118.51,2019,RB2,50.97,118.51,False,23,16,142.2,120.7,8.89,7.54,132,496,3.76,3,50.0,3.12,43,256,5.95,1
Marquez,ValdesScantling,GNB,WR,121.8,2019,WR3,10.54,115.47,False,25,16,84.1,71.1,5.26,4.44,2,9,4.5,0,56.0,3.5,26,452,17.38,2
Darwin,Thompson,KAN,RB,122.02,2019,RB3,22.66,103.33,False,22,12,32.1,27.6,2.68,2.3,37,128,3.46,1,10.0,0.83,9,43,4.78,0
Jaylen,Samuels,PIT,RB,123.63,2019,RB2,8.77,123.63,False,23,14,104.4,81.9,7.46,5.85,66,175,2.65,1,57.0,4.07,47,305,6.49,1
TJ,Hockenson,DET,TE,124.4,2019,TE1,124.4,,False,22,12,80.7,64.7,6.72,5.39,0,0,,0,59.0,4.92,32,367,11.47,2
John,Brown,BUF,WR,124.86,2019,WR1,124.86,174.0,False,29,15,219.8,183.8,14.65,12.25,2,7,3.5,0,115.0,7.67,72,1060,14.72,6
James,Washington,PIT,WR,128.24,2019,WR2,16.95,128.24,False,23,15,133.5,111.5,8.9,7.43,0,0,,0,80.0,5.33,44,735,16.7,3
Devin,Singletary,BUF,RB,128.63,2019,RB1,128.63,183.54,False,22,12,147.9,133.4,12.32,11.12,151,775,5.13,2,41.0,3.42,29,194,6.69,2
Michael,Gallup,DAL,WR,130.04,2019,WR2,33.78,130.04,False,23,14,212.7,179.7,15.19,12.84,0,0,,0,113.0,8.07,66,1107,16.77,6
Jimmy,Graham,GNB,TE,130.7,2019,TE1,130.7,,False,33,16,100.7,81.7,6.29,5.11,0,0,,0,60.0,3.75,38,447,11.76,3
Trey,Burton,CHI,TE,133.47,2019,TE1,133.47,,False,28,8,22.4,15.4,2.8,1.92,0,0,,0,24.0,3.0,14,84,6.0,0
DK,Metcalf,SEA,WR,136.3,2019,WR2,44.89,136.3,False,22,16,187.1,158.1,11.69,9.88,2,11,5.5,0,100.0,6.25,58,900,15.52,7
Ronald,Jones,TAM,RB,138.57,2019,RB2,113.25,138.57,False,22,16,166.3,150.8,10.39,9.43,172,724,4.21,6,40.0,2.5,31,309,9.97,0
Mark,Andrews,BAL,TE,140.68,2019,TE1,140.68,,False,24,15,207.2,175.2,13.81,11.68,0,0,,0,98.0,6.53,64,852,13.31,10
Justin,Jackson,LAC,RB,144.18,2019,RB3,36.07,77.14,True,23,7,31.2,26.7,4.46,3.81,29,200,6.9,0,11.0,1.57,9,22,2.44,0
Dion,Lewis,TEN,RB,144.51,2019,RB2,35.32,144.51,False,29,16,66.3,53.8,4.14,3.36,54,209,3.87,0,32.0,2.0,25,164,6.56,1
Chris,Moore,BAL,WR,144.54,2019,WR1,144.54,157.72,False,26,14,5.1,3.6,0.36,0.26,1,0,0.0,0,5.0,0.36,3,21,7.0,0
Alexander,Mattison,MIN,RB,144.73,2019,RB2,16.4,144.73,False,21,13,68.4,63.4,5.26,4.88,100,462,4.62,1,12.0,0.92,10,82,8.2,0
NKeal,Harry,NWE,WR,145.27,2019,WR2,44.49,145.27,False,22,7,39.4,33.4,5.63,4.77,5,49,9.8,0,24.0,3.43,12,105,8.75,2
Tyrell,Williams,OAK,WR,146.19,2019,WR1,146.19,190.81,False,27,14,143.1,122.1,10.22,8.72,0,0,,0,64.0,4.57,42,651,15.5,6
Justice,Hill,BAL,RB,146.36,2019,RB2,43.48,146.36,False,22,16,49.5,45.5,3.09,2.84,58,225,3.88,2,15.0,0.94,8,70,8.75,0
Anthony,Miller,CHI,WR,147.92,2019,WR2,77.19,147.92,False,25,16,127.5,101.5,7.97,6.34,1,-1,-1.0,0,85.0,5.31,52,656,12.62,2
Golden,Tate,NYG,WR,148.93,2019,WR2,91.35,148.93,False,31,11,152.2,127.7,13.84,11.61,1,16,16.0,0,85.0,7.73,49,676,13.8,6
Ito,Smith,ATL,RB,149.5,2019,RB2,36.88,149.5,False,24,7,36.3,30.8,5.19,4.4,22,106,4.82,1,14.0,2.0,11,87,7.91,0
Jason,Witten,DAL,TE,149.81,2019,TE1,149.81,,False,37,16,139.9,108.4,8.74,6.78,0,0,,0,83.0,5.19,63,529,8.4,4
Jamison,Crowder,NYJ,WR,151.59,2019,WR2,78.78,151.59,False,26,16,197.7,158.7,12.36,9.92,1,4,4.0,0,122.0,7.62,78,833,10.68,6
Carlos,Hyde,HOU,RB,154.03,2019,RB2,82.27,154.03,False,29,16,153.2,148.2,9.57,9.26,245,1070,4.37,6,16.0,1.0,10,42,4.2,0
Darren,Waller,OAK,TE,156.98,2019,TE1,156.98,,False,27,16,221.0,176.0,13.81,11.0,2,5,2.5,0,117.0,7.31,90,1145,12.72,3
Keke,Coutee,HOU,WR,157.46,2019,WR3,6.65,87.59,False,22,9,52.8,41.8,5.87,4.64,2,14,7.0,1,36.0,4.0,22,254,11.55,0
Kenny,Stills,HOU,WR,157.61,2019,WR4,6.65,87.59,False,27,13,120.1,100.1,9.24,7.7,0,0,,0,55.0,4.23,40,561,14.03,4
Marquise,Brown,BAL,WR,157.72,2019,WR2,144.54,157.72,False,22,14,146.4,123.4,10.46,8.81,0,0,,0,71.0,5.07,46,584,12.7,7
Chris,Thompson,WAS,RB,161.04,2019,RB2,113.48,161.04,False,29,11,93.6,72.6,8.51,6.6,37,138,3.73,0,58.0,5.27,42,378,9.0,0
DeVante,Parker,MIA,WR,161.15,2019,WR1,161.15,186.56,False,26,16,246.2,210.2,15.39,13.14,0,0,,0,128.0,8.0,72,1202,16.69,9
Jamaal,Williams,GNB,RB,161.17,2019,RB2,30.91,161.17,False,24,14,146.3,126.8,10.45,9.06,107,460,4.3,1,45.0,3.21,39,253,6.49,5
Jack,Doyle,IND,TE,161.54,2019,TE1,161.54,,False,29,16,111.8,90.3,6.99,5.64,0,0,,0,72.0,4.5,43,448,10.42,4
Mecole,Hardman,KAN,WR,161.69,2019,WR3,14.0,93.05,False,21,16,119.5,106.5,7.47,6.66,4,17,4.25,0,41.0,2.56,26,538,20.69,6
Nyheim,Hines,IND,RB,162.27,2019,RB2,38.96,162.27,False,23,16,117.9,95.9,7.37,5.99,52,199,3.83,2,58.0,3.62,44,320,7.27,0
Dallas,Goedert,PHI,TE,162.41,2019,TE2,32.66,162.41,False,24,15,144.7,115.7,9.65,7.71,0,0,,0,87.0,5.8,58,607,10.47,5
Damien,Harris,NWE,RB,164.22,2019,RB3,42.14,66.17,True,22,2,1.2,1.2,0.6,0.6,4,12,3.0,0,0.0,0.0,0,0,,0
Noah,Fant,DEN,TE,164.3,2019,TE1,164.3,,False,22,16,111.0,91.0,6.94,5.69,3,-12,-4.0,0,66.0,4.12,40,562,14.05,3
Tyler,Eifert,CIN,TE,164.82,2019,TE1,164.82,,False,29,16,106.6,85.1,6.66,5.32,0,0,,0,63.0,3.94,43,436,10.14,3
Deebo,Samuel,SFO,WR,166.52,2019,WR3,98.21,105.79,True,23,15,189.1,160.6,12.61,10.71,14,159,11.36,3,81.0,5.4,57,802,14.07,3
