FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity
Boston,Scott,PHI,RB,172.62,2021,RB2,38.62,172.62,False
Sammy,Watkins,BAL,WR,173.12,2021,WR3,119.29,167.05,False
Bryan,Edwards,LVR,WR,173.23,2021,WR1,173.23,186.51,False
Carlos,Hyde,JAX,RB,173.63,2021,RB3,38.84,94.01,True
Kenneth,Gainwell,PHI,RB,174.58,2021,RB3,38.62,172.62,False
Tarik,Cohen,CHI,RB,175.18,2021,RB2,35.63,175.18,False
Dawson,Knox,BUF,TE,176.0,2021,TE1,176.0,,False
Darrynton,Evans,TEN,RB,177.98,2021,RB2,3.36,177.98,False
OJ,Howard,TAM,TE,178.01,2021,TE2,112.92,178.01,False
AmonRa,St Brown,DET,WR,178.46,2021,WR1,178.46,,False
Parris,Campbell,IND,WR,178.93,2021,WR3,120.57,148.77,False
Jerick,McKinnon,KAN,RB,180.38,2021,RB3,26.13,166.91,False
Jack,Doyle,IND,TE,181.02,2021,TE1,181.02,,False
Wayne,Gallman,MIN,RB,181.11,2021,RB3,3.06,142.96,False
Damien,Williams,CHI,RB,181.15,2021,RB3,35.63,175.18,False
Salvon,Ahmed,MIA,RB,183.24,2021,RB4,48.32,134.69,False
Ty,Johnson,NYJ,RB,185.18,2021,RB3,109.36,144.97,False
Hunter,Renfrow,LVR,WR,186.51,2021,WR2,173.23,186.51,False
Darius,Slayton,NYG,WR,187.12,2021,WR3,85.2,132.73,False
Samaje,Perine,CIN,RB,190.71,2021,RB2,23.12,190.71,False
Benny,Snell,PIT,RB,194.07,2021,RB2,17.87,194.07,False
