FirstName,LastName,Team,Position,ADP,Year,TeamPosRank,PosRank1_ADP,PosRank2_ADP,PosAmbiguity
DeSean,Jackson,TAM,WR,92.13,2017,WR2,10.66,92.13,False
Danny,Woodhead,BAL,RB,94.58,2017,RB1,94.58,103.21,True
Zach,Ertz,PHI,TE,94.68,2017,TE1,94.68,,False
Randall,Cobb,GNB,WR,97.23,2017,WR3,14.07,45.18,False
Terrance,West,BAL,RB,103.21,2017,RB2,94.58,103.21,True
Donte,Moncrief,IND,WR,105.93,2017,WR2,29.21,105.93,True
Chris,Hogan,NWE,WR,109.16,2017,WR2,25.61,109.16,False
Eric,Decker,TEN,WR,110.3,2017,WR1,110.3,116.97,False
Jeremy,Maclin,BAL,WR,113.78,2017,WR1,113.78,138.52,False
Thomas,Rawls,SEA,RB,115.03,2017,RB2,88.01,115.03,False
Tyrell,Williams,LAC,WR,116.12,2017,WR2,45.36,116.12,False
Corey,Davis,TEN,WR,116.97,2017,WR2,110.3,116.97,False
Jonathan,Stewart,CAR,RB,118.81,2017,RB2,29.3,118.81,False
Theo,Riddick,DET,RB,122.44,2017,RB2,63.01,122.44,False
Corey,Coleman,CLE,WR,124.58,2017,WR1,124.58,,False
Eric,Ebron,DET,TE,126.07,2017,TE1,126.07,,False
Marvin,Jones,DET,WR,126.65,2017,WR2,61.57,126.65,False
Samaje,Perine,WAS,RB,127.23,2017,RB1,127.23,,False
Rishard,Matthews,TEN,WR,127.26,2017,WR3,110.3,116.97,False
Duke,Johnson,CLE,RB,127.45,2017,RB2,38.09,127.45,False
Jason,Witten,DAL,TE,127.7,2017,TE1,127.7,,False
Adam,Thielen,MIN,WR,128.11,2017,WR2,74.52,128.11,False
Jack,Doyle,IND,TE,128.2,2017,TE1,128.2,,False
John,Brown,ARI,WR,130.29,2017,WR2,67.09,130.29,False
Jamaal,Williams,GNB,RB,135.95,2017,RB1,135.95,,False
James,White,NWE,RB,136.88,2017,RB2,74.99,136.88,False
Jacquizz,Rodgers,TAM,RB,137.06,2017,RB2,71.13,137.06,False
Mike,Wallace,BAL,WR,138.52,2017,WR2,113.78,138.52,False
Austin,Hooper,ATL,TE,139.41,2017,TE1,139.41,,False
Kenny,Britt,NWE,WR,140.3,2017,WR3,25.61,109.16,False
Latavius,Murray,MIN,RB,140.9,2017,RB1,140.9,,False
Jamaal,Charles,DEN,RB,141.61,2017,RB2,55.82,141.61,False
Ted,Ginn Jr,NOR,WR,143.86,2017,WR3,20.14,89.19,False
Sterling,Shepard,NYG,WR,144.62,2017,WR1,144.62,,False
Zay,Jones,BUF,WR,146.76,2017,WR2,55.13,146.76,False
Cameron,Brate,TAM,TE,147.49,2017,TE1,147.49,,False
Evan,Engram,NYG,TE,147.71,2017,TE1,147.71,,False
Rex,Burkhead,NWE,RB,149.02,2017,RB3,74.99,136.88,False
Alvin,Kamara,NOR,RB,149.41,2017,RB2,57.89,149.41,False
Mohamed,Sanu,ATL,WR,152.52,2017,WR2,6.31,152.52,False
Marlon,Mack,IND,RB,154.85,2017,RB2,91.81,154.85,False
Cole,Beasley,DAL,WR,154.99,2017,WR2,22.11,154.99,False
Cooper,Kupp,LAR,WR,155.26,2017,WR2,67.94,155.26,False
Danny,Amendola,NWE,WR,156.09,2017,WR4,25.61,109.16,False
Taylor,Gabriel,ATL,WR,156.63,2017,WR3,6.31,152.52,False
Antonio,Gates,LAC,TE,158.48,2017,TE1,158.48,,False
Kenny,Golladay,DET,WR,158.8,2017,WR3,61.57,126.65,False
Giovani,Bernard,CIN,RB,159.19,2017,RB2,45.05,159.19,False
Robby,Anderson,NYJ,WR,159.68,2017,WR1,159.68,,False
Josh,Doctson,WAS,WR,159.97,2017,WR2,81.17,159.97,False
Tyler,Lockett,SEA,WR,161.1,2017,WR2,30.91,161.1,False
Wendell,Smallwood,PHI,RB,162.19,2017,RB3,16.72,82.31,False
Jared,Cook,OAK,TE,162.33,2017,TE1,162.33,,False
Jonathan,Williams,NOR,RB,165.36,2017,RB3,57.89,149.41,False
Dion,Lewis,NWE,RB,166.4,2017,RB4,74.99,136.88,False
JuJu,SmithSchuster,PIT,WR,167.66,2017,WR3,4.19,63.0,False
Will,Fuller,HOU,WR,168.05,2017,WR2,35.57,168.05,False
DeAndre,Washington,OAK,RB,168.42,2017,RB2,32.07,168.42,False
Mike,Williams,LAC,WR,168.72,2017,WR3,45.36,116.12,False
David,Njoku,CLE,TE,170.08,2017,TE1,170.08,,False
Kenny,Stills,MIA,WR,170.86,2017,WR3,64.83,82.76,True
Charcandrick,West,KAN,RB,173.38,2017,RB2,58.87,173.38,False
Devin,Funchess,CAR,WR,175.63,2017,WR1,175.63,,False
Alfred,Morris,DAL,RB,176.41,2017,RB2,19.0,176.41,False
Torrey,Smith,PHI,WR,176.96,2017,WR2,45.33,176.96,False
Jesse,James,PIT,TE,177.37,2017,TE1,177.37,,False
Marqise,Lee,JAX,WR,177.73,2017,WR1,177.73,189.94,False
Nelson,Agholor,PHI,WR,177.91,2017,WR3,45.33,176.96,False
JJ,Nelson,ARI,WR,178.05,2017,WR3,67.09,130.29,False
Tarik,Cohen,CHI,RB,178.85,2017,RB2,17.93,178.85,False
Charles,Clay,BUF,TE,178.98,2017,TE1,178.98,,False
Dwayne,Allen,NWE,TE,179.16,2017,TE2,20.63,179.16,False
DeAngelo,Henderson,DEN,RB,179.19,2017,RB3,55.82,141.61,False
Devontae,Booker,DEN,RB,182.24,2017,RB4,55.82,141.61,False
Shane,Vereen,NYG,RB,182.62,2017,RB2,91.81,182.62,False
TJ,Yeldon,JAX,RB,188.74,2017,RB2,24.71,188.74,False
Allen,Hurns,JAX,WR,189.94,2017,WR2,177.73,189.94,False
Charles,Sims,TAM,RB,190.88,2017,RB3,71.13,137.06,False
Jalen,Richard,OAK,RB,192.05,2017,RB3,32.07,168.42,False
Paul,Richardson,SEA,WR,192.44,2017,WR3,30.91,161.1,False
Brandon,LaFell,CIN,WR,193.04,2017,WR2,13.59,193.04,False
Breshad,Perriman,BAL,WR,193.74,2017,WR3,113.78,138.52,False
Kendall,Wright,CHI,WR,195.13,2017,WR1,195.13,,False
Terrance,Williams,DAL,WR,195.31,2017,WR3,22.11,154.99,False
Chris,Ivory,JAX,RB,197.0,2017,RB3,24.71,188.74,False
Robert,Woods,LAR,WR,201.15,2017,WR3,67.94,155.26,False
Tavon,Austin,LAR,WR,205.46,2017,WR4,67.94,155.26,False
Travis,Benjamin,LAC,WR,205.8,2017,WR4,45.36,116.12,False
Austin,SeferianJenkins,NYJ,TE,207.27,2017,TE1,207.27,,False
Todd,Gurley,LAR,RB,1.69,2018,RB1,1.69,130.96,False
LeVeon,Bell,PIT,RB,2.93,2018,RB1,2.93,155.35,False
Ezekiel,Elliott,DAL,RB,4.55,2018,RB1,4.55,191.28,False
David,Johnson,ARI,RB,4.58,2018,RB1,4.58,193.22,False
Antonio,Brown,PIT,WR,6.18,2018,WR1,6.18,43.53,False
Alvin,Kamara,NOR,RB,7.74,2018,RB1,7.74,65.37,False
Saquon,Barkley,NYG,RB,8.43,2018,RB1,8.43,,False
Leonard,Fournette,JAX,RB,9.93,2018,RB1,9.93,78.03,False
DeAndre,Hopkins,HOU,WR,11.74,2018,WR1,11.74,,False
Melvin,Gordon,LAC,RB,12.33,2018,RB1,12.33,167.4,False
Odell,Beckham,NYG,WR,13.0,2018,WR1,13.0,123.68,False
Dalvin,Cook,MIN,RB,13.58,2018,RB1,13.58,126.53,False
Julio,Jones,ATL,WR,14.34,2018,WR1,14.34,132.19,False
Christian,McCaffrey,CAR,RB,18.24,2018,RB1,18.24,,False
Michael,Thomas,NOR,WR,19.21,2018,WR1,19.21,134.37,False
Davante,Adams,GNB,WR,19.28,2018,WR1,19.28,113.02,False
Rob,Gronkowski,NWE,TE,21.23,2018,TE1,21.23,,False
Keenan,Allen,LAC,WR,21.73,2018,WR1,21.73,138.01,False
Jordan,Howard,CHI,RB,26.25,2018,RB1,26.25,100.89,True
Joe,Mixon,CIN,RB,26.93,2018,RB1,26.93,132.23,False
Tyreek,Hill,KAN,WR,27.43,2018,WR1,27.43,80.01,True
Mike,Evans,TAM,WR,28.87,2018,WR1,28.87,143.25,False
Travis,Kelce,KAN,TE,29.86,2018,TE1,29.86,,False
LeSean,McCoy,BUF,RB,32.09,2018,RB1,32.09,175.15,False
Stefon,Diggs,MIN,WR,34.72,2018,WR1,34.72,42.68,True
TY,Hilton,IND,WR,34.85,2018,WR1,34.85,198.82,False
Amari,Cooper,DAL,WR,41.34,2018,WR1,41.34,152.9,False
Adam,Thielen,MIN,WR,42.68,2018,WR2,34.72,42.68,True
JuJu,SmithSchuster,PIT,WR,43.53,2018,WR2,6.18,43.53,False
Brandin,Cooks,LAR,WR,44.74,2018,WR1,44.74,94.32,True
Jarvis,Landry,CLE,WR,45.07,2018,WR1,45.07,205.5,False
Larry,Fitzgerald,ARI,WR,46.09,2018,WR1,46.09,,False
Zach,Ertz,PHI,TE,46.12,2018,TE1,46.12,178.86,False
Doug,Baldwin,SEA,WR,47.93,2018,WR1,47.93,144.73,False
Kenyan,Drake,MIA,RB,48.02,2018,RB1,48.02,189.19,False
Derrick,Henry,TEN,RB,48.59,2018,RB1,48.59,84.73,True
Lamar,Miller,HOU,RB,52.91,2018,RB1,52.91,165.99,False
Jimmy,Graham,GNB,TE,54.79,2018,TE1,54.79,,False
Chris,Hogan,NWE,WR,56.68,2018,WR1,56.68,81.59,True
Allen,Robinson,CHI,WR,57.47,2018,WR1,57.47,169.53,False
Royce,Freeman,DEN,RB,57.72,2018,RB1,57.72,130.18,False
Alshon,Jeffery,PHI,WR,61.01,2018,WR1,61.01,71.15,True
Mark,Ingram,NOR,RB,65.37,2018,RB2,7.74,65.37,False
Jamaal,Williams,GNB,RB,65.78,2018,RB1,65.78,,False
Sony,Michel,NWE,RB,69.97,2018,RB1,69.97,75.78,True
Golden,Tate,PHI,WR,71.15,2018,WR2,61.01,71.15,True
Evan,Engram,NYG,TE,71.29,2018,TE1,71.29,,False
Corey,Davis,TEN,WR,75.17,2018,WR1,75.17,194.9,False
Rex,Burkhead,NWE,RB,75.78,2018,RB2,69.97,75.78,True
Carlos,Hyde,JAX,RB,78.03,2018,RB2,9.93,78.03,False
Sammy,Watkins,KAN,WR,80.01,2018,WR2,27.43,80.01,True
Jordy,Nelson,OAK,WR,81.35,2018,WR1,81.35,,False
Julian,Edelman,NWE,WR,81.59,2018,WR2,56.68,81.59,True
Tevin,Coleman,ATL,RB,82.04,2018,RB1,82.04,,False
Marquise,Goodwin,SFO,WR,82.86,2018,WR1,82.86,,False
Kyle,Rudolph,MIN,TE,83.34,2018,TE1,83.34,,False
Michael,Crabtree,BAL,WR,83.96,2018,WR1,83.96,159.51,False
Dion,Lewis,TEN,RB,84.73,2018,RB2,48.59,84.73,True
Rashaad,Penny,SEA,RB,91.84,2018,RB1,91.84,95.6,True
Robert,Woods,LAR,WR,94.32,2018,WR2,44.74,94.32,True
Trey,Burton,CHI,TE,94.91,2018,TE1,94.91,,False
Devin,Funchess,CAR,WR,95.35,2018,WR1,95.35,142.15,False
Chris,Carson,SEA,RB,95.6,2018,RB2,91.84,95.6,True
Marlon,Mack,IND,RB,98.58,2018,RB1,98.58,158.43,False
Adrian,Peterson,WAS,RB,100.19,2018,RB1,100.19,116.35,False
Tarik,Cohen,CHI,RB,100.89,2018,RB2,26.25,100.89,True
Duke,Johnson,CLE,RB,102.63,2018,RB1,102.63,128.46,False
Robby,Anderson,NYJ,WR,104.61,2018,WR1,104.61,201.02,False
Peyton,Barber,TAM,RB,105.72,2018,RB1,105.72,106.44,True
Ronald,Jones,TAM,RB,106.44,2018,RB2,105.72,106.44,True
DeVante,Parker,MIA,WR,110.55,2018,WR1,110.55,117.2,False
Randall,Cobb,GNB,WR,113.02,2018,WR2,19.28,113.02,False
Nelson,Agholor,PHI,WR,115.29,2018,WR3,61.01,71.15,True
Chris,Thompson,WAS,RB,116.35,2018,RB2,100.19,116.35,False
Kenny,Stills,MIA,WR,117.2,2018,WR2,110.55,117.2,False
David,Njoku,CLE,TE,117.67,2018,TE1,117.67,,False
James,White,NWE,RB,118.7,2018,RB3,69.97,75.78,True
Keelan,Cole,JAX,WR,122.53,2018,WR1,122.53,166.08,False
Jamison,Crowder,WAS,WR,122.94,2018,WR1,122.94,136.96,False
Sterling,Shepard,NYG,WR,123.68,2018,WR2,13.0,123.68,False
Latavius,Murray,MIN,RB,126.53,2018,RB2,13.58,126.53,False
Kelvin,Benjamin,KAN,WR,128.41,2018,WR3,27.43,80.01,True
Nick,Chubb,CLE,RB,128.46,2018,RB2,102.63,128.46,False
Devontae,Booker,DEN,RB,130.18,2018,RB2,57.72,130.18,False
CJ,Anderson,LAR,RB,130.96,2018,RB2,1.69,130.96,False
Calvin,Ridley,ATL,WR,132.19,2018,WR2,14.34,132.19,False
Giovani,Bernard,CIN,RB,132.23,2018,RB2,26.93,132.23,False
Ted,Ginn Jr,NOR,WR,134.37,2018,WR2,19.21,134.37,False
Josh,Doctson,WAS,WR,136.96,2018,WR2,122.94,136.96,False
Mike,Williams,LAC,WR,138.01,2018,WR2,21.73,138.01,False
Mohamed,Sanu,ATL,WR,141.24,2018,WR3,14.34,132.19,False
George,Kittle,SFO,TE,141.42,2018,TE1,141.42,,False
DJ,Moore,CAR,WR,142.15,2018,WR2,95.35,142.15,False
DeSean,Jackson,TAM,WR,143.25,2018,WR2,28.87,143.25,False
Tyler,Lockett,SEA,WR,144.73,2018,WR2,47.93,144.73,False
LeGarrette,Blount,DET,RB,145.03,2018,RB1,145.03,168.29,False
Kenny,Golladay,DET,WR,145.27,2018,WR1,145.27,,False
Ty,Montgomery,BAL,RB,145.38,2018,RB1,145.38,157.28,False
Jared,Cook,OAK,TE,146.74,2018,TE1,146.74,,False
Michael,Gallup,DAL,WR,152.9,2018,WR2,41.34,152.9,False
Alfred,Morris,SFO,RB,153.38,2018,RB1,153.38,,False
Vance,McDonald,PIT,TE,154.88,2018,TE1,154.88,177.77,False
James,Conner,PIT,RB,155.35,2018,RB2,2.93,155.35,False
Tyrell,Williams,LAC,WR,155.81,2018,WR3,21.73,138.01,False
John,Ross,CIN,WR,156.87,2018,WR1,156.87,,False
Javorius,Allen,BAL,RB,157.28,2018,RB2,145.38,157.28,False
Eric,Ebron,IND,TE,157.62,2018,TE1,157.62,,False
Jordan,Wilkins,IND,RB,158.43,2018,RB2,98.58,158.43,False
John,Brown,BAL,WR,159.51,2018,WR2,83.96,159.51,False
Doug,Martin,OAK,RB,161.09,2018,RB1,161.09,,False
Austin,Hooper,ATL,TE,162.08,2018,TE1,162.08,,False
Cameron,Brate,TAM,TE,162.58,2018,TE1,162.58,,False
TJ,Yeldon,JAX,RB,162.99,2018,RB3,9.93,78.03,False
Mike,Gesicki,MIA,TE,163.73,2018,TE1,163.73,,False
DOnta,Foreman,HOU,RB,165.99,2018,RB2,52.91,165.99,False
Spencer,Ware,KAN,RB,166.05,2018,RB1,166.05,,False
Dede,Westbrook,JAX,WR,166.08,2018,WR2,122.53,166.08,False
Charles,Clay,BUF,TE,166.28,2018,TE1,166.28,,False
Chris,Godwin,TAM,WR,166.72,2018,WR3,28.87,143.25,False
Austin,Ekeler,LAC,RB,167.4,2018,RB2,12.33,167.4,False
Samaje,Perine,WAS,RB,167.46,2018,RB3,100.19,116.35,False
James,Washington,PIT,WR,167.95,2018,WR3,6.18,43.53,False
Theo,Riddick,DET,RB,168.29,2018,RB2,145.03,168.29,False
Anthony,Miller,CHI,WR,169.53,2018,WR2,57.47,169.53,False
Danny,Amendola,MIA,WR,171.47,2018,WR3,110.55,117.2,False
Ben,Watson,NOR,TE,172.68,2018,TE1,172.68,,False
TreQuan,Smith,NOR,WR,172.7,2018,WR3,19.21,134.37,False
Courtland,Sutton,DEN,WR,173.0,2018,WR1,173.0,,False
Donte,Moncrief,JAX,WR,174.28,2018,WR3,122.53,166.08,False
Cole,Beasley,DAL,WR,175.13,2018,WR3,41.34,152.9,False
Chris,Ivory,BUF,RB,175.15,2018,RB2,32.09,175.15,False
Nyheim,Hines,IND,RB,176.51,2018,RB3,98.58,158.43,False
Hayden,Hurst,BAL,TE,177.66,2018,TE1,177.66,,False
Jesse,James,PIT,TE,177.77,2018,TE2,154.88,177.77,False
John,Kelly,LAR,RB,178.56,2018,RB3,1.69,130.96,False
Dallas,Goedert,PHI,TE,178.86,2018,TE2,46.12,178.86,False
Ricky,SealsJones,ARI,TE,180.38,2018,TE1,180.38,,False
Cordarrelle,Patterson,NWE,WR,183.57,2018,WR3,56.68,81.59,True
Kalen,Ballage,MIA,RB,189.19,2018,RB2,48.02,189.19,False
Darren,Sproles,PHI,RB,189.5,2018,RB1,189.5,,False
Rod,Smith,DAL,RB,191.28,2018,RB2,4.55,191.28,False
Ameer,Abdullah,MIN,RB,192.38,2018,RB3,13.58,126.53,False
Chase,Edmonds,ARI,RB,193.22,2018,RB2,4.58,193.22,False
Vernon,Davis,WAS,TE,193.48,2018,TE1,193.48,,False
Taywan,Taylor,TEN,WR,194.9,2018,WR2,75.17,194.9,False
Mike,Wallace,PHI,WR,196.86,2018,WR4,61.01,71.15,True
Phillip,Dorsett,NWE,WR,197.35,2018,WR4,56.68,81.59,True
Ryan,Grant,IND,WR,198.82,2018,WR2,34.85,198.82,False
Jermaine,Kearse,NYJ,WR,201.02,2018,WR2,104.61,201.02,False
Kenneth,Dixon,BAL,RB,204.47,2018,RB3,145.38,157.28,False
Antonio,Callaway,CLE,WR,205.5,2018,WR2,45.07,205.5,False
Adam,Humphries,TAM,WR,209.61,2018,WR4,28.87,143.25,False
Saquon,Barkley,NYG,RB,1.61,2019,RB1,1.61,,False
Alvin,Kamara,NOR,RB,2.45,2019,RB1,2.45,95.15,False
Christian,McCaffrey,CAR,RB,3.26,2019,RB1,3.26,179.67,False
Ezekiel,Elliott,DAL,RB,6.33,2019,RB1,6.33,117.73,False
DeAndre,Hopkins,HOU,WR,6.65,2019,WR1,6.65,87.59,False
James,Conner,PIT,RB,8.77,2019,RB1,8.77,123.63,False
LeVeon,Bell,NYJ,RB,9.89,2019,RB1,9.89,170.29,False
David,Johnson,ARI,RB,10.31,2019,RB1,10.31,88.82,False
Davante,Adams,GNB,WR,10.54,2019,WR1,10.54,115.47,False
Todd,Gurley,LAR,RB,11.84,2019,RB1,11.84,171.05,False
Julio,Jones,ATL,WR,13.15,2019,WR1,13.15,53.88,False
Michael,Thomas,NOR,WR,13.55,2019,WR1,13.55,157.42,False
Tyreek,Hill,KAN,WR,14.0,2019,WR1,14.0,93.05,False
Nick,Chubb,CLE,RB,14.3,2019,RB1,14.3,101.93,False
Odell,Beckham,CLE,WR,14.73,2019,WR1,14.73,67.42,False
Dalvin,Cook,MIN,RB,16.4,2019,RB1,16.4,144.73,False
JuJu,SmithSchuster,PIT,WR,16.95,2019,WR1,16.95,128.24,False
Travis,Kelce,KAN,TE,18.77,2019,TE1,18.77,,False
Joe,Mixon,CIN,RB,20.16,2019,RB1,20.16,169.06,False
Damien,Williams,KAN,RB,22.66,2019,RB1,22.66,103.33,False
Leonard,Fournette,JAX,RB,24.34,2019,RB1,24.34,,False
Adam,Thielen,MIN,WR,28.6,2019,WR1,28.6,32.45,True
Aaron,Jones,GNB,RB,30.91,2019,RB1,30.91,161.17,False
Stefon,Diggs,MIN,WR,32.45,2019,WR2,28.6,32.45,True
Zach,Ertz,PHI,TE,32.66,2019,TE1,32.66,162.41,False
Keenan,Allen,LAC,WR,32.89,2019,WR1,32.89,60.11,True
Amari,Cooper,DAL,WR,33.78,2019,WR1,33.78,130.04,False
Derrick,Henry,TEN,RB,35.32,2019,RB1,35.32,144.51,False
Melvin,Gordon,LAC,RB,36.07,2019,RB1,36.07,77.14,True
Devonta,Freeman,ATL,RB,36.88,2019,RB1,36.88,149.5,False
George,Kittle,SFO,TE,38.23,2019,TE1,38.23,,False
Brandin,Cooks,LAR,WR,38.31,2019,WR1,38.31,45.86,True
Josh,Jacobs,OAK,RB,38.7,2019,RB1,38.7,191.87,False
Marlon,Mack,IND,RB,38.96,2019,RB1,38.96,162.27,False
Sony,Michel,NWE,RB,42.14,2019,RB1,42.14,66.17,True
TY,Hilton,IND,WR,42.99,2019,WR1,42.99,,False
Mark,Ingram,BAL,RB,43.48,2019,RB1,43.48,146.36,False
Julian,Edelman,NWE,WR,44.49,2019,WR1,44.49,145.27,False
Tyler,Lockett,SEA,WR,44.89,2019,WR1,44.89,136.3,False
Robert,Woods,LAR,WR,45.86,2019,WR2,38.31,45.86,True
David,Montgomery,CHI,RB,48.0,2019,RB1,48.0,72.43,True
Phillip,Lindsay,DEN,RB,50.97,2019,RB1,50.97,118.51,False
Calvin,Ridley,ATL,WR,53.88,2019,WR2,13.15,53.88,False
Kenny,Golladay,DET,WR,55.49,2019,WR1,55.49,97.67,True
Chris,Godwin,TAM,WR,55.6,2019,WR1,55.6,,False
Cooper,Kupp,LAR,WR,59.0,2019,WR3,38.31,45.86,True
Mike,Williams,LAC,WR,60.11,2019,WR2,32.89,60.11,True
OJ,Howard,TAM,TE,63.19,2019,TE1,63.19,188.34,False
Tyler,Boyd,CIN,WR,63.3,2019,WR1,63.3,74.0,True
James,White,NWE,RB,66.17,2019,RB2,42.14,66.17,True
Jarvis,Landry,CLE,WR,67.42,2019,WR2,14.73,67.42,False
Tevin,Coleman,SFO,RB,68.54,2019,RB1,68.54,118.33,False
DJ,Moore,CAR,WR,71.37,2019,WR1,71.37,112.92,False
Tarik,Cohen,CHI,RB,72.43,2019,RB2,48.0,72.43,True
AJ,Green,CIN,WR,74.0,2019,WR2,63.3,74.0,True
Hunter,Henry,LAC,TE,74.14,2019,TE1,74.14,,False
Austin,Ekeler,LAC,RB,77.14,2019,RB2,36.07,77.14,True
Allen,Robinson,CHI,WR,77.19,2019,WR1,77.19,147.92,False
Robby,Anderson,NYJ,WR,78.78,2019,WR1,78.78,151.59,False
Jared,Cook,NOR,TE,78.88,2019,TE1,78.88,,False
Jordan,Howard,PHI,RB,79.12,2019,RB1,79.12,85.75,True
Duke,Johnson,HOU,RB,82.27,2019,RB1,82.27,154.03,False
Corey,Davis,TEN,WR,84.0,2019,WR1,84.0,177.31,False
Miles,Sanders,PHI,RB,85.75,2019,RB2,79.12,85.75,True
Will,Fuller,HOU,WR,87.59,2019,WR2,6.65,87.59,False
Kenyan,Drake,ARI,RB,88.82,2019,RB2,10.31,88.82,False
Sterling,Shepard,NYG,WR,91.35,2019,WR1,91.35,148.93,False
Sammy,Watkins,KAN,WR,93.05,2019,WR2,14.0,93.05,False
Latavius,Murray,NOR,RB,95.15,2019,RB2,2.45,95.15,False
Vance,McDonald,PIT,TE,96.0,2019,TE1,96.0,,False
Dede,Westbrook,JAX,WR,97.09,2019,WR1,97.09,,False
Marvin,Jones,DET,WR,97.67,2019,WR2,55.49,97.67,True
Emmanuel,Sanders,SFO,WR,98.21,2019,WR1,98.21,105.79,True
Larry,Fitzgerald,ARI,WR,99.67,2019,WR1,99.67,110.63,False
David,Njoku,CLE,TE,101.9,2019,TE1,101.9,,False
Kareem,Hunt,CLE,RB,101.93,2019,RB2,14.3,101.93,False
LeSean,McCoy,KAN,RB,103.33,2019,RB2,22.66,103.33,False
Courtland,Sutton,DEN,WR,103.97,2019,WR1,103.97,183.66,False
Dante,Pettis,SFO,WR,105.79,2019,WR2,98.21,105.79,True
Christian,Kirk,ARI,WR,110.63,2019,WR2,99.67,110.63,False
Curtis,Samuel,CAR,WR,112.92,2019,WR2,71.37,112.92,False
Peyton,Barber,TAM,RB,113.25,2019,RB1,113.25,138.57,False
Adrian,Peterson,WAS,RB,113.48,2019,RB1,113.48,161.04,False
Austin,Hooper,ATL,TE,114.57,2019,TE1,114.57,,False
Geronimo,Allison,GNB,WR,115.47,2019,WR2,10.54,115.47,False
Tony,Pollard,DAL,RB,117.73,2019,RB2,6.33,117.73,False
Greg,Olsen,CAR,TE,117.99,2019,TE1,117.99,,False
Matt,Breida,SFO,RB,118.33,2019,RB2,68.54,118.33,False
Kyle,Rudolph,MIN,TE,118.35,2019,TE1,118.35,,False
Royce,Freeman,DEN,RB,118.51,2019,RB2,50.97,118.51,False
Marquez,ValdesScantling,GNB,WR,121.8,2019,WR3,10.54,115.47,False
Darwin,Thompson,KAN,RB,122.02,2019,RB3,22.66,103.33,False
Jaylen,Samuels,PIT,RB,123.63,2019,RB2,8.77,123.63,False
TJ,Hockenson,DET,TE,124.4,2019,TE1,124.4,,False
John,Brown,BUF,WR,124.86,2019,WR1,124.86,174.0,False
James,Washington,PIT,WR,128.24,2019,WR2,16.95,128.24,False
Devin,Singletary,BUF,RB,128.63,2019,RB1,128.63,183.54,False
Michael,Gallup,DAL,WR,130.04,2019,WR2,33.78,130.04,False
Jimmy,Graham,GNB,TE,130.7,2019,TE1,130.7,,False
Trey,Burton,CHI,TE,133.47,2019,TE1,133.47,,False
DK,Metcalf,SEA,WR,136.3,2019,WR2,44.89,136.3,False
Ronald,Jones,TAM,RB,138.57,2019,RB2,113.25,138.57,False
Mark,Andrews,BAL,TE,140.68,2019,TE1,140.68,,False
Justin,Jackson,LAC,RB,144.18,2019,RB3,36.07,77.14,True
Dion,Lewis,TEN,RB,144.51,2019,RB2,35.32,144.51,False
Chris,Moore,BAL,WR,144.54,2019,WR1,144.54,157.72,False
Alexander,Mattison,MIN,RB,144.73,2019,RB2,16.4,144.73,False
NKeal,Harry,NWE,WR,145.27,2019,WR2,44.49,145.27,False
Tyrell,Williams,OAK,WR,146.19,2019,WR1,146.19,190.81,False
Mohamed,Sanu,NWE,WR,146.21,2019,WR3,44.49,145.27,False
Justice,Hill,BAL,RB,146.36,2019,RB2,43.48,146.36,False
Anthony,Miller,CHI,WR,147.92,2019,WR2,77.19,147.92,False
Golden,Tate,NYG,WR,148.93,2019,WR2,91.35,148.93,False
Ito,Smith,ATL,RB,149.5,2019,RB2,36.88,149.5,False
Jason,Witten,DAL,TE,149.81,2019,TE1,149.81,,False
Jamison,Crowder,NYJ,WR,151.59,2019,WR2,78.78,151.59,False
Carlos,Hyde,HOU,RB,154.03,2019,RB2,82.27,154.03,False
Darren,Waller,OAK,TE,156.98,2019,TE1,156.98,,False
Ted,Ginn Jr,NOR,WR,157.42,2019,WR2,13.55,157.42,False
Keke,Coutee,HOU,WR,157.46,2019,WR3,6.65,87.59,False
Kenny,Stills,HOU,WR,157.61,2019,WR4,6.65,87.59,False
Marquise,Brown,BAL,WR,157.72,2019,WR2,144.54,157.72,False
Chris,Thompson,WAS,RB,161.04,2019,RB2,113.48,161.04,False
DeVante,Parker,MIA,WR,161.15,2019,WR1,161.15,186.56,False
Jamaal,Williams,GNB,RB,161.17,2019,RB2,30.91,161.17,False
Jack,Doyle,IND,TE,161.54,2019,TE1,161.54,,False
Mecole,Hardman,KAN,WR,161.69,2019,WR3,14.0,93.05,False
Nyheim,Hines,IND,RB,162.27,2019,RB2,38.96,162.27,False
Dallas,Goedert,PHI,TE,162.41,2019,TE2,32.66,162.41,False
Damien,Harris,NWE,RB,164.22,2019,RB3,42.14,66.17,True
Noah,Fant,DEN,TE,164.3,2019,TE1,164.3,,False
Tyler,Eifert,CIN,TE,164.82,2019,TE1,164.82,,False
Deebo,Samuel,SFO,WR,166.52,2019,WR3,98.21,105.79,True
TreQuan,Smith,NOR,WR,167.56,2019,WR3,13.55,157.42,False
Giovani,Bernard,CIN,RB,169.06,2019,RB2,20.16,169.06,False
Ty,Montgomery,NYJ,RB,170.29,2019,RB2,9.89,170.29,False
Randall,Cobb,DAL,WR,170.78,2019,WR3,33.78,130.04,False
Malcolm,Brown,LAR,RB,171.05,2019,RB2,11.84,171.05,False
Jakobi,Meyers,NWE,WR,172.56,2019,WR4,44.49,145.27,False
