FirstName,LastName,PlayerID,Position,Year,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
Tyler,Eifert,14918,TE,2020,64.9,4.3,15,0.0,0.0,0.0,0.0,36.0,60.0,349.0,60.0,2.0,5.8,9.7
Quintez,Cephus,21729,WR,2020,56.9,4.4,13,0.0,0.0,0.0,0.0,20.0,35.0,349.0,57.1,2.0,10.0,17.4
Larry,Fitzgerald,5571,WR,2020,73.9,5.7,13,0.0,0.0,0.0,0.0,54.0,72.0,409.0,75.0,1.0,5.7,7.6
Jordan,Akins,19903,TE,2020,65.2,5.0,13,1.0,4.0,4.0,0.0,37.0,49.0,403.0,75.5,1.0,8.2,10.9
Richard,Rodgers,16491,TE,2020,58.5,4.2,14,0.0,0.0,0.0,0.0,24.0,31.0,345.0,77.4,2.0,11.1,14.4
Justin,Jackson,20064,RB,2020,55.8,6.2,9,59.0,270.0,4.6,0.0,19.0,24.0,173.0,79.2,0.0,7.2,9.1
Kenny,Golladay,18977,WR,2020,55.8,11.2,5,0.0,0.0,0.0,0.0,20.0,32.0,338.0,62.5,2.0,10.6,16.9
Jakeem,Grant,18103,WR,2020,63.3,4.5,14,3.0,20.0,6.7,0.0,36.0,54.0,373.0,66.7,1.0,6.9,10.4
Anthony,Firkser,19296,TE,2020,64.2,4.0,16,0.0,0.0,0.0,0.0,39.0,53.0,387.0,73.6,1.0,7.3,9.9
Donovan,PeoplesJones,21754,WR,2020,51.4,4.3,12,0.0,0.0,0.0,0.0,14.0,20.0,304.0,70.0,2.0,15.2,21.7
Michael,Thomas,17960,WR,2020,63.9,9.1,7,1.0,1.0,1.0,0.0,40.0,55.0,438.0,72.7,0.0,8.0,11.0
Dawson,Knox,20850,TE,2020,54.8,4.6,12,0.0,0.0,0.0,0.0,24.0,44.0,288.0,54.5,3.0,6.5,12.0
Chris,Herndon,19947,TE,2020,58.2,3.6,16,0.0,0.0,0.0,0.0,31.0,46.0,287.0,67.4,3.0,6.2,9.3
Cordarrelle,Patterson,15150,RB,2020,52.9,3.3,16,64.0,232.0,3.6,1.0,21.0,25.0,132.0,84.0,0.0,5.3,6.3
Marvin,Hall,18717,WR,2020,51.3,4.3,12,1.0,1.0,1.0,0.0,18.0,32.0,302.0,56.2,2.0,9.4,16.8
Zach,Ertz,14856,TE,2020,59.5,5.4,11,0.0,0.0,0.0,0.0,36.0,72.0,335.0,50.0,1.0,4.7,9.3
LaMical,Perine,21797,RB,2020,47.0,4.7,10,64.0,232.0,3.6,2.0,11.0,15.0,63.0,73.3,0.0,4.2,5.7
Richie,James,20077,WR,2020,52.9,5.3,10,0.0,0.0,0.0,0.0,23.0,35.0,394.0,65.7,1.0,11.3,17.1
Collin,Johnson,21730,WR,2020,50.2,3.6,14,0.0,0.0,0.0,0.0,18.0,31.0,272.0,58.1,2.0,8.8,15.1
Jack,Doyle,15602,TE,2020,52.6,3.8,14,0.0,0.0,0.0,0.0,23.0,33.0,251.0,69.7,3.0,7.6,10.9
NKeal,Harry,20792,WR,2020,57.4,4.1,14,2.0,0.0,0.0,0.0,33.0,57.0,309.0,57.9,2.0,5.4,9.4
Jacob,Hollister,19281,TE,2020,53.4,3.3,16,0.0,0.0,0.0,0.0,25.0,40.0,209.0,62.5,3.0,5.2,8.4
Ito,Smith,19924,RB,2020,48.8,3.5,14,63.0,268.0,4.3,1.0,17.0,26.0,75.0,65.4,0.0,2.9,4.4
Cameron,Brate,16593,TE,2020,54.2,3.4,16,0.0,0.0,0.0,0.0,28.0,34.0,282.0,82.4,2.0,8.3,10.1
DeeJay,Dallas,21804,RB,2020,48.4,4.0,12,34.0,108.0,3.2,2.0,17.0,20.0,111.0,85.0,1.0,5.6,6.5
DaeSean,Hamilton,19916,WR,2020,50.8,3.2,16,0.0,0.0,0.0,0.0,23.0,44.0,293.0,52.3,2.0,6.7,12.7
Drew,Sample,20931,TE,2020,58.9,3.7,16,0.0,0.0,0.0,0.0,40.0,53.0,349.0,75.5,1.0,6.6,8.7
AJ,Dillon,21802,RB,2020,39.3,3.6,11,46.0,242.0,5.3,2.0,2.0,2.0,21.0,100.0,0.0,10.5,10.5
Dion,Lewis,12708,RB,2020,47.7,3.0,16,29.0,115.0,4.0,2.0,19.0,30.0,127.0,63.3,1.0,4.2,6.7
Harrison,Bryant,21783,TE,2020,49.8,3.3,15,0.0,0.0,0.0,0.0,24.0,38.0,238.0,63.2,3.0,6.3,9.9
Denzel,Mims,21741,WR,2020,49.2,5.5,9,0.0,0.0,0.0,0.0,23.0,45.0,357.0,51.1,0.0,7.9,15.5
Alfred,Morris,14269,RB,2020,39.2,4.4,9,55.0,238.0,4.3,1.0,3.0,4.0,19.0,75.0,1.0,4.8,6.3
Kyle,Rudolph,13275,TE,2020,51.4,4.3,12,0.0,0.0,0.0,0.0,28.0,37.0,334.0,75.7,1.0,9.0,11.9
Will,Dissly,19950,TE,2020,49.1,3.1,16,0.0,0.0,0.0,0.0,24.0,29.0,251.0,82.8,2.0,8.7,10.5
Darrel,Williams,20500,RB,2020,45.5,3.5,13,39.0,169.0,4.3,1.0,18.0,26.0,116.0,69.2,0.0,4.5,6.4
Julian,Edelman,8355,WR,2020,45.72,7.6,6,2.0,22.0,11.0,0.0,21.0,39.0,315.0,53.8,0.0,8.1,15.0
Adam,Humphries,17290,WR,2020,46.3,6.6,7,0.0,0.0,0.0,0.0,23.0,35.0,228.0,65.7,2.0,6.5,9.9
Cedrick,Wilson,20013,WR,2020,43.12,2.7,16,3.0,-12.0,-4.0,0.0,17.0,28.0,189.0,60.7,2.0,6.8,11.1
Cole,Kmet,21772,TE,2020,48.0,3.0,16,1.0,-3.0,-3.0,0.0,28.0,44.0,243.0,63.6,2.0,5.5,8.7
Donald,Parham,20905,TE,2020,38.9,3.0,13,0.0,0.0,0.0,0.0,10.0,20.0,159.0,50.0,3.0,8.0,15.9
Andy,Isabella,20820,WR,2020,44.3,3.4,13,1.0,-6.0,-6.0,0.0,21.0,35.0,224.0,60.0,2.0,6.4,10.7
Olamide,Zaccheaus,21142,WR,2020,43.4,3.9,11,1.0,0.0,0.0,0.0,20.0,32.0,274.0,62.5,1.0,8.6,13.7
David,Njoku,18876,TE,2020,42.8,3.3,13,0.0,0.0,0.0,0.0,19.0,29.0,213.0,65.5,2.0,7.3,11.2
Matt,Breida,19319,RB,2020,37.5,3.1,12,59.0,254.0,4.3,0.0,9.0,10.0,96.0,90.0,0.0,9.6,10.7
Adam,Shaheen,18931,TE,2020,39.0,2.4,16,0.0,0.0,0.0,0.0,12.0,22.0,150.0,54.5,3.0,6.8,12.5
Durham,Smythe,19943,TE,2020,45.8,3.1,15,0.0,0.0,0.0,0.0,26.0,29.0,208.0,89.7,2.0,7.2,8.0
Jalen,Richard,18690,RB,2020,41.6,3.2,13,22.0,123.0,5.6,1.0,19.0,23.0,138.0,82.6,0.0,6.0,7.3
Jeremy,McNichols,19065,RB,2020,37.9,2.4,16,47.0,204.0,4.3,1.0,12.0,17.0,55.0,70.6,0.0,3.2,4.6
DeSean,Jackson,3943,WR,2020,37.8,7.6,5,1.0,12.0,12.0,0.0,14.0,26.0,236.0,53.8,1.0,9.1,16.9
Josh,Adams,20075,RB,2020,33.6,4.2,8,29.0,157.0,5.4,2.0,6.0,8.0,29.0,75.0,0.0,3.6,4.8
Ross,Dwelley,20361,TE,2020,40.0,2.5,16,0.0,0.0,0.0,0.0,19.0,24.0,245.0,79.2,1.0,10.2,12.9
Steven,Sims,21400,WR,2020,43.8,3.6,12,1.0,18.0,18.0,0.0,27.0,37.0,265.0,73.0,1.0,7.2,9.8
Chad,Beebe,20582,WR,2020,40.1,2.9,14,0.0,0.0,0.0,0.0,20.0,30.0,201.0,66.7,2.0,6.7,10.0
Greg,Olsen,1658,TE,2020,41.9,3.8,11,0.0,0.0,0.0,0.0,24.0,37.0,239.0,64.9,1.0,6.5,10.0
Tyler,Kroft,16846,TE,2020,35.9,3.6,10,0.0,0.0,0.0,0.0,12.0,16.0,119.0,75.0,3.0,7.4,9.9
Jordan,Howard,18067,RB,2020,30.2,4.3,7,35.0,60.0,1.7,4.0,1.0,1.0,-3.0,100.0,0.0,-3.0,-3.0
Chad,Hansen,19021,WR,2020,38.1,7.6,5,0.0,0.0,0.0,0.0,17.0,24.0,236.0,70.8,1.0,9.8,13.9
Devonta,Freeman,16524,RB,2020,32.5,6.5,5,54.0,172.0,3.2,1.0,7.0,10.0,58.0,70.0,0.0,5.8,8.3
Tyler,Johnson,21675,WR,2020,34.9,2.5,14,0.0,0.0,0.0,0.0,12.0,18.0,169.0,66.7,2.0,9.4,14.1
Marcedes,Lewis,3061,TE,2020,33.7,2.2,15,0.0,0.0,0.0,0.0,10.0,17.0,107.0,58.8,3.0,6.3,10.7
Dontrelle,Inman,16728,WR,2020,37.3,3.7,10,0.0,0.0,0.0,0.0,18.0,28.0,163.0,64.3,2.0,5.8,9.1
Pharaoh,Brown,19304,TE,2020,35.3,2.7,13,0.0,0.0,0.0,0.0,14.0,16.0,163.0,87.5,2.0,10.2,11.6
Freddie,Swain,21960,WR,2020,34.4,2.2,16,0.0,0.0,0.0,0.0,13.0,21.0,159.0,61.9,2.0,7.6,12.2
Van,Jefferson,21739,WR,2020,37.4,2.3,16,1.0,-1.0,-1.0,0.0,19.0,31.0,220.0,61.3,1.0,7.1,11.6
Deonte,Harty,21163,WR,2020,37.7,4.2,9,6.0,51.0,8.5,0.0,20.0,25.0,186.0,80.0,1.0,7.4,9.3
Isaiah,Ford,19098,WR,2020,41.6,4.2,10,0.0,0.0,0.0,0.0,28.0,44.0,276.0,63.6,0.0,6.3,9.9
Rodney,Smith,21775,RB,2020,32.0,4.6,7,41.0,156.0,3.8,1.0,9.0,11.0,59.0,81.8,0.0,5.4,6.6
Devin,Duvernay,21721,WR,2020,37.1,2.3,16,4.0,70.0,17.5,0.0,20.0,26.0,201.0,76.9,0.0,7.7,10.0
Mohamed,Sanu,13878,WR,2020,35.5,3.6,10,1.0,3.0,3.0,0.0,17.0,24.0,187.0,70.8,1.0,7.8,11.0
OJ,Howard,18901,TE,2020,32.1,8.0,4,0.0,0.0,0.0,0.0,11.0,19.0,146.0,57.9,2.0,7.7,13.3
Darwin,Thompson,20964,RB,2020,29.7,2.1,14,27.0,97.0,3.6,1.0,7.0,11.0,65.0,63.6,1.0,5.9,9.3
James,OShaughnessy,16933,TE,2020,40.2,2.7,15,0.0,0.0,0.0,0.0,28.0,38.0,262.0,73.7,0.0,6.9,9.4
Foster,Moreau,20884,TE,2020,29.5,1.8,16,0.0,0.0,0.0,0.0,7.0,9.0,140.0,77.8,2.0,15.6,20.0
Lynn,Bowden,21743,WR,2020,39.58,4.0,10,9.0,32.0,3.6,0.0,28.0,37.0,211.0,75.7,0.0,5.7,7.5
Marcus,Johnson,18209,WR,2020,32.5,3.0,11,0.0,0.0,0.0,0.0,14.0,28.0,255.0,50.0,0.0,9.1,18.2
Tyler,Conklin,19988,TE,2020,34.9,2.2,16,0.0,0.0,0.0,0.0,19.0,26.0,194.0,73.1,1.0,7.5,10.2
Bryan,Edwards,21736,WR,2020,30.8,2.6,12,0.0,0.0,0.0,0.0,11.0,15.0,193.0,73.3,1.0,12.9,17.5
Royce,Freeman,19823,RB,2020,31.1,1.9,16,35.0,170.0,4.9,0.0,12.0,13.0,81.0,92.3,0.0,6.2,6.8
Jesse,James,16920,TE,2020,31.9,2.0,16,0.0,0.0,0.0,0.0,14.0,22.0,129.0,63.6,2.0,5.9,9.2
JaMycal,Hasty,21765,RB,2020,27.6,3.4,8,39.0,148.0,3.8,1.0,7.0,8.0,33.0,87.5,0.0,4.1,4.7
Travis,Homer,20810,RB,2020,28.3,3.1,9,25.0,88.0,3.5,0.0,9.0,10.0,90.0,90.0,1.0,9.0,10.0
Nick,Boyle,16931,TE,2020,30.3,3.4,9,0.0,0.0,0.0,0.0,14.0,17.0,113.0,82.4,2.0,6.6,8.1
Adam,Trautman,21786,TE,2020,30.6,2.0,15,0.0,0.0,0.0,0.0,15.0,16.0,171.0,93.8,1.0,10.7,11.4
Chris,Thompson,15102,RB,2020,32.6,4.1,8,7.0,20.0,2.9,0.0,20.0,23.0,146.0,87.0,1.0,6.3,7.3
Zay,Jones,18926,WR,2020,29.56,1.8,16,0.0,0.0,0.0,0.0,14.0,20.0,154.0,70.0,1.0,7.7,11.0
Byron,Pringle,20150,WR,2020,28.5,2.2,13,0.0,0.0,0.0,0.0,13.0,17.0,160.0,76.5,1.0,9.4,12.3
Ameer,Abdullah,16815,RB,2020,26.0,1.6,16,8.0,42.0,5.2,0.0,8.0,9.0,58.0,88.9,2.0,6.4,7.2
Mack,Hollins,19023,WR,2020,29.6,1.8,16,0.0,0.0,0.0,0.0,16.0,25.0,176.0,64.0,1.0,7.0,11.0
Marquez,Callaway,21750,WR,2020,31.8,2.9,11,0.0,0.0,0.0,0.0,21.0,27.0,213.0,77.8,0.0,7.9,10.1
Bisi,Johnson,20836,WR,2020,27.9,3.5,8,0.0,0.0,0.0,0.0,14.0,19.0,189.0,73.7,0.0,9.9,13.5
Ian,Thomas,19910,TE,2020,30.5,1.9,16,0.0,0.0,0.0,0.0,20.0,31.0,145.0,64.5,1.0,4.7,7.2
Kenny,Stills,15196,WR,2020,25.9,2.6,10,0.0,0.0,0.0,0.0,11.0,19.0,144.0,57.9,1.0,7.6,13.1
Antonio,Williams,22205,RB,2020,20.8,20.8,1,12.0,63.0,5.2,2.0,1.0,1.0,20.0,100.0,0.0,20.0,20.0
Jonathan,Taylor,21682,RB,2021,353.1,20.8,17,332.0,1811.0,5.5,18.0,40.0,51.0,360.0,78.4,2.0,7.1,9.0
Cooper,Kupp,18882,WR,2021,367.0,21.6,17,4.0,18.0,4.5,0.0,145.0,191.0,1947.0,75.9,16.0,10.2,13.4
Austin,Ekeler,19562,RB,2021,308.8,19.3,16,206.0,911.0,4.4,12.0,70.0,94.0,647.0,74.5,8.0,6.9,9.2
Deebo,Samuel,20932,WR,2021,300.46,18.8,16,59.0,365.0,6.2,8.0,77.0,121.0,1405.0,63.6,6.0,11.6,18.2
Joe,Mixon,18858,RB,2021,266.9,16.7,16,292.0,1205.0,4.1,13.0,42.0,48.0,314.0,87.5,3.0,6.5,7.5
Najee,Harris,21768,RB,2021,263.7,15.5,17,307.0,1200.0,3.9,7.0,74.0,94.0,467.0,78.7,3.0,5.0,6.3
JaMarr,Chase,22564,WR,2021,264.1,15.5,17,7.0,21.0,3.0,0.0,81.0,128.0,1455.0,63.3,13.0,11.4,18.0
Justin,Jefferson,21685,WR,2021,276.4,16.3,17,6.0,14.0,2.3,0.0,108.0,167.0,1616.0,64.7,10.0,9.7,15.0
Davante,Adams,16470,WR,2021,282.8,17.7,16,0.0,0.0,0.0,0.0,123.0,169.0,1553.0,72.8,11.0,9.2,12.6
James,Conner,18983,RB,2021,239.2,15.9,15,202.0,752.0,3.7,15.0,37.0,39.0,375.0,94.9,3.0,9.6,10.1
Ezekiel,Elliott,17923,RB,2021,228.56,13.4,17,237.0,1002.0,4.2,10.0,47.0,65.0,287.0,72.3,2.0,4.4,6.1
Nick,Chubb,19798,RB,2021,205.3,14.7,14,228.0,1259.0,5.5,8.0,20.0,25.0,174.0,80.0,1.0,7.0,8.7
Mark,Andrews,19803,TE,2021,247.6,14.6,17,1.0,0.0,0.0,0.0,107.0,154.0,1361.0,69.5,9.0,8.8,12.7
Damien,Harris,20790,RB,2021,201.1,13.4,15,202.0,929.0,4.6,15.0,18.0,21.0,132.0,85.7,0.0,6.3,7.3
Mike,Evans,16597,WR,2021,225.5,14.1,16,1.0,10.0,10.0,0.0,74.0,114.0,1035.0,64.9,14.0,9.1,14.0
Alvin,Kamara,18878,RB,2021,211.2,16.2,13,240.0,898.0,3.7,4.0,47.0,67.0,439.0,70.1,5.0,6.6,9.3
Antonio,Gibson,21861,RB,2021,208.1,13.0,16,258.0,1037.0,4.0,7.0,42.0,52.0,294.0,80.8,3.0,5.7,7.0
Leonard,Fournette,18803,RB,2021,221.1,15.8,14,180.0,812.0,4.5,8.0,69.0,84.0,454.0,82.1,2.0,5.4,6.6
Tyreek,Hill,18082,WR,2021,241.0,14.2,17,9.0,96.0,10.7,0.0,111.0,159.0,1239.0,69.8,9.0,7.8,11.2
Cordarrelle,Patterson,15150,RB,2021,208.6,13.0,16,153.0,618.0,4.0,6.0,52.0,69.0,548.0,75.4,5.0,7.9,10.5
Stefon,Diggs,16906,WR,2021,234.0,13.8,17,0.0,0.0,0.0,0.0,103.0,165.0,1225.0,62.4,10.0,7.4,11.9
Aaron,Jones,19045,RB,2021,203.0,13.5,15,171.0,799.0,4.7,4.0,52.0,65.0,391.0,80.0,6.0,6.0,7.5
Derrick,Henry,17959,RB,2021,184.3,23.0,8,219.0,937.0,4.3,10.0,18.0,20.0,154.0,90.0,0.0,7.7,8.6
Dalvin,Cook,18872,RB,2021,189.3,14.6,13,249.0,1159.0,4.7,6.0,34.0,49.0,224.0,69.4,0.0,4.6,6.6
Josh,Jacobs,20824,RB,2021,199.0,13.3,15,217.0,872.0,4.0,9.0,54.0,64.0,348.0,84.4,0.0,5.4,6.4
Travis,Kelce,15048,TE,2021,216.8,13.6,16,2.0,3.0,1.5,1.0,92.0,134.0,1125.0,68.7,9.0,8.4,12.2
Mike,Williams,18914,WR,2021,208.6,13.0,16,0.0,0.0,0.0,0.0,76.0,129.0,1146.0,58.9,9.0,8.9,15.1
DK,Metcalf,20875,WR,2021,206.8,12.2,17,1.0,6.0,6.0,0.0,75.0,129.0,967.0,58.1,12.0,7.5,12.9
Tyler,Lockett,16830,WR,2021,204.9,12.8,16,2.0,9.0,4.5,0.0,73.0,107.0,1175.0,68.2,8.0,11.0,16.1
Diontae,Johnson,21077,WR,2021,220.9,13.8,16,5.0,53.0,10.6,0.0,107.0,169.0,1161.0,63.3,8.0,6.9,10.9
Melvin,Gordon,16776,RB,2021,181.1,11.3,16,203.0,918.0,4.5,8.0,28.0,38.0,213.0,73.7,2.0,5.6,7.6
Javonte,Williams,22558,RB,2021,183.4,10.8,17,203.0,903.0,4.4,4.0,43.0,53.0,316.0,81.1,3.0,6.0,7.3
Devin,Singletary,20941,RB,2021,177.8,10.5,17,188.0,870.0,4.6,7.0,40.0,50.0,228.0,80.0,1.0,4.6,5.7
Hunter,Renfrow,20924,WR,2021,207.6,12.2,17,3.0,3.0,1.0,0.0,103.0,128.0,1038.0,80.5,9.0,8.1,10.1
CeeDee,Lamb,21679,WR,2021,193.3,12.1,16,9.0,76.0,8.4,0.0,79.0,120.0,1102.0,65.8,6.0,9.2,13.9
David,Montgomery,20882,RB,2021,174.0,13.4,13,225.0,849.0,3.8,7.0,42.0,51.0,301.0,82.4,0.0,5.9,7.2
Keenan,Allen,15076,WR,2021,204.8,12.8,16,0.0,0.0,0.0,0.0,106.0,157.0,1138.0,67.5,6.0,7.2,10.7
AJ,Dillon,21802,RB,2021,168.6,9.9,17,187.0,803.0,4.3,5.0,34.0,37.0,313.0,91.9,2.0,8.5,9.2
Michael,Pittman,21744,WR,2021,194.6,11.4,17,5.0,44.0,8.8,0.0,88.0,129.0,1082.0,68.2,6.0,8.4,12.3
Darrel,Williams,20500,RB,2021,172.5,10.1,17,144.0,558.0,3.9,6.0,47.0,57.0,452.0,82.5,2.0,7.9,9.6
DAndre,Swift,21684,RB,2021,177.9,13.7,13,151.0,617.0,4.1,5.0,62.0,78.0,452.0,79.5,2.0,5.8,7.3
Elijah,Mitchell,22535,RB,2021,155.5,14.1,11,207.0,963.0,4.7,5.0,19.0,20.0,137.0,95.0,1.0,6.8,7.2
Tee,Higgins,21690,WR,2021,182.1,13.0,14,0.0,0.0,0.0,0.0,74.0,110.0,1091.0,67.3,6.0,9.9,14.7
DJ,Moore,19844,WR,2021,191.0,11.2,17,8.0,48.0,6.0,0.0,93.0,163.0,1157.0,57.1,4.0,7.1,12.4
Chris,Godwin,18880,WR,2021,193.4,13.8,14,4.0,21.0,5.2,1.0,98.0,128.0,1103.0,76.6,5.0,8.6,11.3
James,Robinson,21970,RB,2021,158.4,11.3,14,164.0,767.0,4.7,8.0,31.0,46.0,222.0,67.4,0.0,4.8,7.2
Brandin,Cooks,16568,WR,2021,186.8,11.7,16,2.0,21.0,10.5,0.0,90.0,134.0,1037.0,67.2,6.0,7.7,11.5
Jaylen,Waddle,22598,WR,2021,193.8,12.1,16,2.0,3.0,1.5,1.0,104.0,141.0,1015.0,73.8,6.0,7.2,9.8
Darnell,Mooney,21961,WR,2021,179.2,10.5,17,6.0,32.0,5.3,1.0,81.0,140.0,1055.0,57.9,4.0,7.5,13.0
AmonRa,St Brown,22587,WR,2021,182.3,10.7,17,7.0,61.0,8.7,1.0,90.0,119.0,912.0,75.6,5.0,7.7,10.1
Terry,McLaurin,20873,WR,2021,175.0,10.3,17,1.0,12.0,12.0,0.0,77.0,130.0,1053.0,59.2,5.0,8.1,13.7
Marquise,Brown,21045,WR,2021,180.8,11.3,16,1.0,5.0,5.0,0.0,91.0,145.0,1008.0,62.8,6.0,7.0,11.1
Amari,Cooper,16765,WR,2021,168.5,11.2,15,0.0,0.0,0.0,0.0,68.0,103.0,865.0,66.0,8.0,8.4,12.7
Darrell,Henderson,20798,RB,2021,148.9,12.4,12,149.0,688.0,4.6,5.0,29.0,40.0,176.0,72.5,3.0,4.4,6.1
Adam,Thielen,15534,WR,2021,166.3,12.8,13,1.0,2.0,2.0,0.0,67.0,95.0,726.0,70.5,10.0,7.6,10.8
Dalton,Schultz,19920,TE,2021,169.8,10.0,17,0.0,0.0,0.0,0.0,78.0,104.0,808.0,75.0,8.0,7.8,10.4
Christian,Kirk,19815,WR,2021,169.12,9.9,17,1.0,11.0,11.0,0.0,77.0,103.0,982.0,74.8,5.0,9.5,12.8
George,Kittle,19063,TE,2021,162.5,11.6,14,3.0,20.0,6.7,0.0,71.0,94.0,910.0,75.5,6.0,9.7,12.8
Kendrick,Bourne,19318,WR,2021,153.0,9.0,17,12.0,125.0,10.4,0.0,55.0,70.0,800.0,78.6,5.0,11.4,14.5
Sony,Michel,19828,RB,2021,135.8,8.0,17,208.0,845.0,4.1,4.0,21.0,33.0,128.0,63.6,1.0,3.9,6.1
Myles,Gaskin,20768,RB,2021,149.1,8.8,17,173.0,612.0,3.5,3.0,49.0,63.0,234.0,77.8,4.0,3.7,4.8
DeVonta,Smith,21687,WR,2021,153.6,9.0,17,0.0,0.0,0.0,0.0,64.0,104.0,916.0,61.5,5.0,8.8,14.3
Michael,Carter,22553,RB,2021,136.4,9.7,14,147.0,639.0,4.3,4.0,36.0,55.0,325.0,65.5,0.0,5.9,9.0
Van,Jefferson,21739,WR,2021,143.2,8.4,17,2.0,20.0,10.0,0.0,50.0,89.0,802.0,56.2,6.0,9.0,16.0
AJ,Brown,21042,WR,2021,149.4,11.5,13,2.0,10.0,5.0,0.0,63.0,105.0,869.0,60.0,5.0,8.3,13.8
Tony,Pollard,20912,RB,2021,137.1,9.1,15,130.0,719.0,5.5,2.0,39.0,46.0,337.0,84.8,0.0,7.3,8.6
Tyler,Boyd,17986,WR,2021,150.34,9.4,16,2.0,22.0,11.0,0.0,67.0,94.0,828.0,71.3,5.0,8.8,12.4
Rob,Gronkowski,10974,TE,2021,143.7,12.0,12,0.0,0.0,0.0,0.0,55.0,89.0,802.0,61.8,6.0,9.0,14.6
Rashaad,Penny,19799,RB,2021,118.7,11.9,10,119.0,749.0,6.3,6.0,6.0,8.0,48.0,75.0,0.0,6.0,8.0
Dawson,Knox,20850,TE,2021,139.6,9.3,15,0.0,4.0,0.0,0.0,49.0,71.0,587.0,69.0,9.0,8.3,12.0
Brandon,Aiyuk,21747,WR,2021,142.3,8.4,17,5.0,17.0,3.4,0.0,56.0,84.0,826.0,66.7,5.0,9.8,14.8
Hunter,Henry,17975,TE,2021,139.3,8.2,17,0.0,0.0,0.0,0.0,50.0,75.0,603.0,66.7,9.0,8.0,12.1
Chuba,Hubbard,21691,RB,2021,125.1,7.4,17,172.0,612.0,3.6,5.0,25.0,37.0,174.0,67.6,1.0,4.7,7.0
Devonta,Freeman,16524,RB,2021,129.6,8.1,16,133.0,576.0,4.3,5.0,34.0,42.0,190.0,81.0,1.0,4.5,5.6
Dallas,Goedert,19863,TE,2021,137.0,9.1,15,0.0,0.0,0.0,0.0,56.0,76.0,830.0,73.7,4.0,10.9,14.8
Kyle,Pitts,22508,TE,2021,142.6,8.4,17,0.0,0.0,0.0,0.0,68.0,110.0,1026.0,61.8,1.0,9.3,15.1
KJ,Osborn,21714,WR,2021,133.5,7.9,17,1.0,10.0,10.0,0.0,50.0,82.0,655.0,61.0,7.0,8.0,13.1
Chase,Claypool,21752,WR,2021,137.1,9.1,15,14.0,96.0,6.9,0.0,59.0,105.0,860.0,56.2,2.0,8.2,14.6
Saquon,Barkley,19766,RB,2021,128.1,9.9,13,162.0,593.0,3.7,2.0,41.0,57.0,263.0,71.9,2.0,4.6,6.4
Marvin,Jones,13870,WR,2021,143.7,8.5,17,0.0,0.0,0.0,0.0,73.0,120.0,832.0,60.8,4.0,6.9,11.4
Zach,Ertz,14856,TE,2021,143.7,8.5,17,1.0,4.0,4.0,0.0,74.0,112.0,763.0,66.1,5.0,6.8,10.3
Marquez,Callaway,21750,WR,2021,128.8,7.6,17,0.0,0.0,0.0,0.0,46.0,84.0,698.0,54.8,6.0,8.3,15.2
DeAndre,Hopkins,14986,WR,2021,126.2,12.6,10,0.0,0.0,0.0,0.0,42.0,64.0,572.0,65.6,8.0,8.9,13.6
Devontae,Booker,17970,RB,2021,124.1,7.8,16,145.0,593.0,4.1,2.0,40.0,45.0,268.0,88.9,1.0,6.0,6.7
Tim,Patrick,19207,WR,2021,129.9,8.1,16,0.0,0.0,0.0,0.0,53.0,85.0,734.0,62.4,5.0,8.6,13.8
Jakobi,Meyers,20876,WR,2021,144.8,8.5,17,1.0,9.0,9.0,0.0,83.0,126.0,866.0,65.9,2.0,6.9,10.4
Cedrick,Wilson,20013,WR,2021,125.32,7.8,16,2.0,11.0,5.5,0.0,45.0,61.0,602.0,73.8,6.0,9.9,13.4
AJ,Green,12845,WR,2021,129.8,8.1,16,0.0,0.0,0.0,0.0,54.0,92.0,848.0,58.7,3.0,9.2,15.7
Allen,Lazard,20145,WR,2021,122.5,8.2,15,3.0,32.0,10.7,0.0,40.0,60.0,513.0,66.7,8.0,8.6,12.8
Rhamondre,Stevenson,22546,RB,2021,107.9,9.0,12,133.0,606.0,4.6,5.0,14.0,18.0,123.0,77.8,0.0,6.8,8.8
Chase,Edmonds,19919,RB,2021,121.8,10.2,12,116.0,592.0,5.1,2.0,43.0,53.0,311.0,81.1,0.0,5.9,7.2
Clyde,EdwardsHelaire,21769,RB,2021,108.1,10.8,10,119.0,517.0,4.3,4.0,19.0,23.0,129.0,82.6,2.0,5.6,6.8
Russell,Gage,20006,WR,2021,130.0,9.3,14,0.0,0.0,0.0,0.0,66.0,94.0,770.0,70.2,4.0,8.2,11.7
Elijah,Moore,22592,WR,2021,116.7,10.6,11,5.0,54.0,10.8,1.0,43.0,77.0,538.0,55.8,5.0,7.0,12.5
Mike,Davis,16887,RB,2021,116.2,6.8,17,138.0,503.0,3.6,3.0,44.0,58.0,259.0,75.9,1.0,4.5,5.9
Alexander,Mattison,20868,RB,2021,109.9,6.9,16,134.0,491.0,3.7,3.0,32.0,39.0,228.0,82.1,1.0,5.8,7.1
Jamaal,Williams,18995,RB,2021,106.8,8.2,13,153.0,601.0,3.9,3.0,26.0,28.0,157.0,92.9,0.0,5.6,6.0
