FirstName,LastName,PlayerID,Position,Year,FantasyPointsHalfPointPpr,FantasyPointsPerGameHalfPointPPR,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Receptions,ReceivingTargets,ReceivingYards,ReceptionPercentage,ReceivingTouchdowns,ReceivingYardsPerTarget,ReceivingYardsPerReception
Wendell,Smallwood,18070,RB,2017,40.2,5.0,8,47.0,174.0,3.7,1.0,13.0,18.0,103.0,72.2,0.0,5.7,7.9
Taywan,Taylor,18971,WR,2017,41.4,2.6,16,8.0,43.0,5.4,0.0,16.0,28.0,231.0,57.1,1.0,8.2,14.4
Jordan,Reed,15100,TE,2017,46.6,7.8,6,0.0,0.0,0.0,0.0,27.0,35.0,211.0,77.1,2.0,6.0,7.8
Chris,Carson,19119,RB,2017,36.2,9.0,4,49.0,208.0,4.2,0.0,7.0,8.0,59.0,87.5,1.0,7.4,8.4
Jordan,Matthews,15974,TE,2017,44.7,4.5,10,0.0,0.0,0.0,0.0,25.0,36.0,282.0,69.4,1.0,7.8,11.3
Jarius,Wright,14465,WR,2017,40.8,2.6,16,0.0,0.0,0.0,0.0,18.0,25.0,198.0,72.0,2.0,7.9,11.0
Jakeem,Grant,18103,WR,2017,38.0,2.4,16,3.0,12.0,4.0,0.0,13.0,22.0,203.0,59.1,2.0,9.2,15.6
Adam,Shaheen,18931,TE,2017,36.7,2.8,13,0.0,0.0,0.0,0.0,12.0,14.0,127.0,85.7,3.0,9.1,10.6
Tavon,Austin,15215,WR,2017,37.1,2.3,16,59.0,270.0,4.6,1.0,13.0,22.0,56.0,59.1,0.0,2.5,4.3
Andre,Holmes,13264,WR,2017,36.5,2.6,14,0.0,0.0,0.0,0.0,13.0,23.0,120.0,56.5,3.0,5.2,9.2
Terrelle,Pryor,13693,WR,2017,40.0,4.4,9,0.0,0.0,0.0,0.0,20.0,37.0,240.0,54.1,1.0,6.5,12.0
Tion,Green,19483,RB,2017,30.9,6.2,5,42.0,165.0,3.9,2.0,2.0,2.0,14.0,100.0,0.0,7.0,7.0
Martellus,Bennett,1181,TE,2017,43.6,4.8,9,0.0,0.0,0.0,0.0,30.0,44.0,286.0,68.2,0.0,6.5,9.5
Mack,Hollins,19023,WR,2017,36.6,2.3,16,0.0,0.0,0.0,0.0,16.0,22.0,226.0,72.7,1.0,10.3,14.1
Demetrius,Harris,15305,TE,2017,37.4,2.3,16,0.0,0.0,0.0,0.0,18.0,35.0,224.0,51.4,1.0,6.4,12.4
Elijhaa,Penny,18617,RB,2017,30.2,1.9,16,31.0,124.0,4.0,2.0,4.0,6.0,38.0,66.7,0.0,6.3,9.5
Russell,Shepard,14850,WR,2017,36.6,2.4,15,2.0,19.0,9.5,0.0,17.0,33.0,202.0,51.5,1.0,6.1,11.9
Jonnu,Smith,18990,TE,2017,36.7,2.3,16,0.0,0.0,0.0,0.0,18.0,30.0,157.0,60.0,2.0,5.2,8.7
Michael,Campanaro,16081,WR,2017,37.0,2.8,13,5.0,42.0,8.4,0.0,19.0,27.0,173.0,70.4,1.0,6.4,9.1
DeAnthony,Thomas,16305,WR,2017,33.7,2.1,16,1.0,4.0,4.0,0.0,14.0,16.0,143.0,87.5,2.0,8.9,10.2
Kapri,Bibbs,16273,RB,2017,33.7,11.2,3,21.0,79.0,3.8,0.0,14.0,17.0,128.0,82.4,1.0,7.5,9.1
Lance,Kendricks,13386,TE,2017,35.3,2.2,16,0.0,0.0,0.0,0.0,18.0,35.0,203.0,51.4,1.0,5.8,11.3
Jeff,Heuerman,16853,TE,2017,30.7,2.2,14,0.0,0.0,0.0,0.0,9.0,18.0,142.0,50.0,2.0,7.9,15.8
Terrance,West,16142,RB,2017,27.1,5.4,5,39.0,138.0,3.5,2.0,2.0,4.0,23.0,50.0,0.0,5.8,11.5
Kendrick,Bourne,19318,WR,2017,33.7,3.1,11,0.0,0.0,0.0,0.0,16.0,34.0,257.0,47.1,0.0,7.6,16.1
Danny,Woodhead,12317,RB,2017,42.1,5.3,8,14.0,56.0,4.0,0.0,33.0,39.0,200.0,84.6,0.0,5.1,6.1
Greg,Olsen,1658,TE,2017,33.6,4.8,7,0.0,0.0,0.0,0.0,17.0,38.0,191.0,44.7,1.0,5.0,11.2
Virgil,Green,13016,TE,2017,32.1,2.0,16,0.0,0.0,0.0,0.0,14.0,22.0,191.0,63.6,1.0,8.7,13.6
Vance,McDonald,15239,TE,2017,31.8,3.2,10,0.0,0.0,0.0,0.0,14.0,24.0,188.0,58.3,1.0,7.8,13.4
Levine,Toilolo,15378,TE,2017,30.2,2.0,15,0.0,0.0,0.0,1.0,12.0,14.0,122.0,85.7,1.0,8.7,10.2
Dion,Sims,14876,TE,2017,31.5,2.2,14,0.0,0.0,0.0,0.0,15.0,29.0,180.0,51.7,1.0,6.2,12.0
Ryan,Griffin,14985,TE,2017,30.3,4.3,7,0.0,0.0,0.0,0.0,13.0,26.0,158.0,50.0,1.0,6.1,12.2
Jeremy,Kerley,12794,WR,2017,34.7,4.3,8,0.0,0.0,0.0,0.0,22.0,27.0,217.0,81.5,1.0,8.0,9.9
Damiere,Byrd,17141,WR,2017,28.7,3.6,8,1.0,12.0,12.0,0.0,10.0,17.0,105.0,58.8,2.0,6.2,10.5
Jamal,Agnew,19044,WR,2017,24.7,1.9,13,2.0,9.0,4.5,0.0,2.0,2.0,18.0,100.0,0.0,9.0,9.0
Alex,Erickson,18197,WR,2017,29.6,1.8,16,5.0,16.0,3.2,0.0,12.0,16.0,180.0,75.0,1.0,11.2,15.0
Geronimo,Allison,18269,WR,2017,34.8,2.3,15,0.0,0.0,0.0,0.0,23.0,39.0,253.0,59.0,0.0,6.5,11.0
Thomas,Rawls,17050,RB,2017,27.6,2.3,12,58.0,157.0,2.7,0.0,9.0,13.0,94.0,69.2,0.0,7.2,10.4
Eddie,Lacy,15138,RB,2017,25.6,2.8,9,69.0,179.0,2.6,0.0,6.0,6.0,47.0,100.0,0.0,7.8,7.8
Braxton,Miller,17964,WR,2017,31.8,2.9,11,1.0,1.0,1.0,0.0,19.0,29.0,162.0,65.5,1.0,5.6,8.5
Nick,Boyle,16931,TE,2017,36.3,2.4,15,0.0,0.0,0.0,0.0,28.0,37.0,203.0,75.7,0.0,5.5,7.2
Richard,Rodgers,16491,TE,2017,28.0,1.9,15,0.0,0.0,0.0,0.0,12.0,19.0,160.0,63.2,1.0,8.4,13.3
Travaris,Cadet,14352,RB,2017,29.5,3.3,9,23.0,96.0,4.2,0.0,16.0,19.0,119.0,84.2,0.0,6.3,7.4
Demarcus,Robinson,18047,WR,2017,31.7,2.0,16,0.0,0.0,0.0,0.0,21.0,39.0,212.0,53.8,0.0,5.4,10.1
James,OShaughnessy,16933,TE,2017,27.9,1.7,16,0.0,0.0,0.0,0.0,14.0,24.0,149.0,58.3,1.0,6.2,10.6
Phillip,Dorsett,16790,WR,2017,26.1,1.7,15,1.0,7.0,7.0,0.0,12.0,18.0,194.0,66.7,0.0,10.8,16.2
Laquon,Treadwell,17914,WR,2017,30.0,1.9,16,0.0,0.0,0.0,0.0,20.0,35.0,200.0,57.1,0.0,5.7,10.0
Troy,Niklas,16648,TE,2017,24.7,1.6,15,0.0,0.0,0.0,0.0,11.0,23.0,132.0,47.8,1.0,5.7,12.0
Brent,Celek,5511,TE,2017,25.5,1.6,16,0.0,0.0,0.0,0.0,13.0,24.0,130.0,54.2,1.0,5.4,10.0
Todd,Gurley,16771,RB,2018,342.6,24.5,14,256.0,1251.0,4.9,17.0,59.0,81.0,580.0,72.8,4.0,7.2,9.8
Saquon,Barkley,19766,RB,2018,340.3,21.3,16,261.0,1307.0,5.0,11.0,91.0,121.0,721.0,75.2,4.0,6.0,7.9
Christian,McCaffrey,18877,RB,2018,332.0,20.8,16,219.0,1098.0,5.0,7.0,107.0,124.0,867.0,86.3,6.0,7.0,8.1
Alvin,Kamara,18878,RB,2018,313.7,20.9,15,194.0,883.0,4.6,14.0,81.0,105.0,709.0,77.1,4.0,6.8,8.8
Ezekiel,Elliott,17923,RB,2018,290.7,19.4,15,304.0,1435.0,4.7,6.0,77.0,95.0,567.0,81.1,3.0,6.0,7.4
Tyreek,Hill,18082,WR,2018,284.5,17.8,16,22.0,151.0,6.9,1.0,87.0,137.0,1479.0,63.5,12.0,10.8,17.0
Melvin,Gordon,16776,RB,2018,250.5,20.9,12,175.0,885.0,5.1,10.0,50.0,66.0,490.0,75.8,4.0,7.4,9.8
James,Conner,18983,RB,2018,252.5,19.4,13,215.0,973.0,4.5,12.0,55.0,71.0,497.0,77.5,1.0,7.0,9.0
Antonio,Brown,11056,WR,2018,271.7,18.1,15,0.0,0.0,0.0,0.0,104.0,168.0,1297.0,61.9,15.0,7.7,12.5
Davante,Adams,16470,WR,2018,274.1,18.3,15,0.0,0.0,0.0,0.0,111.0,169.0,1386.0,65.7,13.0,8.2,12.5
DeAndre,Hopkins,14986,WR,2018,276.0,17.2,16,1.0,-7.0,-7.0,0.0,115.0,163.0,1572.0,70.6,11.0,9.6,13.7
Julio,Jones,13291,WR,2018,269.4,16.8,16,2.0,12.0,6.0,0.0,113.0,170.0,1677.0,66.5,8.0,9.9,14.8
Mike,Evans,16597,WR,2018,247.4,15.5,16,0.0,0.0,0.0,1.0,86.0,139.0,1524.0,61.9,8.0,11.0,17.7
Kareem,Hunt,18944,RB,2018,217.2,19.7,11,181.0,824.0,4.6,7.0,26.0,35.0,378.0,74.3,7.0,10.8,14.5
Joe,Mixon,18858,RB,2018,221.9,15.8,14,237.0,1168.0,4.9,8.0,43.0,55.0,296.0,78.2,1.0,5.4,6.9
David,Johnson,16847,RB,2018,221.6,13.8,16,258.0,940.0,3.6,7.0,50.0,76.0,446.0,65.8,3.0,5.9,8.9
Adam,Thielen,15534,WR,2018,250.8,15.7,16,5.0,30.0,6.0,0.0,113.0,155.0,1373.0,72.9,9.0,8.9,12.2
Travis,Kelce,15048,TE,2018,243.1,15.2,16,0.0,0.0,0.0,0.0,103.0,150.0,1336.0,68.7,10.0,8.9,13.0
Michael,Thomas,17960,WR,2018,253.0,15.8,16,0.0,0.0,0.0,0.0,125.0,147.0,1405.0,85.0,9.0,9.6,11.2
James,White,16056,RB,2018,233.1,14.6,16,94.0,425.0,4.5,5.0,87.0,123.0,751.0,70.7,7.0,6.1,8.6
Phillip,Lindsay,20128,RB,2018,205.3,13.7,15,192.0,1037.0,5.4,9.0,35.0,47.0,241.0,74.5,1.0,5.1,6.9
Derrick,Henry,17959,RB,2018,193.86,12.1,16,215.0,1059.0,4.9,12.0,15.0,18.0,99.0,83.3,0.0,5.5,6.6
JuJu,SmithSchuster,18883,WR,2018,241.4,15.1,16,1.0,13.0,13.0,0.0,111.0,166.0,1426.0,66.9,7.0,8.6,12.8
Chris,Carson,19119,RB,2018,191.4,13.7,14,247.0,1151.0,4.7,9.0,20.0,24.0,163.0,83.3,0.0,6.8,8.2
Robert,Woods,14871,WR,2018,222.6,13.9,16,19.0,157.0,8.3,1.0,86.0,130.0,1219.0,66.2,6.0,9.4,14.2
Nick,Chubb,19798,RB,2018,184.5,11.5,16,192.0,996.0,5.2,8.0,20.0,29.0,149.0,69.0,2.0,5.1,7.4
George,Kittle,19063,TE,2018,214.7,13.4,16,1.0,10.0,10.0,0.0,88.0,136.0,1377.0,64.7,5.0,10.1,15.6
Adrian,Peterson,4807,RB,2018,179.0,11.2,16,251.0,1042.0,4.2,7.0,20.0,26.0,208.0,76.9,1.0,8.0,10.4
Tyler,Lockett,16830,WR,2018,193.9,12.1,16,13.0,69.0,5.3,0.0,57.0,71.0,965.0,80.3,10.0,13.6,16.9
Zach,Ertz,14856,TE,2018,222.3,13.9,16,0.0,0.0,0.0,0.0,116.0,156.0,1163.0,74.4,8.0,7.5,10.0
Stefon,Diggs,16906,WR,2018,215.3,14.4,15,10.0,62.0,6.2,0.0,102.0,150.0,1021.0,68.0,9.0,6.8,10.0
Brandin,Cooks,16568,WR,2018,203.2,12.7,16,10.0,68.0,6.8,1.0,80.0,117.0,1204.0,68.4,5.0,10.3,15.0
Keenan,Allen,15076,WR,2018,211.6,13.2,16,9.0,75.0,8.3,0.0,97.0,136.0,1196.0,71.3,6.0,8.8,12.3
TY,Hilton,14005,WR,2018,201.0,14.4,14,0.0,0.0,0.0,0.0,76.0,120.0,1270.0,63.3,6.0,10.6,16.7
Tarik,Cohen,19003,RB,2018,198.44,12.4,16,99.0,444.0,4.5,3.0,71.0,91.0,725.0,78.0,5.0,8.0,10.2
Tevin,Coleman,16834,RB,2018,177.6,11.1,16,167.0,800.0,4.8,4.0,32.0,44.0,276.0,72.7,5.0,6.3,8.6
Marlon,Mack,18998,RB,2018,169.6,14.1,12,195.0,908.0,4.7,9.0,17.0,26.0,103.0,65.4,1.0,4.0,6.1
Jordan,Howard,18067,RB,2018,170.0,10.6,16,250.0,935.0,3.7,9.0,20.0,27.0,145.0,74.1,0.0,5.4,7.2
Eric,Ebron,16451,TE,2018,189.2,11.8,16,3.0,-8.0,-2.7,1.0,66.0,110.0,750.0,60.0,13.0,6.8,11.4
Odell,Beckham,16389,WR,2018,191.84,16.0,12,5.0,19.0,3.8,0.0,77.0,124.0,1052.0,62.1,6.0,8.5,13.7
Kenyan,Drake,18003,RB,2018,179.7,11.2,16,120.0,535.0,4.5,4.0,53.0,73.0,477.0,72.6,5.0,6.5,9.0
Lamar,Miller,13791,RB,2018,160.1,11.4,14,210.0,973.0,4.6,5.0,25.0,35.0,163.0,71.4,1.0,4.7,6.5
Aaron,Jones,19045,RB,2018,158.4,13.2,12,133.0,728.0,5.5,8.0,26.0,35.0,206.0,74.3,1.0,5.9,7.9
Tyler,Boyd,17986,WR,2018,183.1,13.1,14,2.0,3.0,1.5,0.0,76.0,108.0,1028.0,70.4,7.0,9.5,13.5
Calvin,Ridley,19802,WR,2018,174.8,10.9,16,6.0,27.0,4.5,0.0,64.0,92.0,821.0,69.6,10.0,8.9,12.8
Amari,Cooper,16765,WR,2018,177.9,11.9,15,2.0,20.0,10.0,0.0,75.0,107.0,1004.0,70.1,7.0,9.4,13.4
Mike,Williams,18914,WR,2018,158.7,9.9,16,7.0,28.0,4.0,1.0,43.0,66.0,664.0,65.2,10.0,10.1,15.4
Kenny,Golladay,18977,WR,2018,172.1,11.5,15,1.0,8.0,8.0,0.0,70.0,119.0,1063.0,58.8,5.0,8.9,15.2
Jarvis,Landry,16020,WR,2018,176.62,11.0,16,3.0,60.0,20.0,1.0,81.0,149.0,976.0,54.4,4.0,6.6,12.0
Matt,Breida,19319,RB,2018,149.0,10.6,14,153.0,814.0,5.3,3.0,27.0,31.0,261.0,87.1,2.0,8.4,9.7
Julian,Edelman,8355,WR,2018,170.42,14.2,12,9.0,107.0,11.9,0.0,74.0,108.0,850.0,68.5,6.0,7.9,11.5
Sony,Michel,19828,RB,2018,135.6,10.4,13,209.0,931.0,4.5,6.0,7.0,11.0,50.0,63.6,0.0,4.5,7.1
Peyton,Barber,18375,RB,2018,140.3,8.8,16,234.0,871.0,3.7,5.0,20.0,29.0,92.0,69.0,1.0,3.2,4.6
Austin,Ekeler,19562,RB,2018,149.3,10.7,14,106.0,554.0,5.2,3.0,39.0,53.0,404.0,73.6,3.0,7.6,10.4
Emmanuel,Sanders,11063,WR,2018,162.72,13.6,12,4.0,53.0,13.2,1.0,71.0,98.0,868.0,72.4,4.0,8.9,12.2
Chris,Godwin,18880,WR,2018,155.7,9.7,16,0.0,0.0,0.0,0.0,59.0,95.0,842.0,62.1,7.0,8.9,14.3
Jared,Cook,8534,TE,2018,159.6,10.0,16,0.0,0.0,0.0,0.0,68.0,101.0,896.0,67.3,6.0,8.9,13.2
Mark,Ingram,13337,RB,2018,132.0,11.0,12,138.0,645.0,4.7,6.0,21.0,27.0,170.0,77.8,1.0,6.3,8.1
Alshon,Jeffery,14187,WR,2018,152.8,11.8,13,0.0,0.0,0.0,0.0,65.0,92.0,843.0,70.7,6.0,9.2,13.0
Isaiah,Crowell,16127,RB,2018,130.2,10.0,13,143.0,685.0,4.8,6.0,21.0,28.0,152.0,75.0,0.0,5.4,7.2
Corey,Davis,18879,WR,2018,151.1,9.4,16,6.0,55.0,9.2,0.0,65.0,112.0,891.0,58.0,4.0,8.0,13.7
TJ,Yeldon,16797,RB,2018,145.6,10.4,14,104.0,414.0,4.0,1.0,55.0,77.0,487.0,71.4,4.0,6.3,8.9
Larry,Fitzgerald,5571,WR,2018,151.18,9.4,16,0.0,0.0,0.0,0.0,69.0,112.0,734.0,61.6,6.0,6.6,10.6
Sterling,Shepard,17961,WR,2018,149.5,9.3,16,3.0,33.0,11.0,0.0,66.0,107.0,872.0,61.7,4.0,8.1,13.2
Mohamed,Sanu,13878,WR,2018,149.4,9.3,16,7.0,44.0,6.3,0.0,66.0,94.0,838.0,70.2,4.0,8.9,12.7
Adam,Humphries,17290,WR,2018,150.7,9.4,16,2.0,11.0,5.5,0.0,76.0,105.0,816.0,72.4,5.0,7.8,10.7
Dalvin,Cook,18872,RB,2018,132.0,12.0,11,133.0,615.0,4.6,2.0,40.0,49.0,305.0,81.6,2.0,6.2,7.6
DeSean,Jackson,3943,WR,2018,130.8,10.9,12,6.0,29.0,4.8,1.0,41.0,74.0,774.0,55.4,4.0,10.5,18.9
Latavius,Murray,15071,RB,2018,120.9,7.6,16,140.0,578.0,4.1,6.0,22.0,26.0,141.0,84.6,0.0,5.4,6.4
Zay,Jones,18926,WR,2018,137.2,8.6,16,1.0,0.0,0.0,0.0,56.0,102.0,652.0,54.9,7.0,6.4,11.6
Golden,Tate,11611,WR,2018,145.9,9.7,15,4.0,34.0,8.5,0.0,74.0,113.0,795.0,65.5,4.0,7.0,10.7
Dede,Westbrook,18992,WR,2018,140.5,8.8,16,9.0,98.0,10.9,0.0,66.0,101.0,717.0,65.3,5.0,7.1,10.9
Kerryon,Johnson,19822,RB,2018,123.4,12.3,10,118.0,641.0,5.4,3.0,32.0,39.0,213.0,82.1,1.0,5.5,6.7
Robby,Anderson,18187,WR,2018,131.4,9.4,14,2.0,-8.0,-4.0,0.0,50.0,93.0,752.0,53.8,6.0,8.1,15.0
AJ,Green,12845,WR,2018,126.4,14.0,9,0.0,0.0,0.0,0.0,46.0,77.0,694.0,59.7,6.0,9.0,15.1
Mike,Davis,16887,RB,2018,119.8,8.0,15,112.0,514.0,4.6,4.0,34.0,42.0,214.0,81.0,1.0,5.1,6.3
DJ,Moore,19844,WR,2018,129.5,8.1,16,13.0,172.0,13.2,0.0,55.0,82.0,788.0,67.1,2.0,9.6,14.3
John,Brown,16640,WR,2018,122.9,7.7,16,3.0,4.0,1.3,0.0,42.0,97.0,715.0,43.3,5.0,7.4,17.0
Doug,Martin,14385,RB,2018,110.9,6.9,16,172.0,723.0,4.2,4.0,18.0,24.0,116.0,75.0,0.0,4.8,6.4
Dion,Lewis,12708,RB,2018,131.2,8.2,16,155.0,517.0,3.3,1.0,59.0,67.0,400.0,88.1,1.0,6.0,6.8
Nelson,Agholor,16781,WR,2018,133.4,8.3,16,3.0,32.0,10.7,0.0,64.0,97.0,736.0,66.0,4.0,7.6,11.5
Leonard,Fournette,18803,RB,2018,109.4,13.7,8,133.0,439.0,3.3,5.0,22.0,26.0,185.0,84.6,1.0,7.1,8.4
Allen,Robinson,16263,WR,2018,125.8,9.7,13,1.0,9.0,9.0,0.0,55.0,94.0,754.0,58.5,4.0,8.0,13.7
Nyheim,Hines,19912,RB,2018,129.4,8.1,16,85.0,314.0,3.7,2.0,63.0,81.0,425.0,77.8,2.0,5.2,6.7
Curtis,Samuel,18928,WR,2018,117.3,9.0,13,8.0,84.0,10.5,2.0,39.0,65.0,494.0,60.0,5.0,7.6,12.7
Demaryius,Thomas,11197,WR,2018,127.2,8.5,15,0.0,0.0,0.0,0.0,59.0,89.0,677.0,66.3,5.0,7.6,11.5
Josh,Gordon,14587,WR,2018,118.2,9.8,12,0.0,0.0,0.0,0.0,41.0,71.0,737.0,57.7,4.0,10.4,18.0
Kenny,Stills,15196,WR,2018,115.92,7.7,15,0.0,0.0,0.0,0.0,37.0,64.0,553.0,57.8,6.0,8.6,14.9
Tyrell,Williams,17048,WR,2018,117.3,7.3,16,2.0,15.0,7.5,0.0,41.0,65.0,653.0,63.1,5.0,10.0,15.9
Cooper,Kupp,18882,WR,2018,115.1,14.4,8,4.0,25.0,6.2,0.0,40.0,56.0,566.0,71.4,6.0,10.1,14.2
Courtland,Sutton,19800,WR,2018,115.3,7.2,16,1.0,-1.0,-1.0,0.0,42.0,84.0,704.0,50.0,4.0,8.4,16.8
Jordy,Nelson,4556,WR,2018,125.2,8.3,15,1.0,-2.0,-2.0,0.0,63.0,88.0,739.0,71.6,3.0,8.4,11.7
Alex,Collins,18088,RB,2018,101.1,10.1,10,114.0,411.0,3.6,7.0,15.0,21.0,105.0,71.4,1.0,5.0,7.0
LeSean,McCoy,11932,RB,2018,110.2,7.9,14,161.0,514.0,3.2,3.0,34.0,46.0,238.0,73.9,0.0,5.2,7.0
Trey,Burton,15965,TE,2018,120.1,7.5,16,1.0,2.0,2.0,0.0,54.0,77.0,569.0,70.1,6.0,7.4,10.5
Austin,Hooper,17963,TE,2018,127.5,8.0,16,0.0,0.0,0.0,0.0,71.0,88.0,660.0,80.7,4.0,7.5,9.3
Doug,Baldwin,13460,WR,2018,116.8,9.0,13,0.0,0.0,0.0,0.0,50.0,73.0,618.0,68.5,5.0,8.5,12.4
Frank,Gore,5820,RB,2018,96.6,6.9,14,156.0,722.0,4.6,0.0,12.0,16.0,124.0,75.0,1.0,7.8,10.3
Wendell,Smallwood,18070,RB,2018,103.4,6.5,16,87.0,364.0,4.2,3.0,28.0,35.0,230.0,80.0,2.0,6.6,8.2
Antonio,Callaway,19917,WR,2018,110.8,6.9,16,2.0,7.0,3.5,0.0,43.0,78.0,586.0,55.1,5.0,7.5,13.6
Jalen,Richard,18690,RB,2018,122.6,7.7,16,55.0,259.0,4.7,1.0,68.0,81.0,607.0,84.0,0.0,7.5,8.9
Carlos,Hyde,16668,RB,2018,93.4,6.7,14,172.0,571.0,3.3,5.0,10.0,17.0,33.0,58.8,0.0,1.9,3.3
David,Njoku,18876,TE,2018,115.9,7.2,16,0.0,0.0,0.0,0.0,56.0,89.0,639.0,62.9,4.0,7.2,11.4
Gus,Edwards,20239,RB,2018,88.8,8.1,11,137.0,718.0,5.2,2.0,2.0,2.0,20.0,100.0,0.0,10.0,10.0
Kyle,Rudolph,13275,TE,2018,119.4,7.5,16,0.0,0.0,0.0,0.0,64.0,81.0,634.0,79.0,4.0,7.8,9.9
Jamaal,Williams,18995,RB,2018,100.9,6.3,16,121.0,464.0,3.8,3.0,27.0,41.0,210.0,65.9,0.0,5.1,7.8
Royce,Freeman,19823,RB,2018,94.3,6.7,14,130.0,521.0,4.0,5.0,14.0,20.0,72.0,70.0,0.0,3.6,5.1
Anthony,Miller,19864,WR,2018,103.72,6.9,15,6.0,26.0,4.3,0.0,33.0,54.0,423.0,61.1,7.0,7.8,12.8
OJ,Howard,18901,TE,2018,103.5,10.4,10,0.0,0.0,0.0,0.0,34.0,48.0,565.0,70.8,5.0,11.8,16.6
Cole,Beasley,14141,WR,2018,117.7,7.4,16,0.0,0.0,0.0,0.0,65.0,86.0,672.0,75.6,3.0,7.8,10.3
Duke,Johnson,16838,RB,2018,108.5,6.8,16,40.0,201.0,5.0,0.0,47.0,62.0,429.0,75.8,3.0,6.9,9.1
Taylor,Gabriel,16129,WR,2018,118.4,7.4,16,9.0,61.0,6.8,0.0,67.0,93.0,688.0,72.0,2.0,7.4,10.3
Rob,Gronkowski,10974,TE,2018,107.7,8.3,13,0.0,0.0,0.0,0.0,47.0,72.0,682.0,65.3,3.0,9.5,14.5
Vance,McDonald,15239,TE,2018,108.0,7.2,15,0.0,0.0,0.0,0.0,50.0,73.0,610.0,68.5,4.0,8.4,12.2
Donte,Moncrief,16232,WR,2018,106.8,6.7,16,0.0,0.0,0.0,0.0,48.0,89.0,668.0,53.9,3.0,7.5,13.9
Evan,Engram,18912,TE,2018,103.8,9.4,11,3.0,36.0,12.0,0.0,45.0,64.0,577.0,70.3,3.0,9.0,12.8
Marvin,Jones,13870,WR,2018,98.3,10.9,9,0.0,0.0,0.0,0.0,35.0,62.0,508.0,56.5,5.0,8.2,14.5
Christian,Kirk,19815,WR,2018,102.0,8.5,12,3.0,35.0,11.7,0.0,43.0,68.0,590.0,63.2,3.0,8.7,13.7
Rashard,Higgins,18089,WR,2018,98.7,7.6,13,0.0,0.0,0.0,0.0,39.0,54.0,572.0,72.2,4.0,10.6,14.7
Devin,Funchess,16802,WR,2018,100.9,7.2,14,0.0,0.0,0.0,0.0,44.0,79.0,549.0,55.7,4.0,6.9,12.5
Michael,Crabtree,9331,WR,2018,105.7,6.6,16,0.0,0.0,0.0,0.0,54.0,100.0,607.0,54.0,3.0,6.1,11.2
Alfred,Blue,16189,RB,2018,87.3,5.5,16,150.0,499.0,3.3,2.0,20.0,27.0,154.0,74.1,0.0,5.7,7.7
Dante,Pettis,19854,WR,2018,90.0,7.5,12,1.0,-2.0,-2.0,0.0,27.0,45.0,467.0,60.0,5.0,10.4,17.3
LeGarrette,Blount,12296,RB,2018,81.5,5.1,16,154.0,418.0,2.7,5.0,10.0,15.0,67.0,66.7,0.0,4.5,6.7
Damien,Williams,16031,RB,2018,87.1,6.2,14,50.0,256.0,5.1,4.0,23.0,24.0,160.0,95.8,2.0,6.7,7.0
Jimmy,Graham,11488,TE,2018,103.1,6.4,16,0.0,0.0,0.0,0.0,55.0,90.0,636.0,61.1,2.0,7.1,11.6
Sammy,Watkins,16003,WR,2018,95.1,9.5,10,5.0,52.0,10.4,0.0,40.0,55.0,519.0,72.7,3.0,9.4,13.0
David,Moore,19120,WR,2018,88.0,5.5,16,1.0,5.0,5.0,0.0,26.0,53.0,445.0,49.1,5.0,8.4,17.1
Josh,Adams,20075,RB,2018,78.4,6.0,13,120.0,511.0,4.3,3.0,7.0,13.0,58.0,53.8,0.0,4.5,8.3
Will,Fuller,17916,WR,2018,90.3,12.9,7,0.0,0.0,0.0,0.0,32.0,45.0,503.0,71.1,4.0,11.2,15.7
Chris,Herndon,19947,TE,2018,93.7,6.7,14,0.0,0.0,0.0,0.0,39.0,56.0,502.0,69.6,4.0,9.0,12.9
Mark,Andrews,19803,TE,2018,90.2,5.6,16,0.0,0.0,0.0,0.0,34.0,50.0,552.0,68.0,3.0,11.0,16.2
Marquez,ValdesScantling,19976,WR,2018,92.0,5.8,16,2.0,29.0,14.5,0.0,38.0,72.0,581.0,52.8,2.0,8.1,15.3
Kendrick,Bourne,19318,WR,2018,93.7,5.9,16,0.0,0.0,0.0,0.0,42.0,66.0,487.0,63.6,4.0,7.4,11.6
TreQuan,Smith,19897,WR,2018,86.7,5.8,15,0.0,0.0,0.0,0.0,28.0,44.0,427.0,63.6,5.0,9.7,15.2
Willie,Snead,16141,WR,2018,103.4,6.5,16,1.0,13.0,13.0,0.0,62.0,95.0,651.0,65.3,1.0,6.9,10.5
Robert,Foster,20250,WR,2018,85.6,6.6,13,0.0,0.0,0.0,0.0,27.0,44.0,541.0,61.4,3.0,12.3,20.0
Chris,Hogan,14828,WR,2018,88.7,5.5,16,0.0,0.0,0.0,0.0,35.0,55.0,532.0,63.6,3.0,9.7,15.2
Josh,Reynolds,19017,WR,2018,85.5,5.3,16,2.0,8.0,4.0,0.0,29.0,53.0,402.0,54.7,5.0,7.6,13.9
Albert,Wilson,16308,WR,2018,83.78,12.0,7,8.0,16.0,2.0,0.0,26.0,35.0,391.0,74.3,4.0,11.2,15.0
Ito,Smith,19924,RB,2018,84.2,6.0,14,90.0,315.0,3.5,4.0,27.0,32.0,152.0,84.4,0.0,4.8,5.6
